0,0,0
2.4401e-06,2.4397e-06,0
4.8067e-06,4.8058e-06,0
7.1004e-06,7.0992e-06,0
9.322e-06,9.3204e-06,0
1.1472e-05,1.147e-05,0
1.3552e-05,1.355e-05,0
1.5562e-05,1.5559e-05,0
1.7503e-05,1.75e-05,0
1.9375e-05,1.9372e-05,0
2.118e-05,2.1176e-05,0
2.2918e-05,2.2914e-05,0
2.4589e-05,2.4585e-05,0
2.6196e-05,2.6191e-05,0
2.7737e-05,2.7732e-05,0
2.9215e-05,2.921e-05,0
3.063e-05,3.0624e-05,0
3.1982e-05,3.1976e-05,0
3.3272e-05,3.3266e-05,0
3.4502e-05,3.4496e-05,0
3.5671e-05,3.5665e-05,0
3.6781e-05,3.6775e-05,0
3.7832e-05,3.7826e-05,0
3.8825e-05,3.8819e-05,0
3.9761e-05,3.9754e-05,0
4.0641e-05,4.0634e-05,0
4.1465e-05,4.1457e-05,0
4.2233e-05,4.2226e-05,0
4.2948e-05,4.294e-05,0
4.3609e-05,4.3601e-05,0
4.4217e-05,4.421e-05,0
4.4774e-05,4.4766e-05,0
4.5278e-05,4.5271e-05,0
4.5733e-05,4.5725e-05,0
4.6138e-05,4.613e-05,0
4.6493e-05,4.6485e-05,0
4.68e-05,4.6792e-05,0
4.706e-05,4.7052e-05,0
4.7273e-05,4.7265e-05,0
4.744e-05,4.7432e-05,0
4.7561e-05,4.7553e-05,0
4.7638e-05,4.763e-05,0
4.7671e-05,4.7663e-05,0
4.7661e-05,4.7653e-05,0
4.7609e-05,4.7601e-05,0
4.7515e-05,4.7507e-05,0
4.738e-05,4.7372e-05,0
4.7205e-05,4.7197e-05,0
4.6991e-05,4.6983e-05,0
4.6738e-05,4.673e-05,0
4.6447e-05,4.6439e-05,0
4.6119e-05,4.6111e-05,0
4.5754e-05,4.5746e-05,0
4.5354e-05,4.5346e-05,0
4.4919e-05,4.4911e-05,0
4.4449e-05,4.4442e-05,0
4.3947e-05,4.3939e-05,0
4.3411e-05,4.3404e-05,0
4.2844e-05,4.2836e-05,0
4.2245e-05,4.2238e-05,0
4.1616e-05,4.1609e-05,0
4.0957e-05,4.095e-05,0
4.027e-05,4.0263e-05,0
3.9554e-05,3.9547e-05,0
3.881e-05,3.8803e-05,0
3.804e-05,3.8033e-05,0
3.7244e-05,3.7237e-05,0
3.6422e-05,3.6416e-05,0
3.5576e-05,3.557e-05,0
3.4706e-05,3.47e-05,0
3.3813e-05,3.3807e-05,0
3.2898e-05,3.2892e-05,0
3.1961e-05,3.1956e-05,0
3.1004e-05,3.0998e-05,0
3.0026e-05,3.0021e-05,0
2.9029e-05,2.9024e-05,0
2.8014e-05,2.8009e-05,0
2.698e-05,2.6976e-05,0
2.593e-05,2.5925e-05,0
2.4863e-05,2.4859e-05,0
2.3781e-05,2.3777e-05,0
2.2683e-05,2.268e-05,0
2.1572e-05,2.1568e-05,0
2.0447e-05,2.0444e-05,0
1.931e-05,1.9307e-05,0
1.8161e-05,1.8158e-05,0
1.7e-05,1.6997e-05,0
1.5829e-05,1.5827e-05,0
1.4649e-05,1.4646e-05,0
1.346e-05,1.3457e-05,0
1.2262e-05,1.226e-05,0
1.1057e-05,1.1055e-05,0
9.8452e-06,9.8435e-06,0
8.6276e-06,8.6261e-06,0
7.4047e-06,7.4034e-06,0
6.1774e-06,6.1763e-06,0
4.9464e-06,4.9455e-06,0
3.7124e-06,3.7117e-06,0
2.4762e-06,2.4757e-06,0
1.2385e-06,1.2382e-06,0
0,0,0
-1.2385e-06,-1.2382e-06,0
-2.4762e-06,-2.4757e-06,0
-3.7124e-06,-3.7117e-06,0
-4.9464e-06,-4.9455e-06,0
-6.1774e-06,-6.1763e-06,0
-7.4047e-06,-7.4034e-06,0
-8.6276e-06,-8.6261e-06,0
-9.8452e-06,-9.8435e-06,0
-1.1057e-05,-1.1055e-05,0
-1.2262e-05,-1.226e-05,0
-1.346e-05,-1.3457e-05,0
-1.4649e-05,-1.4646e-05,0
-1.5829e-05,-1.5827e-05,0
-1.7e-05,-1.6997e-05,0
-1.8161e-05,-1.8158e-05,0
-1.931e-05,-1.9307e-05,0
-2.0447e-05,-2.0444e-05,0
-2.1572e-05,-2.1568e-05,0
-2.2683e-05,-2.268e-05,0
-2.3781e-05,-2.3777e-05,0
-2.4863e-05,-2.4859e-05,0
-2.593e-05,-2.5925e-05,0
-2.698e-05,-2.6976e-05,0
-2.8014e-05,-2.8009e-05,0
-2.9029e-05,-2.9024e-05,0
-3.0026e-05,-3.0021e-05,0
-3.1004e-05,-3.0998e-05,0
-3.1961e-05,-3.1956e-05,0
-3.2898e-05,-3.2892e-05,0
-3.3813e-05,-3.3807e-05,0
-3.4706e-05,-3.47e-05,0
