1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51
t[s];thtr[deg];psir[deg];phir[deg];CA[-];Clp[1/rad];Cld[1/rad];Cmq[1/rad];Cnr[1/rad];CNa[1/rad];CYb[1/rad];emp[N];Ixx[kgm2];Iyy[kgm2];Izz[kgm2];Ixy[kgm2];Ixz[kgm2];Iyz[kgm2];Ixxp[kgm2];Iyyp[kgm2];Izzp[kgm2];Ixyp[kgm2];Ixzp[kgm2];Iyzp[kgm2];massa[kg];pdin[Pa];U[m/s];Xcg[m];Ycg[m];Zcg[m];Xcp[m];Ycp[m];Zcp[m];mp[kg/s];ax_net[m/s2];ay_net[m/s2];az_net[m/s2];altitude[km];mach[-];Rec[km];long[deg];gcLat[deg];gdLat[deg];gravXV[m/s2];gravYV[m/s2];gravZV[m/s2];gravXB[m/s2];gravYB[m/s2];gravZB[m/s2];AoA[deg];AoAtotal[deg] 
0.00806;-0.009980566;-0.011842115;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;40129.275;3879.7333;76702.032;76702.032;0;0;0;-12;-505.92;-505.92;0;0;0;15642.013;0;0;-8.0359275;0;0;-8.3206;0;0;190.7;2.5652574;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.00832;-0.009981466;-0.011841359;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;42076.263;3879.7302;76701.901;76701.901;0;0;0;-12;-505.92;-505.92;0;0;0;15641.963;0;0;-8.0359251;0;0;-8.3206;0;0;190.7;2.6897198;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.00858;-0.009982238;-0.011840711;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;44016.614;3879.727;76701.769;76701.769;0;0;0;-12;-505.92;-505.92;0;0;0;15641.914;0;0;-8.0359228;0;0;-8.3206;0;0;190.7;2.8137582;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.00884;-0.009983139;-0.011839955;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;45956.965;3879.7239;76701.638;76701.638;0;0;0;-12;-505.92;-505.92;0;0;0;15641.864;0;0;-8.0359204;0;0;-8.3206;0;0;190.7;2.9377968;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.0091;-0.009983911;-0.011839307;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;47887.673;3879.7208;76701.506;76701.506;0;0;0;-12;-505.92;-505.92;0;0;0;15641.815;0;0;-8.0359181;0;0;-8.3206;0;0;190.7;3.0612192;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.00936;-0.009984812;-0.011838552;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;49786.238;3879.7177;76701.375;76701.375;0;0;0;-12;-505.92;-505.92;0;0;0;15641.765;0;0;-8.0359158;0;0;-8.3206;0;0;190.7;3.182587;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.00962;-0.009985584;-0.011837904;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;51684.804;3879.7146;76701.243;76701.243;0;0;0;-12;-505.92;-505.92;0;0;0;15641.715;0;0;-8.0359134;0;0;-8.3206;0;0;190.7;3.303955;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.00988;-0.009986484;-0.011837148;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;53583.369;3879.7114;76701.112;76701.112;0;0;0;-12;-505.92;-505.92;0;0;0;15641.666;0;0;-8.0359111;0;0;-8.3206;0;0;190.7;3.4253232;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.01014;-0.009987256;-0.0118365;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;55454.16;3879.7083;76700.98;76700.98;0;0;0;-12;-505.92;-505.92;0;0;0;15641.616;0;0;-8.0359087;0;0;-8.3206;0;0;190.7;3.5449161;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.0104;-0.009988028;-0.011835853;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;57312.606;3879.7052;76700.848;76700.848;0;0;0;-12;-505.92;-505.92;0;0;0;15641.567;0;0;-8.0359064;0;0;-8.3206;0;0;190.7;3.6637202;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.01066;-0.009988929;-0.011835097;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;59171.053;3879.7021;76700.717;76700.717;0;0;0;-12;-505.92;-505.92;0;0;0;15641.517;0;0;-8.0359041;0;0;-8.3206;0;0;190.7;3.7825244;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.01092;-0.009989701;-0.011834449;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;61025.099;3879.699;76700.585;76700.585;0;0;0;-12;-505.92;-505.92;0;0;0;15641.468;0;0;-8.0359017;0;0;-8.3206;0;0;190.7;3.9010475;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.01118;-0.009990602;-0.011833693;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;62826.336;3879.6958;76700.454;76700.454;0;0;0;-12;-505.92;-505.92;0;0;0;15641.418;0;0;-8.0358994;0;0;-8.3206;0;0;190.7;4.016195;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.01144;-0.009991374;-0.011833046;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;64627.574;3879.6927;76700.322;76700.322;0;0;0;-12;-505.92;-505.92;0;0;0;15641.368;0;0;-8.035897;0;0;-8.3206;0;0;190.7;4.1313428;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.0117;-0.009992274;-0.01183229;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;66428.811;3879.6896;76700.191;76700.191;0;0;0;-12;-505.92;-505.92;0;0;0;15641.319;0;0;-8.0358947;0;0;-8.3206;0;0;190.7;4.2464907;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.01196;-0.009993046;-0.011831642;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;68223.686;3879.6865;76700.059;76700.059;0;0;0;-12;-505.92;-505.92;0;0;0;15641.269;0;0;-8.0358924;0;0;-8.3206;0;0;190.7;4.3612322;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.01222;-0.009993947;-0.011830886;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;70006.543;3879.6834;76699.928;76699.928;0;0;0;-12;-505.92;-505.92;0;0;0;15641.22;0;0;-8.03589;0;0;-8.3206;0;0;190.7;4.4752056;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.01248;-0.009994719;-0.011830239;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;71789.4;3879.6802;76699.796;76699.796;0;0;0;-12;-505.92;-505.92;0;0;0;15641.17;0;0;-8.0358877;0;0;-8.3206;0;0;190.7;4.5891793;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
0.01274;-0.00999562;-0.011829483;0;0.32276;2.6302;1.3854;345.0219;345.0219;5.50555;5.50555;73572.257;3879.6771;76699.665;76699.665;0;0;0;-12;-505.92;-505.92;0;0;0;15641.12;0;0;-8.0358853;0;0;-8.3206;0;0;190.7;4.7031532;0;0;0.050000774;0;6378.1524;-44.367775;-2.3005075;-2.3159948;0.001276467;0;9.8140741;-9.8140741;-0.00097783;0.000820497;0;0
