t[s]	thtr[deg]	psir[deg]	phir[deg]	CA[-]	Clp[1/rad]	Cld[1/rad]	Cmq[1/rad]	Cnr[1/rad]	CNa[1/rad]	CYb[1/rad]	emp[N]	Ixx[kgm2]	Iyy[kgm2]	Izz[kgm2]	Ixy[kgm2]	Ixz[kgm2]	Iyz[kgm2]	Ixxp[kgm2]	Iyyp[kgm2]	Izzp[kgm2]	Ixyp[kgm2]	Ixzp[kgm2]	Iyzp[kgm2]	massa[kg]	pdin[Pa]	U[m/s]	Xcg[m]	Ycg[m]	Zcg[m]	Xcp[m]	Ycp[m]	Zcp[m]	mp[kg/s]	ax_net[m/s2]	ay_net[m/s2]	az_net[m/s2]	altitude[km]	mach[-]	Rec[km]	long[deg]	gcLat[deg]	gdLat[deg]	gravXV[m/s2]	gravYV[m/s2]	gravZV[m/s2]	gravXB[m/s2]	gravYB[m/s2]	gravZB[m/s2]	AoA[deg]	AoAtotal[deg] 
4.2080000E-001	-1.1300551E-002	-1.0734517E-002	0.0000000E+000	3.2276149E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8517489E+005	3.8747804E+003	7.6493219E+004	7.6493219E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5563303E+004	3.1463887E+001	7.1849226E+000	-8.0322128E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1160629E+001	0.0000000E+000	-3.8250877E-006	5.1240695E-002	2.1126074E-002	6.3781536E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764656E-003	0.0000000E+000	9.8140703E+000	-9.8140703E+000	-9.7782938E-004	8.2049627E-004	8.4218263E-003	8.4218263E-003	
4.4054000E-001	-1.1363726E-002	-1.0681507E-002	0.0000000E+000	3.2276166E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8509578E+005	3.8745435E+003	7.6483232E+004	7.6483232E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5559539E+004	3.5268651E+001	7.6069993E+000	-8.0320351E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1163389E+001	0.0000000E+000	-4.2609390E-006	5.1386691E-002	2.2367158E-002	6.3781538E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764655E-003	0.0000000E+000	9.8140698E+000	-9.8140698E+000	-9.7782929E-004	8.2049620E-004	8.3680999E-003	8.3680999E-003	
4.6028000E-001	-1.1426772E-002	-1.0628604E-002	0.0000000E+000	3.2276185E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8501321E+005	3.8743066E+003	7.6473245E+004	7.6473245E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5555775E+004	3.9290950E+001	8.0291291E+000	-8.0318575E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1165916E+001	0.0000000E+000	-4.7216987E-006	5.1541019E-002	2.3608404E-002	6.3781539E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764654E-003	0.0000000E+000	9.8140693E+000	-9.8140693E+000	-9.7782920E-004	8.2049612E-004	8.3224127E-003	8.3224127E-003	
4.8002000E-001	-1.1489947E-002	-1.0575594E-002	0.0000000E+000	3.2276204E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8492852E+005	3.8740698E+003	7.6463258E+004	7.6463258E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5552010E+004	4.3530792E+001	8.4513065E+000	-8.0316798E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1168297E+001	0.0000000E+000	-5.2076759E-006	5.1703681E-002	2.4849797E-002	6.3781541E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764652E-003	0.0000000E+000	9.8140688E+000	-9.8140688E+000	-9.7782910E-004	8.2049603E-004	8.2836936E-003	8.2836936E-003	
4.9976000E-001	-1.1553122E-002	-1.0522584E-002	0.0000000E+000	3.2276225E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8484389E+005	3.8738329E+003	7.6453271E+004	7.6453271E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5548246E+004	4.7988221E+001	8.8735309E+000	-8.0315022E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1170671E+001	0.0000000E+000	-5.7191980E-006	5.1874677E-002	2.6091334E-002	6.3781542E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764651E-003	0.0000000E+000	9.8140683E+000	-9.8140683E+000	-9.7782899E-004	8.2049595E-004	8.2510696E-003	8.2510696E-003	
5.1950000E-001	-1.1616169E-002	-1.0469682E-002	0.0000000E+000	3.2276246E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8476074E+005	3.8735960E+003	7.6443285E+004	7.6443285E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5544481E+004	5.2663297E+001	9.2958029E+000	-8.0313245E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1173130E+001	0.0000000E+000	-6.2566077E-006	5.2054008E-002	2.7333019E-002	6.3781544E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764649E-003	0.0000000E+000	9.8140678E+000	-9.8140678E+000	-9.7782888E-004	8.2049585E-004	8.2238233E-003	8.2238233E-003	
5.3924000E-001	-1.1679344E-002	-1.0416672E-002	0.0000000E+000	3.2276269E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8467773E+005	3.8733591E+003	7.6433298E+004	7.6433298E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5540717E+004	5.7556082E+001	9.7181235E+000	-8.0311468E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1175587E+001	0.0000000E+000	-6.8202627E-006	5.2241676E-002	2.8574855E-002	6.3781546E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764648E-003	0.0000000E+000	9.8140672E+000	-9.8140672E+000	-9.7782877E-004	8.2049576E-004	8.2013604E-003	8.2013604E-003	
5.5898000E-001	-1.1742519E-002	-1.0363662E-002	0.0000000E+000	3.2276293E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8459486E+005	3.8731222E+003	7.6423311E+004	7.6423311E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5536953E+004	6.2666626E+001	1.0140492E+001	-8.0309692E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1178043E+001	0.0000000E+000	-7.4105346E-006	5.2437680E-002	2.9816841E-002	6.3781548E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764646E-003	0.0000000E+000	9.8140666E+000	-9.8140666E+000	-9.7782865E-004	8.2049566E-004	8.1831850E-003	8.1831850E-003	
5.7872000E-001	-1.1805565E-002	-1.0310760E-002	0.0000000E+000	3.2276317E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8451231E+005	3.8728854E+003	7.6413324E+004	7.6413324E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5533188E+004	6.7994981E+001	1.0562910E+001	-8.0307915E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1180508E+001	0.0000000E+000	-8.0278091E-006	5.2642023E-002	3.1058979E-002	6.3781550E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764645E-003	0.0000000E+000	9.8140659E+000	-9.8140659E+000	-9.7782852E-004	8.2049555E-004	8.1688786E-003	8.1688786E-003	
5.9846000E-001	-1.1868740E-002	-1.0257750E-002	0.0000000E+000	3.2276343E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8442980E+005	3.8726485E+003	7.6403337E+004	7.6403337E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5529424E+004	7.3541197E+001	1.0985376E+001	-8.0306139E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1182967E+001	0.0000000E+000	-8.6724856E-006	5.2854704E-002	3.2301268E-002	6.3781552E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764643E-003	0.0000000E+000	9.8140653E+000	-9.8140653E+000	-9.7782839E-004	8.2049544E-004	8.1580859E-003	8.1580859E-003	
6.1820000E-001	-1.1931786E-002	-1.0204848E-002	0.0000000E+000	3.2276369E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8435047E+005	3.8724116E+003	7.6393350E+004	7.6393350E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5525659E+004	7.9305336E+001	1.1407892E+001	-8.0304362E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1185618E+001	0.0000000E+000	-9.3449778E-006	5.3075726E-002	3.3543712E-002	6.3781554E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764641E-003	0.0000000E+000	9.8140646E+000	-9.8140646E+000	-9.7782825E-004	8.2049533E-004	8.1505022E-003	8.1505022E-003	
6.3794000E-001	-1.1994961E-002	-1.0151838E-002	0.0000000E+000	3.2276397E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8427392E+005	3.8721747E+003	7.6383363E+004	7.6383363E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5521895E+004	8.5287522E+001	1.1830463E+001	-8.0302585E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1188439E+001	0.0000000E+000	-1.0045716E-005	5.3305088E-002	3.4786327E-002	6.3781557E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764639E-003	0.0000000E+000	9.8140639E+000	-9.8140639E+000	-9.7782811E-004	8.2049521E-004	8.1458617E-003	8.1458617E-003	
6.5768000E-001	-1.2058137E-002	-1.0098828E-002	0.0000000E+000	3.2276425E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8419742E+005	3.8719378E+003	7.6373377E+004	7.6373377E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5518130E+004	9.1487822E+001	1.2253089E+001	-8.0300809E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1191253E+001	0.0000000E+000	-1.0775141E-005	5.3542793E-002	3.6029116E-002	6.3781559E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764638E-003	0.0000000E+000	9.8140632E+000	-9.8140632E+000	-9.7782797E-004	8.2049509E-004	8.1439374E-003	8.1439374E-003	
6.7742000E-001	-1.2121183E-002	-1.0045926E-002	0.0000000E+000	3.2276455E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8412379E+005	3.8717010E+003	7.6363390E+004	7.6363390E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5514366E+004	9.7906314E+001	1.2675773E+001	-8.0299032E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1194241E+001	0.0000000E+000	-1.1533706E-005	5.3788840E-002	3.7272082E-002	6.3781562E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764636E-003	0.0000000E+000	9.8140624E+000	-9.8140624E+000	-9.7782782E-004	8.2049496E-004	8.1445303E-003	8.1445303E-003	
6.9716000E-001	-1.2184358E-002	-9.9929164E-003	0.0000000E+000	3.2276485E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8405097E+005	3.8714641E+003	7.6353403E+004	7.6353403E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5510602E+004	1.0454310E+002	1.3098516E+001	-8.0297256E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1197272E+001	0.0000000E+000	-1.2321879E-005	5.4043232E-002	3.8515234E-002	6.3781564E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764634E-003	0.0000000E+000	9.8140616E+000	-9.8140616E+000	-9.7782766E-004	8.2049483E-004	8.1474653E-003	8.1474653E-003	
7.1690000E-001	-1.2247533E-002	-9.9399064E-003	0.0000000E+000	3.2276517E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8397828E+005	3.8712272E+003	7.6343416E+004	7.6343416E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5506837E+004	1.1139824E+002	1.3521319E+001	-8.0295479E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1200301E+001	0.0000000E+000	-1.3140135E-005	5.4305970E-002	3.9758573E-002	6.3781567E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764631E-003	0.0000000E+000	9.8140608E+000	-9.8140608E+000	-9.7782750E-004	8.2049469E-004	8.1525894E-003	8.1525894E-003	
7.3664000E-001	-1.2310579E-002	-9.8870045E-003	0.0000000E+000	3.2276549E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8390910E+005	3.8709903E+003	7.6333429E+004	7.6333429E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5503073E+004	1.1847183E+002	1.3944183E+001	-8.0293702E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1203546E+001	0.0000000E+000	-1.3988965E-005	5.4577054E-002	4.1002106E-002	6.3781569E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764629E-003	0.0000000E+000	9.8140600E+000	-9.8140600E+000	-9.7782733E-004	8.2049455E-004	8.1597657E-003	8.1597657E-003	
7.5638000E-001	-1.2373754E-002	-9.8339945E-003	0.0000000E+000	3.2276583E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8383996E+005	3.8707534E+003	7.6323442E+004	7.6323442E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5499308E+004	1.2576397E+002	1.4367112E+001	-8.0291926E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1206784E+001	0.0000000E+000	-1.4868872E-005	5.4856487E-002	4.2245838E-002	6.3781572E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764627E-003	0.0000000E+000	9.8140591E+000	-9.8140591E+000	-9.7782716E-004	8.2049441E-004	8.1688722E-003	8.1688722E-003	
7.7612000E-001	-1.2436929E-002	-9.7809846E-003	0.0000000E+000	3.2276617E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8377167E+005	3.8705166E+003	7.6313455E+004	7.6313455E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5495544E+004	1.3327471E+002	1.4790105E+001	-8.0290149E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1210066E+001	0.0000000E+000	-1.5780367E-005	5.5144268E-002	4.3489770E-002	6.3781575E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764625E-003	0.0000000E+000	9.8140582E+000	-9.8140582E+000	-9.7782698E-004	8.2049426E-004	8.1798010E-003	8.1798010E-003	
7.9586000E-001	-1.2499976E-002	-9.7280827E-003	0.0000000E+000	3.2276653E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8370609E+005	3.8702797E+003	7.6303469E+004	7.6303469E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5491779E+004	1.4100419E+002	1.5213165E+001	-8.0288373E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1213514E+001	0.0000000E+000	-1.6723974E-005	5.5440401E-002	4.4733912E-002	6.3781578E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764622E-003	0.0000000E+000	9.8140573E+000	-9.8140573E+000	-9.7782680E-004	8.2049411E-004	8.1924531E-003	8.1924531E-003	
8.1560000E-001	-1.2563151E-002	-9.6750727E-003	0.0000000E+000	3.2276689E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8364057E+005	3.8700428E+003	7.6293482E+004	7.6293482E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5488015E+004	1.4895248E+002	1.5636292E+001	-8.0286596E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1216956E+001	0.0000000E+000	-1.7700227E-005	5.5744885E-002	4.5978266E-002	6.3781581E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764620E-003	0.0000000E+000	9.8140564E+000	-9.8140564E+000	-9.7782662E-004	8.2049395E-004	8.2067404E-003	8.2067404E-003	
8.3534000E-001	-1.2626197E-002	-9.6221708E-003	0.0000000E+000	3.2276727E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8357548E+005	3.8698059E+003	7.6283495E+004	7.6283495E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5484251E+004	1.5711965E+002	1.6059488E+001	-8.0284819E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1220416E+001	0.0000000E+000	-1.8709668E-005	5.6057722E-002	4.7222833E-002	6.3781584E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764617E-003	0.0000000E+000	9.8140554E+000	-9.8140554E+000	-9.7782642E-004	8.2049379E-004	8.2225831E-003	8.2225831E-003	
8.5508000E-001	-1.2689372E-002	-9.5691609E-003	0.0000000E+000	3.2276765E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8351101E+005	3.8695690E+003	7.6273508E+004	7.6273508E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5480486E+004	1.6550578E+002	1.6482753E+001	-8.0283043E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1223906E+001	0.0000000E+000	-1.9752851E-005	5.6378914E-002	4.8467615E-002	6.3781587E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764615E-003	0.0000000E+000	9.8140544E+000	-9.8140544E+000	-9.7782623E-004	8.2049363E-004	8.2399087E-003	8.2399087E-003	
8.7482000E-001	-1.2752547E-002	-9.5161510E-003	0.0000000E+000	3.2276805E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8344658E+005	3.8693322E+003	7.6263521E+004	7.6263521E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5476722E+004	1.7411095E+002	1.6906086E+001	-8.0281266E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1227389E+001	0.0000000E+000	-2.0830337E-005	5.6708461E-002	4.9712614E-002	6.3781591E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764612E-003	0.0000000E+000	9.8140534E+000	-9.8140534E+000	-9.7782602E-004	8.2049346E-004	8.2586507E-003	8.2586507E-003	
8.9456000E-001	-1.2815593E-002	-9.4632491E-003	0.0000000E+000	3.2276846E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8338473E+005	3.8690953E+003	7.6253534E+004	7.6253534E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0592000E+002	-5.0592000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5472957E+004	1.8293522E+002	1.7329489E+001	-8.0279490E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9070000E+002	3.1231029E+001	0.0000000E+000	-2.1942698E-005	5.7046366E-002	5.0957831E-002	6.3781594E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764609E-003	0.0000000E+000	9.8140524E+000	-9.8140524E+000	-9.7782582E-004	8.2049328E-004	8.2787479E-003	8.2787479E-003	
9.1430000E-001	-1.2878768E-002	-9.4102393E-003	0.0000000E+000	3.2276887E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8332483E+005	3.8688584E+003	7.6243547E+004	7.6243547E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.0784621E+002	-5.0784621E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5469193E+004	1.9197876E+002	1.7752965E+001	-8.0277713E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9223010E+002	3.1234785E+001	0.0000000E+000	-2.3090518E-005	5.7392630E-002	5.2203280E-002	6.3781598E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764607E-003	0.0000000E+000	9.8140513E+000	-9.8140513E+000	-9.7782560E-004	8.2049310E-004	8.3001426E-003	8.3001426E-003	
9.3404000E-001	-1.2941943E-002	-9.3572294E-003	0.0000000E+000	3.2276930E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8326499E+005	3.8686215E+003	7.6233560E+004	7.6233560E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.1050519E+002	-5.1050519E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5465429E+004	2.0124165E+002	1.8176516E+001	-8.0275936E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9434228E+002	3.1238536E+001	0.0000000E+000	-2.4274388E-005	5.7747254E-002	5.3448961E-002	6.3781601E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764604E-003	0.0000000E+000	9.8140502E+000	-9.8140502E+000	-9.7782539E-004	8.2049292E-004	8.3227827E-003	8.3227827E-003	
9.5378000E-001	-1.3004990E-002	-9.3043275E-003	0.0000000E+000	3.2276973E-001	2.6302000E+000	1.3854000E+000	3.4502190E+002	3.4502190E+002	5.5055500E+000	5.5055500E+000	4.8320775E+005	3.8683846E+003	7.6223574E+004	7.6223574E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2000000E+001	-5.1316417E+002	-5.1316417E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5461664E+004	2.1072397E+002	1.8600142E+001	-8.0274160E+000	0.0000000E+000	0.0000000E+000	-8.3206000E+000	0.0000000E+000	0.0000000E+000	1.9645446E+002	3.1242446E+001	0.0000000E+000	-2.5494904E-005	5.8110239E-002	5.4694879E-002	6.3781605E+003	-4.4367775E+001	-2.3005075E+000	-2.3159948E+000	1.2764601E-003	0.0000000E+000	9.8140491E+000	-9.8140491E+000	-9.7782516E-004	8.2049273E-004	8.3466203E-003	8.3466203E-003	
