0,-0.0099548,-0.011864,0,0.44118,5.0903,2.2655,622.54,622.54,7.5458,7.5458,0,4185.4,76371,76375,61.19,-85.15,6.01,-12,-538.63,-538.63,-0.11,0.15,0,15395,0,0,-7.571,0.001,-0.001,-8.0966,0,0,190.7,0,0,0,0.050001,0,6378.2,-44.368,-2.3005,-2.316,0.0012765,0,9.8141,-9.8141,-0.00097783,0.0008205,0,0,1.8351e-010,0.015487,-50,2.1277e+005
0.01,-0.0099868,-0.011837,0,0.44118,5.0903,2.2655,622.54,622.54,7.5458,7.5458,54385,4185.3,76366,76370,61.189,-85.149,6.01,-12,-538.63,-538.63,-0.11,0.15,0,15393,0,0,-7.5709,0.001,-0.001,-8.0966,0,0,190.7,3.5332,0,0,0.050001,0,6378.2,-44.368,-2.3005,-2.316,0.0012765,0,9.8141,-9.8141,-0.00097783,0.0008205,0,0,8.3498e-005,0.015487,-50,2.6716e+005
0.02,-0.010019,-0.01181,0,0.44118,5.0903,2.2655,622.54,622.54,7.5458,7.5458,1.1979e+005,4185.2,76360,76364,61.188,-85.147,6.01,-12,-538.63,-538.63,-0.11,0.15,0,15391,0,0,-7.5708,0.001,-0.001,-8.0966,0,0,190.7,7.7829,0,0,0.050001,0,6378.2,-44.368,-2.3005,-2.316,0.0012765,0,9.8141,-9.8141,-0.00097783,0.0008205,0,0,0.00016702,0.015487,-50,3.3257e+005
0.03,-0.010051,-0.011783,0,0.44118,5.0903,2.2655,622.54,622.54,7.5458,7.5458,1.7499e+005,4185.1,76355,76359,61.187,-85.146,6.01,-12,-538.63,-538.63,-0.11,0.15,0,15389,0,0,-7.5707,0.001,-0.001,-8.0966,0,0,190.7,11.369,0,0,0.050001,0,6378.2,-44.368,-2.3005,-2.316,0.0012765,0,9.8141,-9.8141,-0.00097783,0.0008205,0,0,0.00025044,0.015487,-50,3.8776e+005
0.04,-0.010083,-0.011756,0,0.44118,5.0903,2.2655,622.54,622.54,7.5458,7.5458,2.1957e+005,4185,76350,76354,61.186,-85.144,6.01,-12,-538.63,-538.63,-0.11,0.15,0,15387,0.0021468,0.029673,-7.5706,0.001,-0.001,-8.0966,0,0,190.7,14.267,0,-7.8115e-010,0.050001,8.7246e-005,6378.2,-44.368,-2.3005,-2.316,0.0012765,0,9.8141,-9.8141,-0.00097783,0.0008205,0.0063643,0.0063643,0.00033398,0.015487,-50,4.3234e+005
0.05,-0.010115,-0.01173,0,0.44118,5.0903,2.2655,622.54,622.54,7.5458,7.5458,2.5983e+005,4184.8,76344,76348,61.185,-85.142,6.01,-12,-538.63,-538.63,-0.11,0.15,0,15385,0.0064404,0.089018,-7.5705,0.001,-0.001,-8.0966,0,0,190.7,16.884,0,-2.3434e-009,0.050002,0.00026174,6378.2,-44.368,-2.3005,-2.316,0.0012765,0,9.8141,-9.8141,-0.00097783,0.0008205,0.019093,0.019093,0.00041747,0.015487,-50,4.726e+005
0.06,-0.010147,-0.011703,0,0.44118,5.0903,2.2655,622.54,622.54,7.5458,7.5458,2.9457e+005,4184.7,76339,76343,61.183,-85.141,6.01,-12,-538.63,-538.63,-0.11,0.15,0,15383,0.022738,0.17077,-7.5704,0.001,-0.001,-8.0966,0,0,190.7,19.143,0,-6.6489e-009,0.050003,0.00050213,6378.2,-44.368,-2.3005,-2.316,0.0012765,0,9.8141,-9.8141,-0.00097783,0.0008205,0.023713,0.023713,0.00050096,0.015487,-50,5.0734e+005
0.07,-0.010179,-0.011676,0,0.44118,5.0903,2.2655,622.54,622.54,7.5458,7.5458,3.2379e+005,4184.6,76334,76337,61.182,-85.139,6.01,-12,-538.63,-538.63,-0.11,0.15,0,15381,0.05104,0.27494,-7.5703,0.001,-0.001,-8.0966,0,0,190.7,21.044,0,-1.3698e-008,0.050005,0.00080841,6378.2,-44.368,-2.3005,-2.316,0.0012765,0,9.8141,-9.8141,-0.00097783,0.0008205,0.020224,0.020224,0.00058444,0.015487,-50,5.3656e+005
0.08,-0.010211,-0.011649,0,0.44118,5.0903,2.2655,622.54,622.54,7.5458,7.5458,3.4897e+005,4184.5,76328,76332,61.181,-85.138,6.01,-12,-538.63,-538.63,-0.11,0.15,0,15379,0.10382,0.39536,-7.5702,0.001,-0.001,-8.0966,0,0,190.7,22.682,0,-2.4776e-008,0.050008,0.0011625,6378.2,-44.368,-2.3005,-2.316,0.0012765,0,9.8141,-9.8141,-0.00097783,0.0008205,0.017634,0.017634,0.00066793,0.015487,-50,5.6174e+005
0.09,-0.010243,-0.011622,0,0.44118,5.0903,2.2655,622.54,622.54,7.5458,7.5458,3.701e+005,4184.4,76323,76327,61.18,-85.136,6.01,-12,-538.63,-538.63,-0.11,0.15,0,15377,0.18108,0.53203,-7.5701,0.001,-0.001,-8.0966,0,0,190.7,24.059,0,-3.9884e-008,0.050013,0.0015643,6378.2,-44.368,-2.3005,-2.316,0.0012765,0,9.8141,-9.8141,-0.00097783,0.0008205,0.015945,0.015945,0.00075141,0.015487,-50,5.8288e+005
