t[s]	thtr[deg]	psir[deg]	phir[deg]	CA[-]	Clp[1/rad]	Cld[1/rad]	Cmq[1/rad]	Cnr[1/rad]	CNa[1/rad]	CYb[1/rad]	emp[N]	Ixx[kgm2]	Iyy[kgm2]	Izz[kgm2]	Ixy[kgm2]	Ixz[kgm2]	Iyz[kgm2]	Ixxp[kgm2]	Iyyp[kgm2]	Izzp[kgm2]	Ixyp[kgm2]	Ixzp[kgm2]	Iyzp[kgm2]	massa[kg]	pdin[Pa]	U[m/s]	Xcg[m]	Ycg[m]	Zcg[m]	Xcp[m]	Ycp[m]	Zcp[m]	mp[kg/s]	ax_net[m/s2]	ay_net[m/s2]	az_net[m/s2]	altitude[km]	mach[-]	Rec[km]	long[deg]	gcLat[deg]	gdLat[deg]	gravXV[m/s2]	gravYV[m/s2]	gravZV[m/s2]	gravXB[m/s2]	gravYB[m/s2]	gravZB[m/s2]	AoA[deg]	AoAtotal[deg] 
3.8800000E+000	-4.7223775E+000	-1.3936947E-003	-0.0000000E+000	3.1706572E-001	2.6586747E+000	1.3960111E+000	3.4666005E+002	3.4666005E+002	5.4391179E+000	5.4391179E+000	4.8296166E+005	3.8277500E+003	7.4688652E+004	7.4688652E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.3710000E+002	-5.3710000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4873194E+004	4.1069977E+003	8.2593416E+001	-8.0030800E+000	0.0000000E+000	0.0000000E+000	-8.3453334E+000	0.0000000E+000	0.0000000E+000	2.0120000E+002	3.2273638E+001	0.0000000E+000	1.7715785E-001	2.0559263E-001	2.4359033E-001	6.3783080E+003	-4.4367764E+001	-2.3004980E+000	-2.3159849E+000	1.2763368E-003	0.0000000E+000	9.8135945E+000	-9.7805280E+000	-9.7773072E-004	8.0492895E-001	-2.9081653E+000	2.9081653E+000	
3.9200000E+000	-4.8225063E+000	-1.2848508E-003	-0.0000000E+000	3.1696031E-001	2.6592012E+000	1.3962073E+000	3.4669034E+002	3.4669034E+002	5.4378896E+000	5.4378896E+000	4.8303661E+005	3.8271100E+003	7.4667168E+004	7.4667168E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.3364000E+002	-5.3364000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4865146E+004	4.1953552E+003	8.3487452E+001	-8.0027200E+000	0.0000000E+000	0.0000000E+000	-8.3457908E+000	0.0000000E+000	0.0000000E+000	2.0134000E+002	3.2291912E+001	0.0000000E+000	1.8359219E-001	2.0891689E-001	2.4624542E-001	6.3783113E+003	-4.4367763E+001	-2.3004974E+000	-2.3159843E+000	1.2763338E-003	0.0000000E+000	9.8135843E+000	-9.7790980E+000	-9.7772842E-004	8.2199710E-001	-2.9493798E+000	2.9493798E+000	
3.9600000E+000	-4.9226352E+000	-1.1760110E-003	-0.0000000E+000	3.1685481E-001	2.6597282E+000	1.3964037E+000	3.4672065E+002	3.4672065E+002	5.4366601E+000	5.4366601E+000	4.8311434E+005	3.8264700E+003	7.4645684E+004	7.4645684E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.2672000E+002	-5.2672000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4857098E+004	4.2846784E+003	8.4382095E+001	-8.0023600E+000	0.0000000E+000	0.0000000E+000	-8.3462485E+000	0.0000000E+000	0.0000000E+000	2.0162000E+002	3.2310350E+001	0.0000000E+000	1.9015138E-001	2.1227696E-001	2.4890282E-001	6.3783146E+003	-4.4367763E+001	-2.3004968E+000	-2.3159836E+000	1.2763308E-003	0.0000000E+000	9.8135739E+000	-9.7776381E+000	-9.7772608E-004	8.3906270E-001	-2.9901196E+000	2.9901196E+000	
4.0000000E+000	-5.0227642E+000	-1.0670680E-003	-0.0000000E+000	3.1674923E-001	2.6602556E+000	1.3966002E+000	3.4675100E+002	3.4675100E+002	5.4354296E+000	5.4354296E+000	4.8319304E+005	3.8258300E+003	7.4624200E+004	7.4624200E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4849050E+004	4.3749676E+003	8.5277348E+001	-8.0020000E+000	0.0000000E+000	0.0000000E+000	-8.3467066E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2328831E+001	0.0000000E+000	1.9683617E-001	2.1567287E-001	2.5156254E-001	6.3783180E+003	-4.4367762E+001	-2.3004961E+000	-2.3159829E+000	1.2763277E-003	0.0000000E+000	9.8135634E+000	-9.7761484E+000	-9.7772372E-004	8.5612570E-001	-3.0303960E+000	3.0303960E+000	
4.0400000E+000	-5.1228932E+000	-9.5823907E-004	-0.0000000E+000	3.1664356E-001	2.6607835E+000	1.3967969E+000	3.4678137E+002	3.4678137E+002	5.4341980E+000	5.4341980E+000	4.8327405E+005	3.8251900E+003	7.4603408E+004	7.4603408E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4840974E+004	4.4662237E+003	8.6173217E+001	-8.0016400E+000	0.0000000E+000	0.0000000E+000	-8.3471652E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2347444E+001	0.0000000E+000	2.0364731E-001	2.1910463E-001	2.5422460E-001	6.3783215E+003	-4.4367761E+001	-2.3004954E+000	-2.3159822E+000	1.2763245E-003	0.0000000E+000	9.8135529E+000	-9.7746287E+000	-9.7772132E-004	8.7318604E-001	-3.0702200E+000	3.0702200E+000	
4.0800000E+000	-5.2230222E+000	-8.4941714E-004	-0.0000000E+000	3.1653781E-001	2.6613119E+000	1.3969938E+000	3.4681176E+002	3.4681176E+002	5.4329653E+000	5.4329653E+000	4.8335576E+005	3.8245500E+003	7.4582616E+004	7.4582616E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4832898E+004	4.5584471E+003	8.7069703E+001	-8.0012800E+000	0.0000000E+000	0.0000000E+000	-8.3476241E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2366082E+001	0.0000000E+000	2.1058552E-001	2.2257227E-001	2.5688900E-001	6.3783249E+003	-4.4367760E+001	-2.3004947E+000	-2.3159815E+000	1.2763214E-003	0.0000000E+000	9.8135422E+000	-9.7730792E+000	-9.7771888E-004	8.9024368E-001	-3.1096019E+000	3.1096019E+000	
4.1200000E+000	-5.3231513E+000	-7.4060314E-004	-0.0000000E+000	3.1643198E-001	2.6618407E+000	1.3971909E+000	3.4684219E+002	3.4684219E+002	5.4317315E+000	5.4317315E+000	4.8344000E+005	3.8239100E+003	7.4561824E+004	7.4561824E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4824822E+004	4.6516385E+003	8.7966810E+001	-8.0009200E+000	0.0000000E+000	0.0000000E+000	-8.3480835E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2384868E+001	0.0000000E+000	2.1765153E-001	2.2607580E-001	2.5955576E-001	6.3783284E+003	-4.4367759E+001	-2.3004939E+000	-2.3159807E+000	1.2763181E-003	0.0000000E+000	9.8135314E+000	-9.7714998E+000	-9.7771641E-004	9.0729855E-001	-3.1485517E+000	3.1485517E+000	
4.1600000E+000	-5.4232804E+000	-6.3179805E-004	-0.0000000E+000	3.1632605E-001	2.6623700E+000	1.3973881E+000	3.4687264E+002	3.4687264E+002	5.4304967E+000	5.4304967E+000	4.8352461E+005	3.8232700E+003	7.4541032E+004	7.4541032E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4816746E+004	4.7457983E+003	8.8864542E+001	-8.0005600E+000	0.0000000E+000	0.0000000E+000	-8.3485432E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2403657E+001	0.0000000E+000	2.2484603E-001	2.2961525E-001	2.6222490E-001	6.3783320E+003	-4.4367758E+001	-2.3004931E+000	-2.3159799E+000	1.2763149E-003	0.0000000E+000	9.8135205E+000	-9.7698905E+000	-9.7771391E-004	9.2435062E-001	-3.1870791E+000	3.1870791E+000	
4.2000000E+000	-5.5234097E+000	-5.2289472E-004	-0.0000000E+000	3.1622004E-001	2.6628998E+000	1.3975856E+000	3.4690312E+002	3.4690312E+002	5.4292607E+000	5.4292607E+000	4.8361203E+005	3.8226300E+003	7.4520240E+004	7.4520240E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4808670E+004	4.8409273E+003	8.9762901E+001	-8.0002000E+000	0.0000000E+000	0.0000000E+000	-8.3490034E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2422613E+001	0.0000000E+000	2.3216974E-001	2.3319063E-001	2.6489642E-001	6.3783356E+003	-4.4367757E+001	-2.3004923E+000	-2.3159791E+000	1.2763116E-003	0.0000000E+000	9.8135095E+000	-9.7682514E+000	-9.7771137E-004	9.4139982E-001	-3.2251933E+000	3.2251933E+000	
4.2400000E+000	-5.6235389E+000	-4.1411039E-004	-0.0000000E+000	3.1611394E-001	2.6634301E+000	1.3977832E+000	3.4693362E+002	3.4693362E+002	5.4280236E+000	5.4280236E+000	4.8369967E+005	3.8219900E+003	7.4499448E+004	7.4499448E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4800594E+004	4.9370258E+003	9.0661892E+001	-7.9998400E+000	0.0000000E+000	0.0000000E+000	-8.3494640E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2441563E+001	0.0000000E+000	2.3962336E-001	2.3680196E-001	2.6757034E-001	6.3783392E+003	-4.4367756E+001	-2.3004915E+000	-2.3159782E+000	1.2763082E-003	0.0000000E+000	9.8134983E+000	-9.7665824E+000	-9.7770880E-004	9.5844610E-001	-3.2629030E+000	3.2629030E+000	
4.2800000E+000	-5.7236681E+000	-3.0533789E-004	-0.0000000E+000	3.1600774E-001	2.6639608E+000	1.3979809E+000	3.4696415E+002	3.4696415E+002	5.4267854E+000	5.4267854E+000	4.8378958E+005	3.8213500E+003	7.4478656E+004	7.4478656E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4792518E+004	5.0340943E+003	9.1561517E+001	-7.9994800E+000	0.0000000E+000	0.0000000E+000	-8.3499250E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2460643E+001	0.0000000E+000	2.4720755E-001	2.4044926E-001	2.7024667E-001	6.3783428E+003	-4.4367755E+001	-2.3004906E+000	-2.3159773E+000	1.2763048E-003	0.0000000E+000	9.8134871E+000	-9.7648835E+000	-9.7770619E-004	9.7548942E-001	-3.3002169E+000	3.3002169E+000	
4.3200000E+000	-5.8237974E+000	-1.9657822E-004	-0.0000000E+000	3.1590146E-001	2.6644920E+000	1.3981789E+000	3.4699472E+002	3.4699472E+002	5.4255461E+000	5.4255461E+000	4.8387987E+005	3.8207100E+003	7.4457864E+004	7.4457864E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4784442E+004	5.1321334E+003	9.2461778E+001	-7.9991200E+000	0.0000000E+000	0.0000000E+000	-8.3503864E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2479727E+001	0.0000000E+000	2.5492300E-001	2.4413256E-001	2.7292541E-001	6.3783465E+003	-4.4367754E+001	-2.3004897E+000	-2.3159764E+000	1.2763013E-003	0.0000000E+000	9.8134757E+000	-9.7631548E+000	-9.7770355E-004	9.9252971E-001	-3.3371431E+000	3.3371431E+000	
4.3600000E+000	-5.9239267E+000	-8.7832339E-005	-0.0000000E+000	3.1579509E-001	2.6650237E+000	1.3983770E+000	3.4702530E+002	3.4702530E+002	5.4243056E+000	5.4243056E+000	4.8397243E+005	3.8200700E+003	7.4437072E+004	7.4437072E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4776366E+004	5.2311433E+003	9.3362679E+001	-7.9987600E+000	0.0000000E+000	0.0000000E+000	-8.3508482E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2498944E+001	0.0000000E+000	2.6277037E-001	2.4785188E-001	2.7560659E-001	6.3783502E+003	-4.4367753E+001	-2.3004887E+000	-2.3159754E+000	1.2762978E-003	0.0000000E+000	9.8134643E+000	-9.7613962E+000	-9.7770087E-004	1.0095669E+000	-3.3736894E+000	3.3736894E+000	
4.4000000E+000	-6.0240563E+000	2.1006847E-005	-0.0000000E+000	3.1568872E-001	2.6655559E+000	1.3985753E+000	3.4705592E+002	3.4705592E+002	5.4230640E+000	5.4230640E+000	4.8406580E+005	3.8194300E+003	7.4416280E+004	7.4416280E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4768290E+004	5.3311247E+003	9.4264223E+001	-7.9984000E+000	0.0000000E+000	0.0000000E+000	-8.3513105E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2518194E+001	0.0000000E+000	2.7075032E-001	2.5160722E-001	2.7829022E-001	6.3783540E+003	-4.4367752E+001	-2.3004878E+000	-2.3159745E+000	1.2762943E-003	0.0000000E+000	9.8134527E+000	-9.7596078E+000	-9.7769815E-004	1.0266010E+000	-3.4098635E+000	3.4098635E+000	
4.4400000E+000	-6.1241857E+000	1.2972220E-004	-0.0000000E+000	3.1558239E-001	2.6660885E+000	1.3987738E+000	3.4708656E+002	3.4708656E+002	5.4218213E+000	5.4218213E+000	4.8415818E+005	3.8187900E+003	7.4395488E+004	7.4395488E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4760214E+004	5.4320777E+003	9.5166410E+001	-7.9980400E+000	0.0000000E+000	0.0000000E+000	-8.3517732E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2537355E+001	0.0000000E+000	2.7886349E-001	2.5539862E-001	2.8097629E-001	6.3783578E+003	-4.4367751E+001	-2.3004868E+000	-2.3159734E+000	1.2762907E-003	0.0000000E+000	9.8134410E+000	-9.7577896E+000	-9.7769540E-004	1.0436319E+000	-3.4456728E+000	3.4456728E+000	
4.4800000E+000	-6.2243152E+000	2.3842082E-004	-0.0000000E+000	3.1547598E-001	2.6666217E+000	1.3989725E+000	3.4711724E+002	3.4711724E+002	5.4205775E+000	5.4205775E+000	4.8425000E+005	3.8181500E+003	7.4374696E+004	7.4374696E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4752138E+004	5.5340019E+003	9.6069236E+001	-7.9976800E+000	0.0000000E+000	0.0000000E+000	-8.3522363E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2556457E+001	0.0000000E+000	2.8711048E-001	2.5922608E-001	2.8366479E-001	6.3783616E+003	-4.4367750E+001	-2.3004857E+000	-2.3159724E+000	1.2762871E-003	0.0000000E+000	9.8134292E+000	-9.7559415E+000	-9.7769261E-004	1.0606596E+000	-3.4811244E+000	3.4811244E+000	
4.5200000E+000	-6.3244448E+000	3.4710175E-004	-0.0000000E+000	3.1536949E-001	2.6671553E+000	1.3991714E+000	3.4714793E+002	3.4714793E+002	5.4193325E+000	5.4193325E+000	4.8434428E+005	3.8175100E+003	7.4353904E+004	7.4353904E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4744062E+004	5.6368973E+003	9.6972701E+001	-7.9973200E+000	0.0000000E+000	0.0000000E+000	-8.3526998E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2575704E+001	0.0000000E+000	2.9549192E-001	2.6308964E-001	2.8635574E-001	6.3783655E+003	-4.4367748E+001	-2.3004846E+000	-2.3159713E+000	1.2762834E-003	0.0000000E+000	9.8134173E+000	-9.7540636E+000	-9.7768978E-004	1.0776840E+000	-3.5162252E+000	3.5162252E+000	
4.5600000E+000	-6.4245744E+000	4.5576399E-004	-0.0000000E+000	3.1526292E-001	2.6676894E+000	1.3993704E+000	3.4717866E+002	3.4717866E+002	5.4180864E+000	5.4180864E+000	4.8444183E+005	3.8168700E+003	7.4333112E+004	7.4333112E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4735986E+004	5.7407653E+003	9.7876817E+001	-7.9969600E+000	0.0000000E+000	0.0000000E+000	-8.3531637E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2595152E+001	0.0000000E+000	3.0400844E-001	2.6698930E-001	2.8904917E-001	6.3783694E+003	-4.4367747E+001	-2.3004835E+000	-2.3159701E+000	1.2762796E-003	0.0000000E+000	9.8134053E+000	-9.7521559E+000	-9.7768692E-004	1.0947051E+000	-3.5509814E+000	3.5509814E+000	
4.6000000E+000	-6.5247042E+000	5.6451462E-004	-0.0000000E+000	3.1515627E-001	2.6682240E+000	1.3995696E+000	3.4720942E+002	3.4720942E+002	5.4168391E+000	5.4168391E+000	4.8454025E+005	3.8162300E+003	7.4312320E+004	7.4312320E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4727910E+004	5.8456061E+003	9.8781584E+001	-7.9966000E+000	0.0000000E+000	0.0000000E+000	-8.3536281E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2614637E+001	0.0000000E+000	3.1266065E-001	2.7092508E-001	2.9174508E-001	6.3783733E+003	-4.4367746E+001	-2.3004824E+000	-2.3159690E+000	1.2762758E-003	0.0000000E+000	9.8133932E+000	-9.7502184E+000	-9.7768401E-004	1.1117227E+000	-3.5853993E+000	3.5853993E+000	
4.6400000E+000	-6.6248339E+000	6.7313658E-004	-0.0000000E+000	3.1504953E-001	2.6687591E+000	1.3997690E+000	3.4724020E+002	3.4724020E+002	5.4155907E+000	5.4155907E+000	4.8464119E+005	3.8155900E+003	7.4291528E+004	7.4291528E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4719834E+004	5.9514205E+003	9.9687011E+001	-7.9962400E+000	0.0000000E+000	0.0000000E+000	-8.3540929E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2634274E+001	0.0000000E+000	3.2144916E-001	2.7489702E-001	2.9444349E-001	6.3783773E+003	-4.4367744E+001	-2.3004812E+000	-2.3159678E+000	1.2762720E-003	0.0000000E+000	9.8133809E+000	-9.7482510E+000	-9.7768107E-004	1.1287370E+000	-3.6194848E+000	3.6194848E+000	
4.6666667E+000	-6.6915872E+000	7.4557529E-004	-0.0000000E+000	3.1497832E-001	2.6691162E+000	1.3999021E+000	3.4726074E+002	3.4726074E+002	5.4147578E+000	5.4147578E+000	4.8470861E+005	3.8151633E+003	7.4277667E+004	7.4277667E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4714450E+004	6.0225044E+003	1.0029099E+002	-7.9960000E+000	0.0000000E+000	0.0000000E+000	-8.3544030E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2647361E+001	0.0000000E+000	3.2738417E-001	2.7756506E-001	2.9624383E-001	6.3783799E+003	-4.4367743E+001	-2.3004804E+000	-2.3159669E+000	1.2762694E-003	0.0000000E+000	9.8133727E+000	-9.7469229E+000	-9.7767909E-004	1.1400779E+000	-3.6420267E+000	3.6420267E+000	
4.6800000E+000	-6.7249637E+000	7.8173694E-004	-0.0000000E+000	3.1494271E-001	2.6692947E+000	1.3999686E+000	3.4727102E+002	3.4727102E+002	5.4143411E+000	5.4143411E+000	4.8474235E+005	3.8149500E+003	7.4270736E+004	7.4270736E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4711758E+004	6.0582086E+003	1.0059310E+002	-7.9958800E+000	0.0000000E+000	0.0000000E+000	-8.3545581E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2653904E+001	0.0000000E+000	3.3037454E-001	2.7890511E-001	2.9714442E-001	6.3783813E+003	-4.4367743E+001	-2.3004800E+000	-2.3159665E+000	1.2762681E-003	0.0000000E+000	9.8133686E+000	-9.7462539E+000	-9.7767810E-004	1.1457477E+000	-3.6532438E+000	3.6532438E+000	
4.7200000E+000	-6.8250936E+000	8.9031473E-004	-0.0000000E+000	3.1483580E-001	2.6698308E+000	1.4001684E+000	3.4730186E+002	3.4730186E+002	5.4130904E+000	5.4130904E+000	4.8484307E+005	3.8143100E+003	7.4249944E+004	7.4249944E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4703682E+004	6.1659705E+003	1.0149984E+002	-7.9955200E+000	0.0000000E+000	0.0000000E+000	-8.3550238E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2673484E+001	0.0000000E+000	3.3943737E-001	2.8294938E-001	2.9984787E-001	6.3783853E+003	-4.4367741E+001	-2.3004787E+000	-2.3159652E+000	1.2762642E-003	0.0000000E+000	9.8133561E+000	-9.7442270E+000	-9.7767508E-004	1.1627549E+000	-3.6866819E+000	3.6866819E+000	
4.7600000E+000	-6.9252235E+000	9.9886896E-004	-0.0000000E+000	3.1472881E-001	2.6703675E+000	1.4003684E+000	3.4733273E+002	3.4733273E+002	5.4118385E+000	5.4118385E+000	4.8494399E+005	3.8136700E+003	7.4229152E+004	7.4229152E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4695606E+004	6.2747059E+003	1.0240725E+002	-7.9951600E+000	0.0000000E+000	0.0000000E+000	-8.3554899E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2693057E+001	0.0000000E+000	3.4863820E-001	2.8702985E-001	3.0255383E-001	6.3783894E+003	-4.4367740E+001	-2.3004774E+000	-2.3159639E+000	1.2762602E-003	0.0000000E+000	9.8133435E+000	-9.7421703E+000	-9.7767203E-004	1.1797585E+000	-3.7198049E+000	3.7198049E+000	
4.8000000E+000	-7.0253536E+000	1.1075067E-003	-0.0000000E+000	3.1462173E-001	2.6709046E+000	1.4005685E+000	3.4736363E+002	3.4736363E+002	5.4105854E+000	5.4105854E+000	4.8503407E+005	3.8130300E+003	7.4208360E+004	7.4208360E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4687530E+004	6.3844135E+003	1.0331530E+002	-7.9948000E+000	0.0000000E+000	0.0000000E+000	-8.3559564E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2711871E+001	0.0000000E+000	3.5797754E-001	2.9114654E-001	3.0526228E-001	6.3783935E+003	-4.4367738E+001	-2.3004760E+000	-2.3159626E+000	1.2762562E-003	0.0000000E+000	9.8133308E+000	-9.7400838E+000	-9.7766893E-004	1.1967584E+000	-3.7526183E+000	3.7526183E+000	
4.8400000E+000	-7.1254836E+000	1.2160109E-003	-0.0000000E+000	3.1451457E-001	2.6714421E+000	1.4007689E+000	3.4739456E+002	3.4739456E+002	5.4093312E+000	5.4093312E+000	4.8512063E+005	3.8123900E+003	7.4187568E+004	7.4187568E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4679454E+004	6.4950896E+003	1.0422397E+002	-7.9944400E+000	0.0000000E+000	0.0000000E+000	-8.3564234E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2730424E+001	0.0000000E+000	3.6745580E-001	2.9529946E-001	3.0797313E-001	6.3783977E+003	-4.4367737E+001	-2.3004747E+000	-2.3159612E+000	1.2762521E-003	0.0000000E+000	9.8133180E+000	-9.7379675E+000	-9.7766580E-004	1.2137547E+000	-3.7851282E+000	3.7851282E+000	
4.8800000E+000	-7.2256137E+000	1.3244886E-003	-0.0000000E+000	3.1440733E-001	2.6719802E+000	1.4009694E+000	3.4742551E+002	3.4742551E+002	5.4080760E+000	5.4080760E+000	4.8517895E+005	3.8117500E+003	7.4166776E+004	7.4166776E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6000000E+001	-5.1980000E+002	-5.1980000E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4671378E+004	6.6067312E+003	1.0513324E+002	-7.9940800E+000	0.0000000E+000	0.0000000E+000	-8.3568907E+000	0.0000000E+000	0.0000000E+000	2.0190000E+002	3.2747030E+001	0.0000000E+000	3.7707344E-001	2.9948862E-001	3.1068633E-001	6.3784019E+003	-4.4367735E+001	-2.3004732E+000	-2.3159597E+000	1.2762479E-003	0.0000000E+000	9.8133051E+000	-9.7358215E+000	-9.7766263E-004	1.2307471E+000	-3.8173405E+000	3.8173405E+000	
4.9200000E+000	-7.3257439E+000	1.4329389E-003	-0.0000000E+000	3.1430003E-001	2.6725186E+000	1.4011700E+000	3.4745649E+002	3.4745649E+002	5.4068198E+000	5.4068198E+000	4.8520718E+005	3.8111100E+003	7.4145984E+004	7.4145984E+004	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.6200000E+001	-5.2127800E+002	-5.2127800E+002	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.4663302E+004	6.7193233E+003	1.0604299E+002	-7.9937200E+000	0.0000000E+000	0.0000000E+000	-8.3573584E+000	0.0000000E+000	0.0000000E+000	2.0170000E+002	3.2761558E+001	0.0000000E+000	3.8683051E-001	3.0371405E-001	3.1340153E-001	6.3784061E+003	-4.4367733E+001	-2.3004718E+000	-2.3159582E+000	1.2762437E-003	0.0000000E+000	9.8132921E+000	-9.7336457E+000	-9.7765942E-004	1.2477358E+000	-3.8492640E+000	3.8492640E+000	
