0.78783,0.5637,0.78783
0.78783,0.5637,0.78783
0.78783,0.5637,0.78783
0.78783,0.39391,0.78783
0.62812,0.31406,0.62812
0.52223,0.26112,0.52223
0.45981,0.22991,0.45981
0.42035,0.21017,0.42035
0.38712,0.19356,0.38712
0.36535,0.18267,0.36535
0.34902,0.17451,0.34902
0.33409,0.16704,0.33409
0.32431,0.16215,0.32431
0.31608,0.15804,0.31608
0.30826,0.15413,0.30826
0.30339,0.15169,0.30339
0.29888,0.14944,0.29888
0.29459,0.14729,0.29459
0.29194,0.14597,0.29194
0.28933,0.14467,0.28933
0.28695,0.14347,0.28695
0.28537,0.14269,0.28537
0.28382,0.14191,0.28382
0.28246,0.14123,0.28246
0.28151,0.14076,0.28151
0.28058,0.14029,0.28058
0.27979,0.1399,0.27979
0.2792,0.1396,0.2792
0.27861,0.1393,0.27861
0.27822,0.13911,0.27822
0.27797,0.13899,0.27797
0.27773,0.13886,0.27773
0.27758,0.13879,0.27758
0.27748,0.13874,0.27748
0.27737,0.13869,0.27737
0.27734,0.13867,0.27734
0.27731,0.13866,0.27731
0.27728,0.13864,0.27728
0.27727,0.13863,0.27727
0.27725,0.13863,0.27725
0.27723,0.13862,0.27723
0.27723,0.13862,0.27723
0.27723,0.13861,0.27723
0.27722,0.13861,0.27722
0.27722,0.13861,0.27722
0.27722,0.13861,0.27722
0.27721,0.13861,0.27721
0.27721,0.13861,0.27721
0.27721,0.1386,0.27721
0.27721,0.1386,0.27721
0.2772,0.1386,0.2772
0.2772,0.1386,0.2772
0.2772,0.1386,0.2772
0.27719,0.1386,0.27719
0.27719,0.1386,0.27719
0.27719,0.13859,0.27719
0.27719,0.13859,0.27719
0.27718,0.13859,0.27718
0.27718,0.13859,0.27718
0.27718,0.13859,0.27718
0.27717,0.13859,0.27717
0.27717,0.13858,0.27717
0.27716,0.13858,0.27716
0.27716,0.13858,0.27716
0.27716,0.13858,0.27716
0.27715,0.13858,0.27715
0.27715,0.13857,0.27715
0.27714,0.13857,0.27714
0.27713,0.13857,0.27713
0.27713,0.13856,0.27713
0.27712,0.13856,0.27712
0.27712,0.13856,0.27712
0.27711,0.13856,0.27711
0.2771,0.13855,0.2771
0.2771,0.13855,0.2771
0.27709,0.13855,0.27709
0.27708,0.13854,0.27708
0.27708,0.13854,0.27708
0.27707,0.13853,0.27707
0.27706,0.13853,0.27706
0.27705,0.13853,0.27705
0.27705,0.13852,0.27705
0.27704,0.13852,0.27704
0.27703,0.13851,0.27703
0.27702,0.13851,0.27702
0.27701,0.13851,0.27701
0.277,0.1385,0.277
0.277,0.1385,0.277
0.27699,0.13849,0.27699
0.27698,0.13849,0.27698
0.27697,0.13848,0.27697
0.27696,0.13848,0.27696
0.27695,0.13848,0.27695
