  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.0000000e+000  0.0000000e+000  0.0000000e+000
  2.0000000e+000  0.0000000e+000  0.0000000e+000
  3.0000000e+000  0.0000000e+000  0.0000000e+000
  4.0000000e+000  0.0000000e+000  0.0000000e+000
  5.0000000e+000  0.0000000e+000  0.0000000e+000
  6.0000000e+000  0.0000000e+000  0.0000000e+000
  7.0000000e+000  0.0000000e+000  0.0000000e+000
  8.0000000e+000  0.0000000e+000  0.0000000e+000
  9.0000000e+000  0.0000000e+000  0.0000000e+000
  1.0000000e+001  0.0000000e+000  0.0000000e+000
  1.1000000e+001  1.7638400e+001 -7.3318903e+000
  1.2000000e+001  1.8368189e+001 -7.4557440e+000
  1.3000000e+001  1.9173312e+001 -7.5923826e+000
  1.4000000e+001  2.0055677e+001 -7.7421301e+000
  1.5000000e+001  2.0091131e+001 -7.6208923e+000
  1.6000000e+001  1.9860605e+001 -7.4066999e+000
  1.7000000e+001  1.9611277e+001 -7.1750370e+000
  1.8000000e+001  2.0796702e+001 -8.1237465e+000
  1.9000000e+001  2.2577276e+001 -9.5608029e+000
  2.0000000e+001  2.4256700e+001 -1.0799779e+001
  2.1000000e+001  2.5448696e+001 -1.1330490e+001
  2.2000000e+001  2.6098250e+001 -1.1704300e+001
  2.3000000e+001  2.3771379e+001 -1.1167282e+001
  2.4000000e+001  2.2567032e+001 -1.0718880e+001
  2.5000000e+001  2.4040845e+001 -1.0508957e+001
  2.6000000e+001  2.0337239e+001 -2.5684498e+000
  2.7000000e+001  1.3280813e+001  8.0606750e+000
  2.8000000e+001  3.9189777e+000  3.1667785e+000
  2.9000000e+001 -1.2180664e+000 -5.3827223e+000
  3.0000000e+001 -2.9714066e+000 -1.2523747e+001
  3.1000000e+001 -2.1092377e+000 -1.3226659e+001
  3.2000000e+001 -2.2862389e+000 -1.3112906e+001
  3.3000000e+001 -4.0117735e+000 -1.0599160e+001
  3.4000000e+001 -7.2705543e+000 -7.9970811e+000
  3.5000000e+001 -9.2876176e+000 -5.5643327e+000
  3.6000000e+001 -1.0965935e+001 -3.7917342e+000
  3.7000000e+001 -1.2393228e+001 -3.5902316e+000
  3.8000000e+001 -1.0564373e+001 -3.9960590e+000
  3.9000000e+001 -5.9740064e+000 -5.8067616e+000
  4.0000000e+001 -2.8736799e+000 -8.1550027e+000
  4.1000000e+001 -3.2082832e+000 -7.0688747e+000
  4.2000000e+001 -3.8188248e+000 -1.0779895e+000
  4.3000000e+001 -1.8814357e+000  1.3656051e+000
  4.4000000e+001  1.4928534e-001  1.3871840e+000
  4.5000000e+001  4.0614730e+000  3.8433963e+000
  4.6000000e+001  9.3419150e+000  8.3110225e+000
  4.7000000e+001  1.2363396e+001  9.7771593e+000
  4.8000000e+001  8.6673228e+000  1.0584264e+001
  4.9000000e+001  2.6128009e+000  1.2486391e+001
  5.0000000e+001 -2.4133079e+000  7.1432562e+000
  5.1000000e+001 -2.7566608e+000 -4.9417485e+000
  5.2000000e+001  4.1194829e+000 -3.4691869e+000
  5.3000000e+001  7.4672631e+000 -5.8221139e-001
  5.4000000e+001  7.7827394e+000  5.2812444e+000
  5.5000000e+001  4.8600941e+000  2.6260029e+000
  5.6000000e+001 -1.6828550e+000 -3.8901366e+000
  5.7000000e+001 -9.1782580e+000 -1.2582967e+001
  5.8000000e+001 -9.7677010e+000 -2.3734613e+001
  5.9000000e+001 -1.1863220e+001 -2.3570324e+001
  6.0000000e+001 -1.2788972e+001 -2.7383056e+001
   6.1000000e+01   0.0000000e+00   0.0000000e+00
   6.2000000e+01   0.0000000e+00   0.0000000e+00
   6.3000000e+01   0.0000000e+00   0.0000000e+00
   6.4000000e+01   0.0000000e+00   0.0000000e+00
   6.5000000e+01   0.0000000e+00   0.0000000e+00
   6.6000000e+01   0.0000000e+00   0.0000000e+00
   6.7000000e+01   0.0000000e+00   0.0000000e+00
   6.8000000e+01   0.0000000e+00   0.0000000e+00
   6.9000000e+01   0.0000000e+00   0.0000000e+00
   7.0000000e+01   0.0000000e+00   0.0000000e+00
   7.1000000e+01   0.0000000e+00   0.0000000e+00
   7.2000000e+01   0.0000000e+00   0.0000000e+00
   7.3000000e+01   0.0000000e+00   0.0000000e+00
