0.18,0,0,-3.7269e-11,2.7553e-10,3.9267e-21,-0.00011691,17.49,0.11435,0.057175,0.17152,3.7269e-11,-2.7553e-10,6.3092e-13,-8.1576e-12,1.2338e-09,-5.4765e-09,2.9078e-09,-1.1284e-08,5.9225e-09,-1.0035e-08,9.8489e-10,-7.1169e-09
0.19,0,0,-5.4018e-11,3.3803e-10,6.1416e-21,-0.00014128,17.644,0.11335,0.056675,0.17003,5.4018e-11,-3.3803e-10,1.0036e-12,-1.0913e-11,1.6748e-09,-6.2496e-09,3.8011e-09,-1.2655e-08,6.2603e-09,-1.1636e-08,1.4028e-09,-8.2561e-09
0.2,0,0,-7.6212e-11,4.0861e-10,9.2659e-21,-0.00016833,17.778,0.1125,0.056249,0.16875,7.6212e-11,-4.0861e-10,1.5438e-12,-1.4293e-11,2.2194e-09,-7.0586e-09,4.8774e-09,-1.4096e-08,6.5183e-09,-1.3416e-08,1.9381e-09,-9.4643e-09
0.21,0,0,-1.0501e-10,4.8763e-10,1.3554e-20,-0.0001981,17.887,0.11182,0.055908,0.16772,1.0501e-10,-4.8763e-10,2.3059e-12,-1.8379e-11,2.8801e-09,-7.901e-09,6.1549e-09,-1.5601e-08,6.6792e-09,-1.5384e-08,2.6091e-09,-1.0741e-08
0.22,0,0,-1.4171e-10,5.7538e-10,1.9302e-20,-0.00023061,17.98,0.11123,0.055617,0.16685,1.4171e-10,-5.7538e-10,3.356e-12,-2.3256e-11,3.6693e-09,-8.7753e-09,7.6569e-09,-1.7177e-08,6.7317e-09,-1.756e-08,3.4347e-09,-1.2086e-08
0.23,0,0,-1.877e-10,6.7217e-10,2.685e-20,-0.00026589,18.064,0.11072,0.05536,0.16608,1.877e-10,-6.7217e-10,4.7731e-12,-2.9009e-11,4.5993e-09,-9.679e-09,9.4012e-09,-1.8816e-08,6.6574e-09,-1.9953e-08,4.4341e-09,-1.3498e-08
0.24,0,0,-2.4452e-10,7.7826e-10,3.6587e-20,-0.00030395,18.142,0.11024,0.055122,0.16537,2.4452e-10,-7.7826e-10,6.6501e-12,-3.5731e-11,5.6822e-09,-1.061e-08,1.1407e-08,-2.0516e-08,6.4408e-09,-2.2573e-08,5.6276e-09,-1.4978e-08
0.25,0,0,-3.1381e-10,8.939e-10,4.8952e-20,-0.00034485,18.193,0.10993,0.054967,0.1649,3.1381e-10,-8.939e-10,9.0953e-12,-4.3514e-11,6.9291e-09,-1.1564e-08,1.3692e-08,-2.227e-08,6.0659e-09,-2.5429e-08,7.0354e-09,-1.6525e-08
0.26,0,0,-3.9734e-10,1.0193e-09,6.4426e-20,-0.00038852,18.231,0.1097,0.054851,0.16455,3.9734e-10,-1.0193e-09,1.2233e-11,-5.2453e-11,8.3528e-09,-1.2543e-08,1.6295e-08,-2.4109e-08,5.5255e-09,-2.857e-08,8.6777e-09,-1.8137e-08
0.27,0,0,-4.9699e-10,1.1548e-09,8.3549e-20,-0.00043497,18.27,0.10947,0.054734,0.1642,4.9699e-10,-1.1548e-09,1.6207e-11,-6.2646e-11,9.9648e-09,-1.3545e-08,1.9231e-08,-2.6017e-08,4.7986e-09,-3.1995e-08,1.0573e-08,-1.9811e-08
0.28,0,0,-6.1474e-10,1.3005e-09,1.0692e-19,-0.00048422,18.309,0.10924,0.054619,0.16386,6.1474e-10,-1.3005e-09,2.1177e-11,-7.4194e-11,1.1776e-08,-1.4568e-08,2.2508e-08,-2.7976e-08,3.8668e-09,-3.5697e-08,1.2745e-08,-2.1549e-08
0.29,0,0,-7.527e-10,1.4566e-09,1.3521e-19,-0.00053629,18.336,0.10908,0.054538,0.16361,7.527e-10,-1.4566e-09,2.7324e-11,-8.7199e-11,1.3795e-08,-1.5609e-08,2.6145e-08,-2.9987e-08,2.7162e-09,-3.9691e-08,1.5217e-08,-2.3355e-08
0.3,0,0,-9.1304e-10,1.6232e-09,1.6912e-19,-0.00059116,18.359,0.10894,0.05447,0.16341,9.1304e-10,-1.6232e-09,3.4851e-11,-1.0176e-10,1.6034e-08,-1.6667e-08,3.0182e-08,-3.2069e-08,1.3337e-09,-4.4018e-08,1.801e-08,-2.5228e-08
0.31,0,0,-1.0981e-09,1.8006e-09,2.0944e-19,-0.00064884,18.37,0.10888,0.054438,0.16331,1.0981e-09,-1.8006e-09,4.3982e-11,-1.18e-10,1.8501e-08,-1.774e-08,3.463e-08,-3.421e-08,-2.9727e-10,-4.8678e-08,2.1142e-08,-2.7164e-08
0.32,0,0,-1.3101e-09,1.9889e-09,2.5701e-19,-0.00070928,18.376,0.10883,0.054417,0.16325,1.3101e-09,-1.9889e-09,5.4962e-11,-1.36e-10,2.1208e-08,-1.8828e-08,3.953e-08,-3.6428e-08,-2.193e-09,-5.3711e-08,2.4633e-08,-2.9158e-08
0.33,0,0,-1.5518e-09,2.1882e-09,3.1272e-19,-0.00077247,18.383,0.10879,0.054397,0.16319,1.5518e-09,-2.1882e-09,6.8063e-11,-1.5589e-10,2.4164e-08,-1.9931e-08,4.4888e-08,-3.8709e-08,-4.3696e-09,-5.9112e-08,2.8507e-08,-3.1213e-08
0.34,0,0,-1.8255e-09,2.3987e-09,3.7759e-19,-0.00083842,18.39,0.10875,0.054377,0.16313,1.8255e-09,-2.3987e-09,8.3581e-11,-1.7777e-10,2.7376e-08,-2.1047e-08,5.0718e-08,-4.1043e-08,-6.8414e-09,-6.4885e-08,3.2786e-08,-3.3333e-08
0.35,0,0,-2.1341e-09,2.6204e-09,4.5267e-19,-0.00090714,18.393,0.10874,0.054368,0.1631,2.1341e-09,-2.6204e-09,1.0184e-10,-2.0176e-10,3.0854e-08,-2.2174e-08,5.704e-08,-4.3432e-08,-9.6227e-09,-7.1044e-08,3.7498e-08,-3.5519e-08
0.36,0,0,-2.4801e-09,2.8535e-09,5.3912e-19,-0.00097861,18.395,0.10873,0.054363,0.16309,2.4801e-09,-2.8535e-09,1.2318e-10,-2.2796e-10,3.4602e-08,-2.331e-08,6.3888e-08,-4.5884e-08,-1.2731e-08,-7.762e-08,4.2661e-08,-3.7769e-08
0.37,0,0,-2.8664e-09,3.0981e-09,6.3815e-19,-0.0010528,18.396,0.10872,0.054359,0.16308,2.8664e-09,-3.0981e-09,1.4798e-10,-2.565e-10,3.8629e-08,-2.4453e-08,7.1273e-08,-4.8392e-08,-1.6179e-08,-8.4616e-08,4.8294e-08,-4.008e-08
0.38,0,0,-3.2958e-09,3.3541e-09,7.5108e-19,-0.0011298,18.398,0.10871,0.054355,0.16307,3.2958e-09,-3.3541e-09,1.7664e-10,-2.8748e-10,4.2939e-08,-2.5602e-08,7.9214e-08,-5.0956e-08,-1.9981e-08,-9.2045e-08,5.4416e-08,-4.245e-08
0.39,0,0,-3.7712e-09,3.6216e-09,8.793e-19,-0.0012095,18.399,0.1087,0.054352,0.16306,3.7712e-09,-3.6216e-09,2.096e-10,-3.2102e-10,4.754e-08,-2.6756e-08,8.7732e-08,-5.3574e-08,-2.4153e-08,-9.9918e-08,6.1047e-08,-4.4878e-08
