time [s]	pitch[degree/s]	yaw[degree/s]	roll[degree/s]	altitude[km]	long[degrees]	latd[degrees]	thrust[kN]
   5.6300000e+00  -7.7126834e+00   2.6703476e+00  -5.0098721e+01   3.8077846e-01   1.6018688e+01   6.9294108e+01   4.8154498e+05
   5.6400000e+00  -7.7409357e+00   2.6805235e+00  -5.0099297e+01   3.8200045e-01   1.6018687e+01   6.9294108e+01   4.8146137e+05
   5.6500000e+00  -7.7691884e+00   2.6906988e+00  -5.0099876e+01   3.8322469e-01   1.6018685e+01   6.9294108e+01   4.8137787e+05
   5.6600000e+00  -7.7974417e+00   2.7008735e+00  -5.0100457e+01   3.8445118e-01   1.6018683e+01   6.9294108e+01   4.8129445e+05
   5.6700000e+00  -7.8256954e+00   2.7110475e+00  -5.0101039e+01   3.8567992e-01   1.6018682e+01   6.9294108e+01   4.8121113e+05
   5.6800000e+00  -7.8539496e+00   2.7212208e+00  -5.0101624e+01   3.8691090e-01   1.6018680e+01   6.9294108e+01   4.8112789e+05
   5.6900000e+00  -7.8822042e+00   2.7313934e+00  -5.0102211e+01   3.8814413e-01   1.6018678e+01   6.9294109e+01   4.8104473e+05
   5.7000000e+00  -7.9104593e+00   2.7415653e+00  -5.0102800e+01   3.8937960e-01   1.6018677e+01   6.9294109e+01   4.8096166e+05
   5.7100000e+00  -7.9387149e+00   2.7517366e+00  -5.0103390e+01   3.9061732e-01   1.6018675e+01   6.9294109e+01   4.8087866e+05
   5.7200000e+00  -7.9669710e+00   2.7619072e+00  -5.0103983e+01   3.9185728e-01   1.6018673e+01   6.9294109e+01   4.8079573e+05
   5.7300000e+00  -7.9952276e+00   2.7720771e+00  -5.0104578e+01   3.9309948e-01   1.6018671e+01   6.9294110e+01   4.8071289e+05
   5.7400000e+00  -8.0234846e+00   2.7822463e+00  -5.0105174e+01   3.9434392e-01   1.6018670e+01   6.9294110e+01   4.8063012e+05
   5.7500000e+00  -8.0517421e+00   2.7924149e+00  -5.0105773e+01   3.9559061e-01   1.6018668e+01   6.9294110e+01   4.8054744e+05
   5.7600000e+00  -8.0800001e+00   2.8025827e+00  -5.0106374e+01   3.9683954e-01   1.6018666e+01   6.9294110e+01   4.8046485e+05
   5.7700000e+00  -8.1082586e+00   2.8127499e+00  -5.0106976e+01   3.9809070e-01   1.6018664e+01   6.9294111e+01   4.8038236e+05
   5.7800000e+00  -8.1365176e+00   2.8229164e+00  -5.0107581e+01   3.9934411e-01   1.6018662e+01   6.9294111e+01   4.8029995e+05
   5.7900000e+00  -8.1647771e+00   2.8330822e+00  -5.0108188e+01   4.0059975e-01   1.6018660e+01   6.9294111e+01   4.8021765e+05
   5.8000000e+00  -8.1930371e+00   2.8432474e+00  -5.0108797e+01   4.0185763e-01   1.6018658e+01   6.9294112e+01   4.8013545e+05
   5.8100000e+00  -8.2212976e+00   2.8534118e+00  -5.0109407e+01   4.0311775e-01   1.6018656e+01   6.9294112e+01   4.8005335e+05
   5.8200000e+00  -8.2495585e+00   2.8635756e+00  -5.0110020e+01   4.0438011e-01   1.6018654e+01   6.9294112e+01   4.7997136e+05
   5.8300000e+00  -8.2778200e+00   2.8737388e+00  -5.0110635e+01   4.0564470e-01   1.6018652e+01   6.9294112e+01   4.7988949e+05
   5.8400000e+00  -8.3060820e+00   2.8839012e+00  -5.0111252e+01   4.0691153e-01   1.6018650e+01   6.9294112e+01   4.7980771e+05
   5.8500000e+00  -8.3343445e+00   2.8940630e+00  -5.0111871e+01   4.0818060e-01   1.6018648e+01   6.9294113e+01   4.7972604e+05
   5.8600000e+00  -8.3626075e+00   2.9042240e+00  -5.0112492e+01   4.0945189e-01   1.6018646e+01   6.9294113e+01   4.7964447e+05
   5.8700000e+00  -8.3908710e+00   2.9143844e+00  -5.0113115e+01   4.1072542e-01   1.6018644e+01   6.9294113e+01   4.7956297e+05
   5.8800000e+00  -8.4191350e+00   2.9245441e+00  -5.0113740e+01   4.1200119e-01   1.6018642e+01   6.9294113e+01   4.7948156e+05
   5.8900000e+00  -8.4473995e+00   2.9347030e+00  -5.0114367e+01   4.1327919e-01   1.6018640e+01   6.9294113e+01   4.7940023e+05
   5.9000000e+00  -8.4756646e+00   2.9448613e+00  -5.0114996e+01   4.1455941e-01   1.6018638e+01   6.9294113e+01   4.7931895e+05
   5.9100000e+00  -8.5039301e+00   2.9550188e+00  -5.0115627e+01   4.1584188e-01   1.6018636e+01   6.9294113e+01   4.7923774e+05
   5.9200000e+00  -8.5321962e+00   2.9651756e+00  -5.0116260e+01   4.1712657e-01   1.6018634e+01   6.9294114e+01   4.7915659e+05
   5.9300000e+00  -8.5604628e+00   2.9753317e+00  -5.0116896e+01   4.1841349e-01   1.6018632e+01   6.9294114e+01   4.7907548e+05
   5.9400000e+00  -8.5887300e+00   2.9854870e+00  -5.0117533e+01   4.1970264e-01   1.6018630e+01   6.9294114e+01   4.7899441e+05
   5.9500000e+00  -8.6169977e+00   2.9956416e+00  -5.0118173e+01   4.2099402e-01   1.6018628e+01   6.9294114e+01   4.7891338e+05
   5.9600000e+00  -8.6452659e+00   3.0057955e+00  -5.0118814e+01   4.2228763e-01   1.6018625e+01   6.9294114e+01   4.7883238e+05
   5.9700000e+00  -8.6735346e+00   3.0159486e+00  -5.0119458e+01   4.2358346e-01   1.6018623e+01   6.9294115e+01   4.7875141e+05
   5.9800000e+00  -8.7018038e+00   3.0261010e+00  -5.0120103e+01   4.2488153e-01   1.6018621e+01   6.9294115e+01   4.7867048e+05
   5.9900000e+00  -8.7300736e+00   3.0362527e+00  -5.0120751e+01   4.2618181e-01   1.6018619e+01   6.9294115e+01   4.7858959e+05
   6.0000000e+00  -8.7583439e+00   3.0464035e+00  -5.0121401e+01   4.2748433e-01   1.6018617e+01   6.9294116e+01   4.7850873e+05
   6.0100000e+00  -8.7866148e+00   3.0565537e+00  -5.0122053e+01   4.2878907e-01   1.6018615e+01   6.9294116e+01   4.7842790e+05
   6.0200000e+00  -8.8148862e+00   3.0667031e+00  -5.0122707e+01   4.3009603e-01   1.6018613e+01   6.9294116e+01   4.7834711e+05
   6.0300000e+00  -8.8431581e+00   3.0768518e+00  -5.0123363e+01   4.3140522e-01   1.6018611e+01   6.9294116e+01   4.7826635e+05
   6.0400000e+00  -8.8714305e+00   3.0869997e+00  -5.0124021e+01   4.3271663e-01   1.6018608e+01   6.9294117e+01   4.7818562e+05
   6.0500000e+00  -8.8997035e+00   3.0971469e+00  -5.0124681e+01   4.3403026e-01   1.6018606e+01   6.9294117e+01   4.7810493e+05
   6.0600000e+00  -8.9279770e+00   3.1072933e+00  -5.0125344e+01   4.3534611e-01   1.6018604e+01   6.9294117e+01   4.7802426e+05
   6.0700000e+00  -8.9562511e+00   3.1174390e+00  -5.0126008e+01   4.3666419e-01   1.6018602e+01   6.9294117e+01   4.7794364e+05
   6.0800000e+00  -8.9845257e+00   3.1275839e+00  -5.0126674e+01   4.3798448e-01   1.6018599e+01   6.9294118e+01   4.7786306e+05
   6.0900000e+00  -9.0128008e+00   3.1377281e+00  -5.0127343e+01   4.3930700e-01   1.6018597e+01   6.9294118e+01   4.7778254e+05
   6.1000000e+00  -9.0410765e+00   3.1478715e+00  -5.0128013e+01   4.4063173e-01   1.6018595e+01   6.9294118e+01   4.7770209e+05
   6.1100000e+00  -9.0693528e+00   3.1580142e+00  -5.0128686e+01   4.4195868e-01   1.6018592e+01   6.9294118e+01   4.7762172e+05
   6.1200000e+00  -9.0976295e+00   3.1681561e+00  -5.0129361e+01   4.4328785e-01   1.6018590e+01   6.9294119e+01   4.7754144e+05
   6.1300000e+00  -9.1259069e+00   3.1782972e+00  -5.0130037e+01   4.4461923e-01   1.6018587e+01   6.9294119e+01   4.7746126e+05
   6.1400000e+00  -9.1541848e+00   3.1884375e+00  -5.0130716e+01   4.4595283e-01   1.6018585e+01   6.9294119e+01   4.7738118e+05
   6.1500000e+00  -9.1824632e+00   3.1985771e+00  -5.0131397e+01   4.4728865e-01   1.6018582e+01   6.9294119e+01   4.7730123e+05
   6.1600000e+00  -9.2107422e+00   3.2087158e+00  -5.0132081e+01   4.4862668e-01   1.6018580e+01   6.9294120e+01   4.7722141e+05
   6.1700000e+00  -9.2390218e+00   3.2188538e+00  -5.0132766e+01   4.4996693e-01   1.6018578e+01   6.9294120e+01   4.7714173e+05
   6.1800000e+00  -9.2673019e+00   3.2289909e+00  -5.0133453e+01   4.5130938e-01   1.6018575e+01   6.9294120e+01   4.7706220e+05
   6.1900000e+00  -9.2955826e+00   3.2391273e+00  -5.0134143e+01   4.5265406e-01   1.6018572e+01   6.9294121e+01   4.7698281e+05
   6.2000000e+00  -9.3238639e+00   3.2492629e+00  -5.0134834e+01   4.5400094e-01   1.6018570e+01   6.9294121e+01   4.7690357e+05
   6.2100000e+00  -9.3521457e+00   3.2593976e+00  -5.0135528e+01   4.5535003e-01   1.6018567e+01   6.9294121e+01   4.7682445e+05
   6.2200000e+00  -9.3804281e+00   3.2695316e+00  -5.0136224e+01   4.5670134e-01   1.6018565e+01   6.9294122e+01   4.7674546e+05
   6.2300000e+00  -9.4087111e+00   3.2796648e+00  -5.0136922e+01   4.5805485e-01   1.6018562e+01   6.9294122e+01   4.7666658e+05
   6.2400000e+00  -9.4369947e+00   3.2897972e+00  -5.0137622e+01   4.5941058e-01   1.6018560e+01   6.9294122e+01   4.7658782e+05
   6.2500000e+00  -9.4652788e+00   3.2999288e+00  -5.0138324e+01   4.6076851e-01   1.6018557e+01   6.9294123e+01   4.7650915e+05
   6.2600000e+00  -9.4935635e+00   3.3100596e+00  -5.0139028e+01   4.6212865e-01   1.6018554e+01   6.9294123e+01   4.7643058e+05
   6.2700000e+00  -9.5218488e+00   3.3201896e+00  -5.0139735e+01   4.6349099e-01   1.6018552e+01   6.9294123e+01   4.7635209e+05
   6.2800000e+00  -9.5501347e+00   3.3303188e+00  -5.0140443e+01   4.6485555e-01   1.6018549e+01   6.9294124e+01   4.7627367e+05
   6.2900000e+00  -9.5784212e+00   3.3404473e+00  -5.0141154e+01   4.6622231e-01   1.6018547e+01   6.9294124e+01   4.7619533e+05
   6.3000000e+00  -9.6067082e+00   3.3505749e+00  -5.0141867e+01   4.6759127e-01   1.6018544e+01   6.9294124e+01   4.7611705e+05
   6.3100000e+00  -9.6349959e+00   3.3607018e+00  -5.0142582e+01   4.6896243e-01   1.6018542e+01   6.9294125e+01   4.7603883e+05
   6.3200000e+00  -9.6632841e+00   3.3708278e+00  -5.0143299e+01   4.7033580e-01   1.6018539e+01   6.9294125e+01   4.7596069e+05
   6.3300000e+00  -9.6915730e+00   3.3809531e+00  -5.0144019e+01   4.7171138e-01   1.6018536e+01   6.9294125e+01   4.7588263e+05
   6.3400000e+00  -9.7198624e+00   3.3910775e+00  -5.0144740e+01   4.7308915e-01   1.6018534e+01   6.9294125e+01   4.7580464e+05
   6.3500000e+00  -9.7481524e+00   3.4012011e+00  -5.0145464e+01   4.7446912e-01   1.6018531e+01   6.9294126e+01   4.7572674e+05
   6.3600000e+00  -9.7764430e+00   3.4113239e+00  -5.0146190e+01   4.7585130e-01   1.6018529e+01   6.9294126e+01   4.7564893e+05
   6.3700000e+00  -9.8047342e+00   3.4214459e+00  -5.0146918e+01   4.7723567e-01   1.6018526e+01   6.9294126e+01   4.7557121e+05
   6.3800000e+00  -9.8330260e+00   3.4315670e+00  -5.0147648e+01   4.7862225e-01   1.6018523e+01   6.9294126e+01   4.7549359e+05
   6.3900000e+00  -9.8613183e+00   3.4416873e+00  -5.0148380e+01   4.8001102e-01   1.6018520e+01   6.9294127e+01   4.7541607e+05
   6.4000000e+00  -9.8896113e+00   3.4518067e+00  -5.0149114e+01   4.8140198e-01   1.6018518e+01   6.9294127e+01   4.7533865e+05
   6.4100000e+00  -9.9179049e+00   3.4619252e+00  -5.0149851e+01   4.8279515e-01   1.6018515e+01   6.9294127e+01   4.7526135e+05
   6.4200000e+00  -9.9461991e+00   3.4720429e+00  -5.0150590e+01   4.8419051e-01   1.6018512e+01   6.9294127e+01   4.7518416e+05
   6.4300000e+00  -9.9744938e+00   3.4821598e+00  -5.0151330e+01   4.8558807e-01   1.6018509e+01   6.9294128e+01   4.7510706e+05
   6.4400000e+00  -1.0002789e+01   3.4922758e+00  -5.0152073e+01   4.8698782e-01   1.6018506e+01   6.9294128e+01   4.7503005e+05
   6.4500000e+00  -1.0031085e+01   3.5023909e+00  -5.0152819e+01   4.8838976e-01   1.6018503e+01   6.9294128e+01   4.7495311e+05
   6.4600000e+00  -1.0059382e+01   3.5125052e+00  -5.0153566e+01   4.8979389e-01   1.6018500e+01   6.9294129e+01   4.7487623e+05
   6.4700000e+00  -1.0087679e+01   3.5226186e+00  -5.0154315e+01   4.9120022e-01   1.6018497e+01   6.9294129e+01   4.7479939e+05
   6.4800000e+00  -1.0115977e+01   3.5327311e+00  -5.0155067e+01   4.9260874e-01   1.6018494e+01   6.9294129e+01   4.7472259e+05
   6.4900000e+00  -1.0144275e+01   3.5428428e+00  -5.0155821e+01   4.9401945e-01   1.6018491e+01   6.9294130e+01   4.7464581e+05
   6.5000000e+00  -1.0172574e+01   3.5529536e+00  -5.0156577e+01   4.9543235e-01   1.6018488e+01   6.9294130e+01   4.7456905e+05
   6.5100000e+00  -1.0200874e+01   3.5630636e+00  -5.0157335e+01   4.9684744e-01   1.6018485e+01   6.9294131e+01   4.7449228e+05
   6.5200000e+00  -1.0229174e+01   3.5731727e+00  -5.0158096e+01   4.9826471e-01   1.6018482e+01   6.9294131e+01   4.7441549e+05
   6.5300000e+00  -1.0257475e+01   3.5832810e+00  -5.0158858e+01   4.9968417e-01   1.6018479e+01   6.9294131e+01   4.7433868e+05
   6.5400000e+00  -1.0285777e+01   3.5933884e+00  -5.0159623e+01   5.0110582e-01   1.6018476e+01   6.9294132e+01   4.7426184e+05
   6.5500000e+00  -1.0314079e+01   3.6034950e+00  -5.0160390e+01   5.0252966e-01   1.6018473e+01   6.9294132e+01   4.7418498e+05
   6.5600000e+00  -1.0342382e+01   3.6136006e+00  -5.0161160e+01   5.0395568e-01   1.6018470e+01   6.9294132e+01   4.7410809e+05
   6.5700000e+00  -1.0370685e+01   3.6237054e+00  -5.0161931e+01   5.0538388e-01   1.6018467e+01   6.9294132e+01   4.7403119e+05
   6.5800000e+00  -1.0398989e+01   3.6338094e+00  -5.0162705e+01   5.0681427e-01   1.6018464e+01   6.9294133e+01   4.7395428e+05
   6.5900000e+00  -1.0427294e+01   3.6439124e+00  -5.0163481e+01   5.0824684e-01   1.6018461e+01   6.9294133e+01   4.7387737e+05
   6.6000000e+00  -1.0455600e+01   3.6540145e+00  -5.0164259e+01   5.0968159e-01   1.6018458e+01   6.9294133e+01   4.7380045e+05
   6.6100000e+00  -1.0483906e+01   3.6641157e+00  -5.0165039e+01   5.1111852e-01   1.6018454e+01   6.9294134e+01   4.7372352e+05
   6.6200000e+00  -1.0512212e+01   3.6742161e+00  -5.0165822e+01   5.1255764e-01   1.6018451e+01   6.9294134e+01   4.7364661e+05
   6.6300000e+00  -1.0540519e+01   3.6843155e+00  -5.0166607e+01   5.1399893e-01   1.6018448e+01   6.9294135e+01   4.7356970e+05
   6.6400000e+00  -1.0568827e+01   3.6944140e+00  -5.0167394e+01   5.1544240e-01   1.6018445e+01   6.9294135e+01   4.7349281e+05
   6.6500000e+00  -1.0597136e+01   3.7045115e+00  -5.0168183e+01   5.1688805e-01   1.6018442e+01   6.9294135e+01   4.7341594e+05
   6.6600000e+00  -1.0625445e+01   3.7146082e+00  -5.0168974e+01   5.1833588e-01   1.6018438e+01   6.9294136e+01   4.7333910e+05
   6.6700000e+00  -1.0653755e+01   3.7247039e+00  -5.0169768e+01   5.1978588e-01   1.6018435e+01   6.9294136e+01   4.7326231e+05
   6.6800000e+00  -1.0682065e+01   3.7347987e+00  -5.0170564e+01   5.2123806e-01   1.6018432e+01   6.9294137e+01   4.7318559e+05
   6.6900000e+00  -1.0710377e+01   3.7448926e+00  -5.0171362e+01   5.2269241e-01   1.6018429e+01   6.9294137e+01   4.7310895e+05
   6.7000000e+00  -1.0738688e+01   3.7549856e+00  -5.0172162e+01   5.2414894e-01   1.6018425e+01   6.9294138e+01   4.7303241e+05
   6.7100000e+00  -1.0767001e+01   3.7650777e+00  -5.0172965e+01   5.2560764e-01   1.6018422e+01   6.9294138e+01   4.7295599e+05
   6.7200000e+00  -1.0795314e+01   3.7751690e+00  -5.0173770e+01   5.2706852e-01   1.6018418e+01   6.9294139e+01   4.7287970e+05
   6.7300000e+00  -1.0823628e+01   3.7852593e+00  -5.0174577e+01   5.2853156e-01   1.6018415e+01   6.9294139e+01   4.7280357e+05
   6.7400000e+00  -1.0851942e+01   3.7953488e+00  -5.0175386e+01   5.2999678e-01   1.6018412e+01   6.9294139e+01   4.7272760e+05
   6.7500000e+00  -1.0880257e+01   3.8054373e+00  -5.0176198e+01   5.3146416e-01   1.6018408e+01   6.9294140e+01   4.7265182e+05
   6.7600000e+00  -1.0908573e+01   3.8155251e+00  -5.0177012e+01   5.3293371e-01   1.6018405e+01   6.9294140e+01   4.7257624e+05
   6.7700000e+00  -1.0936890e+01   3.8256119e+00  -5.0177828e+01   5.3440543e-01   1.6018402e+01   6.9294140e+01   4.7250085e+05
   6.7800000e+00  -1.0965207e+01   3.8356978e+00  -5.0178647e+01   5.3587932e-01   1.6018398e+01   6.9294141e+01   4.7242561e+05
   6.7900000e+00  -1.0993525e+01   3.8457828e+00  -5.0179467e+01   5.3735538e-01   1.6018395e+01   6.9294141e+01   4.7235049e+05
   6.8000000e+00  -1.1021843e+01   3.8558667e+00  -5.0180290e+01   5.3883360e-01   1.6018392e+01   6.9294141e+01   4.7227542e+05
   6.8100000e+00  -1.1050162e+01   3.8659497e+00  -5.0181116e+01   5.4031398e-01   1.6018388e+01   6.9294142e+01   4.7220039e+05
   6.8200000e+00  -1.1078482e+01   3.8760316e+00  -5.0181943e+01   5.4179653e-01   1.6018385e+01   6.9294142e+01   4.7212541e+05
   6.8300000e+00  -1.1106802e+01   3.8861125e+00  -5.0182773e+01   5.4328125e-01   1.6018381e+01   6.9294143e+01   4.7205049e+05
   6.8400000e+00  -1.1135124e+01   3.8961925e+00  -5.0183605e+01   5.4476813e-01   1.6018377e+01   6.9294143e+01   4.7197564e+05
   6.8500000e+00  -1.1163445e+01   3.9062715e+00  -5.0184439e+01   5.4625716e-01   1.6018374e+01   6.9294144e+01   4.7190088e+05
   6.8600000e+00  -1.1191768e+01   3.9163495e+00  -5.0185276e+01   5.4774836e-01   1.6018370e+01   6.9294144e+01   4.7182621e+05
   6.8700000e+00  -1.1220091e+01   3.9264266e+00  -5.0186114e+01   5.4924172e-01   1.6018366e+01   6.9294145e+01   4.7175166e+05
   6.8800000e+00  -1.1248415e+01   3.9365027e+00  -5.0186956e+01   5.5073724e-01   1.6018363e+01   6.9294145e+01   4.7167722e+05
   6.8900000e+00  -1.1276739e+01   3.9465780e+00  -5.0187799e+01   5.5223492e-01   1.6018359e+01   6.9294146e+01   4.7160291e+05
   6.9000000e+00  -1.1305065e+01   3.9566522e+00  -5.0188645e+01   5.5373475e-01   1.6018355e+01   6.9294146e+01   4.7152870e+05
   6.9100000e+00  -1.1333390e+01   3.9667256e+00  -5.0189493e+01   5.5523674e-01   1.6018352e+01   6.9294147e+01   4.7145460e+05
   6.9200000e+00  -1.1361717e+01   3.9767980e+00  -5.0190343e+01   5.5674089e-01   1.6018348e+01   6.9294147e+01   4.7138059e+05
   6.9300000e+00  -1.1390044e+01   3.9868695e+00  -5.0191196e+01   5.5824719e-01   1.6018344e+01   6.9294148e+01   4.7130667e+05
   6.9400000e+00  -1.1418372e+01   3.9969400e+00  -5.0192051e+01   5.5975564e-01   1.6018340e+01   6.9294148e+01   4.7123282e+05
   6.9500000e+00  -1.1446701e+01   4.0070095e+00  -5.0192908e+01   5.6126625e-01   1.6018337e+01   6.9294148e+01   4.7115904e+05
   6.9600000e+00  -1.1475031e+01   4.0170781e+00  -5.0193767e+01   5.6277901e-01   1.6018333e+01   6.9294149e+01   4.7108531e+05
   6.9700000e+00  -1.1503361e+01   4.0271457e+00  -5.0194629e+01   5.6429392e-01   1.6018329e+01   6.9294149e+01   4.7101163e+05
   6.9800000e+00  -1.1531691e+01   4.0372123e+00  -5.0195493e+01   5.6581099e-01   1.6018325e+01   6.9294150e+01   4.7093799e+05
   6.9900000e+00  -1.1560023e+01   4.0472780e+00  -5.0196360e+01   5.6733020e-01   1.6018321e+01   6.9294150e+01   4.7086438e+05
   7.0000000e+00  -1.1588355e+01   4.0573426e+00  -5.0197229e+01   5.6885156e-01   1.6018317e+01   6.9294150e+01   4.7079079e+05
   7.0100000e+00  -1.1616688e+01   4.0674063e+00  -5.0198100e+01   5.7037507e-01   1.6018314e+01   6.9294151e+01   4.7071722e+05
   7.0200000e+00  -1.1645022e+01   4.0774689e+00  -5.0198973e+01   5.7190073e-01   1.6018310e+01   6.9294151e+01   4.7064367e+05
   7.0300000e+00  -1.1673356e+01   4.0875306e+00  -5.0199849e+01   5.7342854e-01   1.6018306e+01   6.9294152e+01   4.7057015e+05
   7.0400000e+00  -1.1701691e+01   4.0975912e+00  -5.0200727e+01   5.7495848e-01   1.6018302e+01   6.9294152e+01   4.7049665e+05
   7.0500000e+00  -1.1730027e+01   4.1076509e+00  -5.0201607e+01   5.7649058e-01   1.6018298e+01   6.9294152e+01   4.7042317e+05
   7.0600000e+00  -1.1758363e+01   4.1177095e+00  -5.0202490e+01   5.7802482e-01   1.6018294e+01   6.9294153e+01   4.7034973e+05
   7.0700000e+00  -1.1786700e+01   4.1277672e+00  -5.0203375e+01   5.7956120e-01   1.6018290e+01   6.9294153e+01   4.7027631e+05
   7.0800000e+00  -1.1815038e+01   4.1378238e+00  -5.0204263e+01   5.8109972e-01   1.6018285e+01   6.9294154e+01   4.7020291e+05
   7.0900000e+00  -1.1843377e+01   4.1478794e+00  -5.0205153e+01   5.8264039e-01   1.6018281e+01   6.9294154e+01   4.7012955e+05
   7.1000000e+00  -1.1871716e+01   4.1579340e+00  -5.0206045e+01   5.8418319e-01   1.6018277e+01   6.9294155e+01   4.7005622e+05
   7.1100000e+00  -1.1900056e+01   4.1679876e+00  -5.0206939e+01   5.8572814e-01   1.6018273e+01   6.9294155e+01   4.6998292e+05
   7.1200000e+00  -1.1928397e+01   4.1780401e+00  -5.0207836e+01   5.8727522e-01   1.6018269e+01   6.9294156e+01   4.6990966e+05
   7.1300000e+00  -1.1956738e+01   4.1880916e+00  -5.0208735e+01   5.8882445e-01   1.6018265e+01   6.9294156e+01   4.6983644e+05
   7.1400000e+00  -1.1985080e+01   4.1981421e+00  -5.0209637e+01   5.9037581e-01   1.6018261e+01   6.9294157e+01   4.6976326e+05
   7.1500000e+00  -1.2013423e+01   4.2081916e+00  -5.0210541e+01   5.9192930e-01   1.6018257e+01   6.9294157e+01   4.6969013e+05
   7.1600000e+00  -1.2041767e+01   4.2182400e+00  -5.0211448e+01   5.9348493e-01   1.6018253e+01   6.9294158e+01   4.6961707e+05
   7.1700000e+00  -1.2070112e+01   4.2282874e+00  -5.0212356e+01   5.9504269e-01   1.6018248e+01   6.9294158e+01   4.6954406e+05
   7.1800000e+00  -1.2098457e+01   4.2383338e+00  -5.0213268e+01   5.9660259e-01   1.6018244e+01   6.9294159e+01   4.6947113e+05
   7.1900000e+00  -1.2126803e+01   4.2483792e+00  -5.0214181e+01   5.9816462e-01   1.6018240e+01   6.9294159e+01   4.6939827e+05
   7.2000000e+00  -1.2155149e+01   4.2584235e+00  -5.0215097e+01   5.9972879e-01   1.6018236e+01   6.9294160e+01   4.6932549e+05
   7.2100000e+00  -1.2183497e+01   4.2684668e+00  -5.0216015e+01   6.0129508e-01   1.6018231e+01   6.9294160e+01   4.6925279e+05
   7.2200000e+00  -1.2211845e+01   4.2785090e+00  -5.0216936e+01   6.0286350e-01   1.6018227e+01   6.9294161e+01   4.6918019e+05
   7.2300000e+00  -1.2240194e+01   4.2885502e+00  -5.0217859e+01   6.0443405e-01   1.6018223e+01   6.9294161e+01   4.6910769e+05
   7.2400000e+00  -1.2268543e+01   4.2985904e+00  -5.0218785e+01   6.0600673e-01   1.6018219e+01   6.9294162e+01   4.6903529e+05
   7.2500000e+00  -1.2296894e+01   4.3086295e+00  -5.0219712e+01   6.0758154e-01   1.6018214e+01   6.9294162e+01   4.6896298e+05
   7.2600000e+00  -1.2325245e+01   4.3186676e+00  -5.0220643e+01   6.0915847e-01   1.6018210e+01   6.9294163e+01   4.6889077e+05
   7.2700000e+00  -1.2353597e+01   4.3287047e+00  -5.0221575e+01   6.1073753e-01   1.6018205e+01   6.9294163e+01   4.6881865e+05
   7.2800000e+00  -1.2381949e+01   4.3387406e+00  -5.0222510e+01   6.1231871e-01   1.6018201e+01   6.9294164e+01   4.6874662e+05
   7.2900000e+00  -1.2410303e+01   4.3487756e+00  -5.0223448e+01   6.1390202e-01   1.6018197e+01   6.9294164e+01   4.6867468e+05
   7.3000000e+00  -1.2438657e+01   4.3588094e+00  -5.0224388e+01   6.1548745e-01   1.6018192e+01   6.9294165e+01   4.6860282e+05
   7.3100000e+00  -1.2467012e+01   4.3688423e+00  -5.0225330e+01   6.1707500e-01   1.6018188e+01   6.9294165e+01   4.6853104e+05
   7.3200000e+00  -1.2495367e+01   4.3788740e+00  -5.0226275e+01   6.1866467e-01   1.6018183e+01   6.9294166e+01   4.6845935e+05
   7.3300000e+00  -1.2523724e+01   4.3889047e+00  -5.0227222e+01   6.2025646e-01   1.6018178e+01   6.9294166e+01   4.6838773e+05
   7.3400000e+00  -1.2552081e+01   4.3989342e+00  -5.0228172e+01   6.2185037e-01   1.6018174e+01   6.9294167e+01   4.6831618e+05
   7.3500000e+00  -1.2580439e+01   4.4089628e+00  -5.0229124e+01   6.2344640e-01   1.6018169e+01   6.9294167e+01   4.6824471e+05
   7.3600000e+00  -1.2608797e+01   4.4189902e+00  -5.0230078e+01   6.2504455e-01   1.6018165e+01   6.9294168e+01   4.6817331e+05
   7.3700000e+00  -1.2637157e+01   4.4290165e+00  -5.0231035e+01   6.2664481e-01   1.6018160e+01   6.9294169e+01   4.6810198e+05
   7.3800000e+00  -1.2665517e+01   4.4390418e+00  -5.0231994e+01   6.2824719e-01   1.6018155e+01   6.9294169e+01   4.6803073e+05
   7.3900000e+00  -1.2693878e+01   4.4490660e+00  -5.0232956e+01   6.2985168e-01   1.6018151e+01   6.9294170e+01   4.6795955e+05
   7.4000000e+00  -1.2722240e+01   4.4590890e+00  -5.0233920e+01   6.3145829e-01   1.6018146e+01   6.9294170e+01   4.6788846e+05
   7.4100000e+00  -1.2750602e+01   4.4691110e+00  -5.0234887e+01   6.3306701e-01   1.6018141e+01   6.9294171e+01   4.6781744e+05
   7.4200000e+00  -1.2778966e+01   4.4791319e+00  -5.0235856e+01   6.3467784e-01   1.6018137e+01   6.9294172e+01   4.6774651e+05
   7.4300000e+00  -1.2807330e+01   4.4891518e+00  -5.0236828e+01   6.3629078e-01   1.6018132e+01   6.9294172e+01   4.6767565e+05
   7.4400000e+00  -1.2835695e+01   4.4991705e+00  -5.0237802e+01   6.3790583e-01   1.6018127e+01   6.9294173e+01   4.6760489e+05
   7.4500000e+00  -1.2864060e+01   4.5091881e+00  -5.0238778e+01   6.3952299e-01   1.6018122e+01   6.9294173e+01   4.6753420e+05
   7.4600000e+00  -1.2892427e+01   4.5192046e+00  -5.0239757e+01   6.4114226e-01   1.6018118e+01   6.9294174e+01   4.6746360e+05
   7.4700000e+00  -1.2920794e+01   4.5292201e+00  -5.0240739e+01   6.4276364e-01   1.6018113e+01   6.9294175e+01   4.6739309e+05
