time [s]	pitch[degree/s]	yaw[degree/s]	roll[degree/s]	altitude[km]	long[degrees]	latd[degrees]	thrust[kN]
   4.2360000e+01  -4.7446112e+01   1.4801514e+01  -5.4877892e+01   1.4218251e+01   1.5744648e+01   6.9328927e+01   4.8044539e+05
   4.2370000e+01  -4.7450492e+01   1.4802434e+01  -5.4879204e+01   1.4224594e+01   1.5744473e+01   6.9328949e+01   4.8048439e+05
   4.2380000e+01  -4.7454871e+01   1.4803354e+01  -5.4880515e+01   1.4230940e+01   1.5744298e+01   6.9328971e+01   4.8052338e+05
   4.2390000e+01  -4.7459248e+01   1.4804273e+01  -5.4881826e+01   1.4237288e+01   1.5744123e+01   6.9328994e+01   4.8056236e+05
   4.2400000e+01  -4.7463624e+01   1.4805191e+01  -5.4883137e+01   1.4243638e+01   1.5743947e+01   6.9329016e+01   4.8060134e+05
   4.2410000e+01  -4.7467998e+01   1.4806109e+01  -5.4884448e+01   1.4249989e+01   1.5743772e+01   6.9329038e+01   4.8064030e+05
   4.2420000e+01  -4.7472370e+01   1.4807026e+01  -5.4885759e+01   1.4256343e+01   1.5743597e+01   6.9329060e+01   4.8067925e+05
   4.2430000e+01  -4.7476741e+01   1.4807943e+01  -5.4887069e+01   1.4262700e+01   1.5743421e+01   6.9329082e+01   4.8071819e+05
   4.2440000e+01  -4.7481111e+01   1.4808860e+01  -5.4888379e+01   1.4269058e+01   1.5743246e+01   6.9329105e+01   4.8075712e+05
   4.2450000e+01  -4.7485479e+01   1.4809776e+01  -5.4889689e+01   1.4275418e+01   1.5743070e+01   6.9329127e+01   4.8079604e+05
   4.2460000e+01  -4.7489845e+01   1.4810691e+01  -5.4890999e+01   1.4281780e+01   1.5742894e+01   6.9329149e+01   4.8083495e+05
   4.2470000e+01  -4.7494210e+01   1.4811606e+01  -5.4892308e+01   1.4288145e+01   1.5742719e+01   6.9329171e+01   4.8087385e+05
   4.2480000e+01  -4.7498573e+01   1.4812520e+01  -5.4893618e+01   1.4294512e+01   1.5742543e+01   6.9329194e+01   4.8091274e+05
   4.2490000e+01  -4.7502935e+01   1.4813434e+01  -5.4894927e+01   1.4300880e+01   1.5742367e+01   6.9329216e+01   4.8095161e+05
   4.2500000e+01  -4.7507295e+01   1.4814347e+01  -5.4896236e+01   1.4307251e+01   1.5742191e+01   6.9329238e+01   4.8099048e+05
   4.2510000e+01  -4.7511654e+01   1.4815260e+01  -5.4897545e+01   1.4313624e+01   1.5742015e+01   6.9329261e+01   4.8102934e+05
   4.2520000e+01  -4.7516011e+01   1.4816173e+01  -5.4898853e+01   1.4319999e+01   1.5741838e+01   6.9329283e+01   4.8106818e+05
   4.2530000e+01  -4.7520367e+01   1.4817084e+01  -5.4900161e+01   1.4326376e+01   1.5741662e+01   6.9329305e+01   4.8110701e+05
   4.2540000e+01  -4.7524721e+01   1.4817996e+01  -5.4901470e+01   1.4332755e+01   1.5741486e+01   6.9329328e+01   4.8114583e+05
   4.2550000e+01  -4.7529073e+01   1.4818907e+01  -5.4902778e+01   1.4339137e+01   1.5741309e+01   6.9329350e+01   4.8118464e+05
   4.2560000e+01  -4.7533424e+01   1.4819817e+01  -5.4904085e+01   1.4345520e+01   1.5741133e+01   6.9329372e+01   4.8122344e+05
   4.2570000e+01  -4.7537774e+01   1.4820727e+01  -5.4905393e+01   1.4351906e+01   1.5740956e+01   6.9329395e+01   4.8126222e+05
   4.2580000e+01  -4.7542122e+01   1.4821636e+01  -5.4906700e+01   1.4358293e+01   1.5740779e+01   6.9329417e+01   4.8130100e+05
   4.2590000e+01  -4.7546468e+01   1.4822545e+01  -5.4908007e+01   1.4364683e+01   1.5740603e+01   6.9329440e+01   4.8133976e+05
   4.2600000e+01  -4.7550813e+01   1.4823453e+01  -5.4909314e+01   1.4371075e+01   1.5740426e+01   6.9329462e+01   4.8137851e+05
   4.2610000e+01  -4.7555157e+01   1.4824361e+01  -5.4910621e+01   1.4377469e+01   1.5740249e+01   6.9329484e+01   4.8141724e+05
   4.2620000e+01  -4.7559499e+01   1.4825268e+01  -5.4911928e+01   1.4383865e+01   1.5740072e+01   6.9329507e+01   4.8145597e+05
   4.2630000e+01  -4.7563839e+01   1.4826175e+01  -5.4913234e+01   1.4390263e+01   1.5739894e+01   6.9329529e+01   4.8149468e+05
   4.2640000e+01  -4.7568178e+01   1.4827081e+01  -5.4914540e+01   1.4396663e+01   1.5739717e+01   6.9329552e+01   4.8153338e+05
   4.2650000e+01  -4.7572515e+01   1.4827987e+01  -5.4915846e+01   1.4403066e+01   1.5739540e+01   6.9329574e+01   4.8157207e+05
   4.2660000e+01  -4.7576851e+01   1.4828892e+01  -5.4917152e+01   1.4409471e+01   1.5739362e+01   6.9329597e+01   4.8161074e+05
   4.2670000e+01  -4.7581185e+01   1.4829797e+01  -5.4918457e+01   1.4415877e+01   1.5739185e+01   6.9329619e+01   4.8164941e+05
   4.2680000e+01  -4.7585518e+01   1.4830701e+01  -5.4919763e+01   1.4422286e+01   1.5739007e+01   6.9329642e+01   4.8168806e+05
   4.2690000e+01  -4.7589849e+01   1.4831605e+01  -5.4921068e+01   1.4428697e+01   1.5738830e+01   6.9329664e+01   4.8172669e+05
   4.2700000e+01  -4.7594178e+01   1.4832508e+01  -5.4922373e+01   1.4435110e+01   1.5738652e+01   6.9329687e+01   4.8176532e+05
   4.2710000e+01  -4.7598507e+01   1.4833411e+01  -5.4923677e+01   1.4441525e+01   1.5738474e+01   6.9329709e+01   4.8180393e+05
   4.2720000e+01  -4.7602833e+01   1.4834313e+01  -5.4924982e+01   1.4447943e+01   1.5738296e+01   6.9329732e+01   4.8184252e+05
   4.2730000e+01  -4.7607158e+01   1.4835214e+01  -5.4926286e+01   1.4454362e+01   1.5738118e+01   6.9329754e+01   4.8188111e+05
   4.2740000e+01  -4.7611482e+01   1.4836116e+01  -5.4927590e+01   1.4460784e+01   1.5737940e+01   6.9329777e+01   4.8191968e+05
   4.2750000e+01  -4.7615804e+01   1.4837016e+01  -5.4928894e+01   1.4467207e+01   1.5737762e+01   6.9329799e+01   4.8195824e+05
   4.2760000e+01  -4.7620124e+01   1.4837916e+01  -5.4930198e+01   1.4473633e+01   1.5737584e+01   6.9329822e+01   4.8199678e+05
   4.2770000e+01  -4.7624443e+01   1.4838816e+01  -5.4931501e+01   1.4480061e+01   1.5737405e+01   6.9329845e+01   4.8203532e+05
   4.2780000e+01  -4.7628760e+01   1.4839715e+01  -5.4932805e+01   1.4486491e+01   1.5737227e+01   6.9329867e+01   4.8207384e+05
   4.2790000e+01  -4.7633076e+01   1.4840614e+01  -5.4934108e+01   1.4492924e+01   1.5737048e+01   6.9329890e+01   4.8211235e+05
   4.2800000e+01  -4.7637391e+01   1.4841512e+01  -5.4935410e+01   1.4499358e+01   1.5736870e+01   6.9329913e+01   4.8215084e+05
   4.2810000e+01  -4.7641703e+01   1.4842410e+01  -5.4936713e+01   1.4505794e+01   1.5736691e+01   6.9329935e+01   4.8218932e+05
   4.2820000e+01  -4.7646015e+01   1.4843307e+01  -5.4938016e+01   1.4512233e+01   1.5736512e+01   6.9329958e+01   4.8222780e+05
   4.2830000e+01  -4.7650324e+01   1.4844203e+01  -5.4939318e+01   1.4518674e+01   1.5736333e+01   6.9329980e+01   4.8226625e+05
   4.2840000e+01  -4.7654633e+01   1.4845100e+01  -5.4940620e+01   1.4525117e+01   1.5736154e+01   6.9330003e+01   4.8230470e+05
   4.2850000e+01  -4.7658939e+01   1.4845995e+01  -5.4941922e+01   1.4531562e+01   1.5735975e+01   6.9330026e+01   4.8234313e+05
   4.2860000e+01  -4.7663244e+01   1.4846890e+01  -5.4943223e+01   1.4538009e+01   1.5735796e+01   6.9330049e+01   4.8238156e+05
   4.2870000e+01  -4.7667548e+01   1.4847785e+01  -5.4944525e+01   1.4544458e+01   1.5735617e+01   6.9330071e+01   4.8241997e+05
   4.2880000e+01  -4.7671850e+01   1.4848679e+01  -5.4945826e+01   1.4550910e+01   1.5735437e+01   6.9330094e+01   4.8245836e+05
   4.2890000e+01  -4.7676151e+01   1.4849573e+01  -5.4947127e+01   1.4557364e+01   1.5735258e+01   6.9330117e+01   4.8249675e+05
   4.2900000e+01  -4.7680450e+01   1.4850466e+01  -5.4948428e+01   1.4563819e+01   1.5735079e+01   6.9330139e+01   4.8253512e+05
   4.2910000e+01  -4.7684747e+01   1.4851358e+01  -5.4949728e+01   1.4570277e+01   1.5734899e+01   6.9330162e+01   4.8257348e+05
   4.2920000e+01  -4.7689043e+01   1.4852250e+01  -5.4951029e+01   1.4576737e+01   1.5734719e+01   6.9330185e+01   4.8261183e+05
   4.2930000e+01  -4.7693338e+01   1.4853142e+01  -5.4952329e+01   1.4583200e+01   1.5734540e+01   6.9330208e+01   4.8265017e+05
   4.2940000e+01  -4.7697631e+01   1.4854033e+01  -5.4953629e+01   1.4589664e+01   1.5734360e+01   6.9330230e+01   4.8268850e+05
   4.2950000e+01  -4.7701922e+01   1.4854924e+01  -5.4954928e+01   1.4596131e+01   1.5734180e+01   6.9330253e+01   4.8272681e+05
   4.2960000e+01  -4.7706212e+01   1.4855814e+01  -5.4956228e+01   1.4602599e+01   1.5734000e+01   6.9330276e+01   4.8276511e+05
   4.2970000e+01  -4.7710500e+01   1.4856703e+01  -5.4957527e+01   1.4609070e+01   1.5733820e+01   6.9330299e+01   4.8280340e+05
   4.2980000e+01  -4.7714787e+01   1.4857592e+01  -5.4958826e+01   1.4615543e+01   1.5733640e+01   6.9330322e+01   4.8284168e+05
   4.2990000e+01  -4.7719073e+01   1.4858481e+01  -5.4960125e+01   1.4622019e+01   1.5733459e+01   6.9330345e+01   4.8287995e+05
   4.3000000e+01  -4.7723356e+01   1.4859369e+01  -5.4961424e+01   1.4628496e+01   1.5733279e+01   6.9330367e+01   4.8291821e+05
   4.3010000e+01  -4.7727639e+01   1.4860257e+01  -5.4962722e+01   1.4634975e+01   1.5733098e+01   6.9330390e+01   4.8295645e+05
   4.3020000e+01  -4.7731919e+01   1.4861144e+01  -5.4964021e+01   1.4641457e+01   1.5732918e+01   6.9330413e+01   4.8299468e+05
   4.3030000e+01  -4.7736199e+01   1.4862030e+01  -5.4965319e+01   1.4647941e+01   1.5732737e+01   6.9330436e+01   4.8303291e+05
   4.3040000e+01  -4.7740476e+01   1.4862916e+01  -5.4966617e+01   1.4654427e+01   1.5732557e+01   6.9330459e+01   4.8307112e+05
   4.3050000e+01  -4.7744752e+01   1.4863802e+01  -5.4967914e+01   1.4660915e+01   1.5732376e+01   6.9330482e+01   4.8310932e+05
   4.3060000e+01  -4.7749027e+01   1.4864687e+01  -5.4969212e+01   1.4667405e+01   1.5732195e+01   6.9330505e+01   4.8314750e+05
   4.3070000e+01  -4.7753300e+01   1.4865571e+01  -5.4970509e+01   1.4673898e+01   1.5732014e+01   6.9330528e+01   4.8318568e+05
   4.3080000e+01  -4.7757572e+01   1.4866455e+01  -5.4971806e+01   1.4680393e+01   1.5731833e+01   6.9330551e+01   4.8322385e+05
   4.3090000e+01  -4.7761842e+01   1.4867339e+01  -5.4973103e+01   1.4686889e+01   1.5731652e+01   6.9330574e+01   4.8326200e+05
   4.3100000e+01  -4.7766110e+01   1.4868222e+01  -5.4974399e+01   1.4693388e+01   1.5731470e+01   6.9330596e+01   4.8330015e+05
   4.3110000e+01  -4.7770377e+01   1.4869104e+01  -5.4975696e+01   1.4699890e+01   1.5731289e+01   6.9330619e+01   4.8333828e+05
   4.3120000e+01  -4.7774643e+01   1.4869986e+01  -5.4976992e+01   1.4706393e+01   1.5731108e+01   6.9330642e+01   4.8337640e+05
   4.3130000e+01  -4.7778907e+01   1.4870868e+01  -5.4978288e+01   1.4712898e+01   1.5730926e+01   6.9330665e+01   4.8341451e+05
   4.3140000e+01  -4.7783169e+01   1.4871749e+01  -5.4979583e+01   1.4719406e+01   1.5730745e+01   6.9330688e+01   4.8345261e+05
   4.3150000e+01  -4.7787430e+01   1.4872629e+01  -5.4980879e+01   1.4725916e+01   1.5730563e+01   6.9330711e+01   4.8349070e+05
   4.3160000e+01  -4.7791690e+01   1.4873509e+01  -5.4982174e+01   1.4732428e+01   1.5730381e+01   6.9330734e+01   4.8352878e+05
   4.3170000e+01  -4.7795947e+01   1.4874389e+01  -5.4983469e+01   1.4738942e+01   1.5730199e+01   6.9330757e+01   4.8356685e+05
   4.3180000e+01  -4.7800204e+01   1.4875268e+01  -5.4984764e+01   1.4745459e+01   1.5730017e+01   6.9330781e+01   4.8360491e+05
   4.3190000e+01  -4.7804459e+01   1.4876146e+01  -5.4986059e+01   1.4751977e+01   1.5729835e+01   6.9330804e+01   4.8364295e+05
   4.3200000e+01  -4.7808712e+01   1.4877024e+01  -5.4987353e+01   1.4758498e+01   1.5729653e+01   6.9330827e+01   4.8368099e+05
   4.3210000e+01  -4.7812964e+01   1.4877902e+01  -5.4988647e+01   1.4765021e+01   1.5729471e+01   6.9330850e+01   4.8371902e+05
   4.3220000e+01  -4.7817214e+01   1.4878779e+01  -5.4989941e+01   1.4771546e+01   1.5729289e+01   6.9330873e+01   4.8375703e+05
   4.3230000e+01  -4.7821463e+01   1.4879655e+01  -5.4991235e+01   1.4778074e+01   1.5729106e+01   6.9330896e+01   4.8379504e+05
   4.3240000e+01  -4.7825710e+01   1.4880531e+01  -5.4992529e+01   1.4784603e+01   1.5728924e+01   6.9330919e+01   4.8383304e+05
   4.3250000e+01  -4.7829956e+01   1.4881407e+01  -5.4993822e+01   1.4791135e+01   1.5728741e+01   6.9330942e+01   4.8387102e+05
   4.3260000e+01  -4.7834200e+01   1.4882282e+01  -5.4995115e+01   1.4797669e+01   1.5728559e+01   6.9330965e+01   4.8390900e+05
   4.3270000e+01  -4.7838443e+01   1.4883156e+01  -5.4996408e+01   1.4804205e+01   1.5728376e+01   6.9330988e+01   4.8394696e+05
   4.3280000e+01  -4.7842684e+01   1.4884030e+01  -5.4997701e+01   1.4810743e+01   1.5728193e+01   6.9331012e+01   4.8398492e+05
   4.3290000e+01  -4.7846923e+01   1.4884904e+01  -5.4998993e+01   1.4817284e+01   1.5728010e+01   6.9331035e+01   4.8402286e+05
   4.3300000e+01  -4.7851161e+01   1.4885777e+01  -5.5000285e+01   1.4823826e+01   1.5727827e+01   6.9331058e+01   4.8406080e+05
   4.3310000e+01  -4.7855398e+01   1.4886649e+01  -5.5001577e+01   1.4830371e+01   1.5727644e+01   6.9331081e+01   4.8409872e+05
   4.3320000e+01  -4.7859633e+01   1.4887521e+01  -5.5002869e+01   1.4836918e+01   1.5727461e+01   6.9331104e+01   4.8413664e+05
   4.3330000e+01  -4.7863867e+01   1.4888393e+01  -5.5004161e+01   1.4843468e+01   1.5727278e+01   6.9331128e+01   4.8417454e+05
   4.3340000e+01  -4.7868099e+01   1.4889264e+01  -5.5005452e+01   1.4850019e+01   1.5727094e+01   6.9331151e+01   4.8421243e+05
   4.3350000e+01  -4.7872329e+01   1.4890134e+01  -5.5006743e+01   1.4856573e+01   1.5726911e+01   6.9331174e+01   4.8425031e+05
   4.3360000e+01  -4.7876558e+01   1.4891004e+01  -5.5008034e+01   1.4863129e+01   1.5726727e+01   6.9331197e+01   4.8428817e+05
   4.3370000e+01  -4.7880786e+01   1.4891874e+01  -5.5009325e+01   1.4869687e+01   1.5726544e+01   6.9331220e+01   4.8432602e+05
   4.3380000e+01  -4.7885011e+01   1.4892743e+01  -5.5010615e+01   1.4876247e+01   1.5726360e+01   6.9331244e+01   4.8436386e+05
   4.3390000e+01  -4.7889236e+01   1.4893611e+01  -5.5011906e+01   1.4882809e+01   1.5726176e+01   6.9331267e+01   4.8440167e+05
   4.3400000e+01  -4.7893459e+01   1.4894479e+01  -5.5013196e+01   1.4889374e+01   1.5725992e+01   6.9331290e+01   4.8443947e+05
   4.3410000e+01  -4.7897680e+01   1.4895347e+01  -5.5014486e+01   1.4895941e+01   1.5725808e+01   6.9331314e+01   4.8447725e+05
   4.3420000e+01  -4.7901900e+01   1.4896214e+01  -5.5015775e+01   1.4902510e+01   1.5725624e+01   6.9331337e+01   4.8451501e+05
   4.3430000e+01  -4.7906118e+01   1.4897080e+01  -5.5017065e+01   1.4909081e+01   1.5725440e+01   6.9331360e+01   4.8455275e+05
   4.3440000e+01  -4.7910335e+01   1.4897946e+01  -5.5018354e+01   1.4915655e+01   1.5725256e+01   6.9331384e+01   4.8459046e+05
   4.3450000e+01  -4.7914551e+01   1.4898812e+01  -5.5019643e+01   1.4922231e+01   1.5725072e+01   6.9331407e+01   4.8462815e+05
   4.3460000e+01  -4.7918764e+01   1.4899677e+01  -5.5020932e+01   1.4928809e+01   1.5724887e+01   6.9331430e+01   4.8466582e+05
   4.3470000e+01  -4.7922977e+01   1.4900541e+01  -5.5022220e+01   1.4935389e+01   1.5724703e+01   6.9331454e+01   4.8470346e+05
   4.3480000e+01  -4.7927187e+01   1.4901405e+01  -5.5023508e+01   1.4941971e+01   1.5724518e+01   6.9331477e+01   4.8474107e+05
   4.3490000e+01  -4.7931397e+01   1.4902269e+01  -5.5024797e+01   1.4948556e+01   1.5724333e+01   6.9331500e+01   4.8477866e+05
   4.3500000e+01  -4.7935604e+01   1.4903132e+01  -5.5026084e+01   1.4955143e+01   1.5724149e+01   6.9331524e+01   4.8481621e+05
   4.3510000e+01  -4.7939811e+01   1.4903994e+01  -5.5027372e+01   1.4961732e+01   1.5723964e+01   6.9331547e+01   4.8485374e+05
   4.3520000e+01  -4.7944015e+01   1.4904856e+01  -5.5028659e+01   1.4968323e+01   1.5723779e+01   6.9331571e+01   4.8489124e+05
   4.3530000e+01  -4.7948218e+01   1.4905718e+01  -5.5029947e+01   1.4974916e+01   1.5723594e+01   6.9331594e+01   4.8492870e+05
   4.3540000e+01  -4.7952420e+01   1.4906579e+01  -5.5031234e+01   1.4981512e+01   1.5723409e+01   6.9331617e+01   4.8496613e+05
   4.3550000e+01  -4.7956620e+01   1.4907439e+01  -5.5032520e+01   1.4988110e+01   1.5723223e+01   6.9331641e+01   4.8500353e+05
   4.3560000e+01  -4.7960819e+01   1.4908299e+01  -5.5033807e+01   1.4994710e+01   1.5723038e+01   6.9331664e+01   4.8504089e+05
   4.3570000e+01  -4.7965016e+01   1.4909159e+01  -5.5035093e+01   1.5001313e+01   1.5722853e+01   6.9331688e+01   4.8507822e+05
   4.3580000e+01  -4.7969212e+01   1.4910018e+01  -5.5036379e+01   1.5007917e+01   1.5722667e+01   6.9331711e+01   4.8511551e+05
   4.3590000e+01  -4.7973406e+01   1.4910876e+01  -5.5037665e+01   1.5014524e+01   1.5722482e+01   6.9331735e+01   4.8515276e+05
   4.3600000e+01  -4.7977598e+01   1.4911734e+01  -5.5038951e+01   1.5021133e+01   1.5722296e+01   6.9331758e+01   4.8518997e+05
   4.3610000e+01  -4.7981789e+01   1.4912592e+01  -5.5040236e+01   1.5027745e+01   1.5722110e+01   6.9331782e+01   4.8522714e+05
   4.3620000e+01  -4.7985979e+01   1.4913449e+01  -5.5041521e+01   1.5034358e+01   1.5721924e+01   6.9331805e+01   4.8526427e+05
   4.3630000e+01  -4.7990167e+01   1.4914305e+01  -5.5042806e+01   1.5040974e+01   1.5721738e+01   6.9331829e+01   4.8530136e+05
   4.3640000e+01  -4.7994353e+01   1.4915161e+01  -5.5044091e+01   1.5047592e+01   1.5721552e+01   6.9331852e+01   4.8533840e+05
   4.3650000e+01  -4.7998538e+01   1.4916017e+01  -5.5045375e+01   1.5054212e+01   1.5721366e+01   6.9331876e+01   4.8537540e+05
   4.3660000e+01  -4.8002722e+01   1.4916872e+01  -5.5046660e+01   1.5060835e+01   1.5721180e+01   6.9331900e+01   4.8541236e+05
   4.3670000e+01  -4.8006904e+01   1.4917726e+01  -5.5047944e+01   1.5067459e+01   1.5720994e+01   6.9331923e+01   4.8544927e+05
   4.3680000e+01  -4.8011084e+01   1.4918580e+01  -5.5049228e+01   1.5074086e+01   1.5720807e+01   6.9331947e+01   4.8548613e+05
   4.3690000e+01  -4.8015263e+01   1.4919434e+01  -5.5050511e+01   1.5080715e+01   1.5720621e+01   6.9331970e+01   4.8552294e+05
   4.3700000e+01  -4.8019440e+01   1.4920287e+01  -5.5051794e+01   1.5087347e+01   1.5720434e+01   6.9331994e+01   4.8555970e+05
   4.3710000e+01  -4.8023616e+01   1.4921139e+01  -5.5053078e+01   1.5093981e+01   1.5720248e+01   6.9332018e+01   4.8559641e+05
   4.3720000e+01  -4.8027791e+01   1.4921992e+01  -5.5054361e+01   1.5100616e+01   1.5720061e+01   6.9332041e+01   4.8563307e+05
   4.3730000e+01  -4.8031964e+01   1.4922843e+01  -5.5055643e+01   1.5107255e+01   1.5719874e+01   6.9332065e+01   4.8566967e+05
   4.3740000e+01  -4.8036135e+01   1.4923694e+01  -5.5056926e+01   1.5113895e+01   1.5719687e+01   6.9332089e+01   4.8570623e+05
   4.3750000e+01  -4.8040305e+01   1.4924545e+01  -5.5058208e+01   1.5120538e+01   1.5719500e+01   6.9332112e+01   4.8574272e+05
   4.3760000e+01  -4.8044473e+01   1.4925395e+01  -5.5059490e+01   1.5127183e+01   1.5719313e+01   6.9332136e+01   4.8577916e+05
   4.3770000e+01  -4.8048640e+01   1.4926244e+01  -5.5060772e+01   1.5133830e+01   1.5719126e+01   6.9332160e+01   4.8581555e+05
   4.3780000e+01  -4.8052805e+01   1.4927093e+01  -5.5062053e+01   1.5140479e+01   1.5718939e+01   6.9332183e+01   4.8585187e+05
   4.3790000e+01  -4.8056969e+01   1.4927942e+01  -5.5063335e+01   1.5147131e+01   1.5718751e+01   6.9332207e+01   4.8588814e+05
   4.3800000e+01  -4.8061131e+01   1.4928790e+01  -5.5064616e+01   1.5153785e+01   1.5718564e+01   6.9332231e+01   4.8592435e+05
   4.3810000e+01  -4.8065292e+01   1.4929637e+01  -5.5065897e+01   1.5160441e+01   1.5718376e+01   6.9332255e+01   4.8596049e+05
   4.3820000e+01  -4.8069451e+01   1.4930485e+01  -5.5067177e+01   1.5167099e+01   1.5718188e+01   6.9332278e+01   4.8599657e+05
   4.3830000e+01  -4.8073609e+01   1.4931331e+01  -5.5068458e+01   1.5173760e+01   1.5718001e+01   6.9332302e+01   4.8603259e+05
   4.3840000e+01  -4.8077765e+01   1.4932177e+01  -5.5069738e+01   1.5180423e+01   1.5717813e+01   6.9332326e+01   4.8606855e+05
   4.3850000e+01  -4.8081920e+01   1.4933023e+01  -5.5071018e+01   1.5187088e+01   1.5717625e+01   6.9332350e+01   4.8610444e+05
   4.3860000e+01  -4.8086073e+01   1.4933868e+01  -5.5072297e+01   1.5193756e+01   1.5717437e+01   6.9332374e+01   4.8614026e+05
   4.3870000e+01  -4.8090225e+01   1.4934712e+01  -5.5073577e+01   1.5200425e+01   1.5717249e+01   6.9332397e+01   4.8617602e+05
   4.3880000e+01  -4.8094375e+01   1.4935557e+01  -5.5074856e+01   1.5207097e+01   1.5717061e+01   6.9332421e+01   4.8621170e+05
   4.3890000e+01  -4.8098524e+01   1.4936400e+01  -5.5076135e+01   1.5213772e+01   1.5716872e+01   6.9332445e+01   4.8624732e+05
   4.3900000e+01  -4.8102671e+01   1.4937243e+01  -5.5077414e+01   1.5220448e+01   1.5716684e+01   6.9332469e+01   4.8628287e+05
   4.3910000e+01  -4.8106817e+01   1.4938086e+01  -5.5078693e+01   1.5227127e+01   1.5716495e+01   6.9332493e+01   4.8631834e+05
   4.3920000e+01  -4.8110961e+01   1.4938928e+01  -5.5079971e+01   1.5233808e+01   1.5716307e+01   6.9332517e+01   4.8635374e+05
   4.3930000e+01  -4.8115103e+01   1.4939770e+01  -5.5081249e+01   1.5240491e+01   1.5716118e+01   6.9332540e+01   4.8638907e+05
   4.3940000e+01  -4.8119244e+01   1.4940611e+01  -5.5082527e+01   1.5247177e+01   1.5715929e+01   6.9332564e+01   4.8642432e+05
   4.3950000e+01  -4.8123384e+01   1.4941451e+01  -5.5083804e+01   1.5253865e+01   1.5715741e+01   6.9332588e+01   4.8645950e+05
   4.3960000e+01  -4.8127522e+01   1.4942291e+01  -5.5085082e+01   1.5260555e+01   1.5715552e+01   6.9332612e+01   4.8649460e+05
   4.3970000e+01  -4.8131659e+01   1.4943131e+01  -5.5086359e+01   1.5267247e+01   1.5715363e+01   6.9332636e+01   4.8652961e+05
   4.3980000e+01  -4.8135794e+01   1.4943970e+01  -5.5087636e+01   1.5273942e+01   1.5715174e+01   6.9332660e+01   4.8656454e+05
   4.3990000e+01  -4.8139927e+01   1.4944809e+01  -5.5088913e+01   1.5280639e+01   1.5714984e+01   6.9332684e+01   4.8659938e+05
   4.4000000e+01  -4.8144059e+01   1.4945647e+01  -5.5090189e+01   1.5287338e+01   1.5714795e+01   6.9332708e+01   4.8663414e+05
   4.4010000e+01  -4.8148190e+01   1.4946485e+01  -5.5091465e+01   1.5294039e+01   1.5714606e+01   6.9332732e+01   4.8666880e+05
   4.4020000e+01  -4.8152319e+01   1.4947322e+01  -5.5092741e+01   1.5300743e+01   1.5714416e+01   6.9332756e+01   4.8670336e+05
   4.4030000e+01  -4.8156447e+01   1.4948158e+01  -5.5094017e+01   1.5307449e+01   1.5714227e+01   6.9332780e+01   4.8673783e+05
   4.4040000e+01  -4.8160573e+01   1.4948995e+01  -5.5095293e+01   1.5314158e+01   1.5714037e+01   6.9332804e+01   4.8677219e+05
   4.4050000e+01  -4.8164697e+01   1.4949830e+01  -5.5096568e+01   1.5320868e+01   1.5713847e+01   6.9332828e+01   4.8680646e+05
   4.4060000e+01  -4.8168820e+01   1.4950665e+01  -5.5097843e+01   1.5327581e+01   1.5713657e+01   6.9332852e+01   4.8684061e+05
   4.4070000e+01  -4.8172942e+01   1.4951500e+01  -5.5099118e+01   1.5334296e+01   1.5713467e+01   6.9332876e+01   4.8687466e+05
   4.4080000e+01  -4.8177062e+01   1.4952334e+01  -5.5100393e+01   1.5341014e+01   1.5713277e+01   6.9332900e+01   4.8690860e+05
   4.4090000e+01  -4.8181180e+01   1.4953168e+01  -5.5101667e+01   1.5347734e+01   1.5713087e+01   6.9332924e+01   4.8694243e+05
   4.4100000e+01  -4.8185297e+01   1.4954001e+01  -5.5102941e+01   1.5354456e+01   1.5712897e+01   6.9332948e+01   4.8697614e+05
   4.4110000e+01  -4.8189413e+01   1.4954834e+01  -5.5104215e+01   1.5361180e+01   1.5712707e+01   6.9332973e+01   4.8700973e+05
   4.4120000e+01  -4.8193527e+01   1.4955666e+01  -5.5105489e+01   1.5367907e+01   1.5712516e+01   6.9332997e+01   4.8704320e+05
   4.4130000e+01  -4.8197639e+01   1.4956498e+01  -5.5106762e+01   1.5374636e+01   1.5712326e+01   6.9333021e+01   4.8707654e+05
   4.4140000e+01  -4.8201750e+01   1.4957329e+01  -5.5108035e+01   1.5381367e+01   1.5712135e+01   6.9333045e+01   4.8710976e+05
   4.4150000e+01  -4.8205859e+01   1.4958160e+01  -5.5109308e+01   1.5388100e+01   1.5711945e+01   6.9333069e+01   4.8714286e+05
   4.4160000e+01  -4.8209967e+01   1.4958990e+01  -5.5110581e+01   1.5394836e+01   1.5711754e+01   6.9333093e+01   4.8717581e+05
   4.4170000e+01  -4.8214074e+01   1.4959820e+01  -5.5111853e+01   1.5401574e+01   1.5711563e+01   6.9333117e+01   4.8720864e+05
   4.4180000e+01  -4.8218179e+01   1.4960649e+01  -5.5113126e+01   1.5408315e+01   1.5711372e+01   6.9333142e+01   4.8724133e+05
   4.4190000e+01  -4.8222282e+01   1.4961478e+01  -5.5114398e+01   1.5415057e+01   1.5711181e+01   6.9333166e+01   4.8727388e+05
   4.4200000e+01  -4.8226384e+01   1.4962306e+01  -5.5115669e+01   1.5421803e+01   1.5710990e+01   6.9333190e+01   4.8730628e+05
