t[s]		thtr[deg]	psir[deg]	phir[deg]	CA[-]		Clp[-]		Cld[1/rad]	Cmq[1/rad]	Cnr[1/rad]	CNa[1/rad]	CYb[1/rad]	emp[N]		Ixx[kgm2]	Iyy[kgm2]	Izz[kgm2]	Ixy[kgm2]	Ixz[kgm2]	Iyz[kgm2]	Ixxp[kgm2]	Iyyp[kgm2]	Izzp[kgm2]	Ixyp[kgm2]	Ixzp[kgm2]	Iyzp[kgm2]	massa[kg]	pdin[Pa]	U[m/s]		Xcg[m]		Ycg[m]		Zcg[m]		Xcp[m]		Ycp[m]		Zcp[m]		mp[kg/s]	ax_net[m/s2]	ay_net[m/s2]	az_net[m/s2]	altitude[km]	mach[-]		Rec[km]		long[deg]	gcLat[deg]	gdLat[deg]	gravXV[m/s2]	gravYV[m/s2]	gravZV[m/s2]	gravXB[m/s2]	gravYB[m/s2]	gravZB[m/s2]	AoA[deg]	AoAtotal[deg] 	DLR_pitch[deg]	DLR_yaw[deg]	DLR_roll[deg]
  2.1060000e-002  8.1997257e-002  9.7769040e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.2610224e+005  3.8795773e+003  7.6695455e+004  7.6695455e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5639534e+004  0.0000000e+000  0.0000000e+000 -8.0358105e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  8.0614145e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000 -2.7201999e-008 -1.2760223e-001 -5.0000012e+001
  2.1320000e-002  8.1996936e-002  9.7769309e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.2763716e+005  3.8795742e+003  7.6695324e+004  7.6695324e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5639484e+004  0.0000000e+000  0.0000000e+000 -8.0358081e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  8.1595470e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000  5.2616645e-009 -1.2760222e-001 -5.0000013e+001
  2.1580000e-002  8.1996661e-002  9.7769540e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.2915375e+005  3.8795710e+003  7.6695192e+004  7.6695192e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5639435e+004  0.0000000e+000  0.0000000e+000 -8.0358058e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  8.2565085e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000 -2.1938743e-008 -1.2760222e-001 -5.0000014e+001
  2.1840000e-002  8.1996341e-002  9.7769809e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.3066219e+005  3.8795679e+003  7.6695061e+004  7.6695061e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5639385e+004  0.0000000e+000  0.0000000e+000 -8.0358034e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  8.3529498e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000  9.7588750e-009 -1.2760223e-001 -5.0000015e+001
  2.2100000e-002  8.1996066e-002  9.7770040e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.3217064e+005  3.8795648e+003  7.6694929e+004  7.6694929e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5639336e+004  0.0000000e+000  0.0000000e+000 -8.0358011e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  8.4493914e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000 -1.7441532e-008 -1.2760223e-001 -5.0000016e+001
  2.2360000e-002  8.1995746e-002  9.7770309e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.3367909e+005  3.8795617e+003  7.6694798e+004  7.6694798e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5639286e+004  0.0000000e+000  0.0000000e+000 -8.0357988e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  8.5458333e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000  1.4256086e-008 -1.2760223e-001 -5.0000017e+001
  2.2620000e-002  8.1995471e-002  9.7770539e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.3517881e+005  3.8795586e+003  7.6694666e+004  7.6694666e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5639236e+004  0.0000000e+000  0.0000000e+000 -8.0357964e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  8.6417177e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000 -1.3587111e-008 -1.2760223e-001 -5.0000018e+001
  2.2880000e-002  8.1995150e-002  9.7770808e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.3664945e+005  3.8795554e+003  7.6694535e+004  7.6694535e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5639187e+004  0.0000000e+000  0.0000000e+000 -8.0357941e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  8.7357432e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000  1.8876553e-008 -1.2760223e-001 -5.0000019e+001
  2.3140000e-002  8.1994875e-002  9.7771039e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.3812009e+005  3.8795523e+003  7.6694403e+004  7.6694403e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5639137e+004  0.0000000e+000  0.0000000e+000 -8.0357917e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  8.8297689e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000 -8.3238547e-009 -1.2760223e-001 -5.0000020e+001
  2.3400000e-002  8.1994555e-002  9.7771308e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.3959073e+005  3.8795492e+003  7.6694271e+004  7.6694271e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5639088e+004  0.0000000e+000  0.0000000e+000 -8.0357894e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  8.9237949e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000  2.3373763e-008 -1.2760223e-001 -5.0000021e+001
  2.3660000e-002  8.1994280e-002  9.7771538e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.4106137e+005  3.8795461e+003  7.6694140e+004  7.6694140e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5639038e+004  0.0000000e+000  0.0000000e+000 -8.0357871e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  9.0178213e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000 -4.4694331e-009 -1.2760223e-001 -5.0000022e+001
  2.3920000e-002  8.1993959e-002  9.7771807e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.4251639e+005  3.8795430e+003  7.6694008e+004  7.6694008e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5638988e+004  0.0000000e+000  0.0000000e+000 -8.0357847e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  9.1108498e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000  2.7994230e-008 -1.2760222e-001 -5.0000023e+001
  2.4180000e-002  8.1993685e-002  9.7772038e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.4396316e+005  3.8795398e+003  7.6693877e+004  7.6693877e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5638939e+004  0.0000000e+000  0.0000000e+000 -8.0357824e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  9.2033503e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000  2.7777292e-011 -1.2760223e-001 -5.0000025e+001
  2.4440000e-002  8.1993410e-002  9.7772268e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.4540992e+005  3.8795367e+003  7.6693745e+004  7.6693745e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5638889e+004  0.0000000e+000  0.0000000e+000 -8.0357800e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  9.2958511e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000 -2.7815419e-008 -1.2760223e-001 -5.0000026e+001
  2.4700000e-002  8.1993089e-002  9.7772537e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.4685668e+005  3.8795336e+003  7.6693614e+004  7.6693614e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5638840e+004  0.0000000e+000  0.0000000e+000 -8.0357777e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  9.3883521e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000  4.6482443e-009 -1.2760222e-001 -5.0000027e+001
  2.4960000e-002  8.1992814e-002  9.7772768e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.4830344e+005  3.8795305e+003  7.6693482e+004  7.6693482e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5638790e+004  0.0000000e+000  0.0000000e+000 -8.0357754e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  9.4808536e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000 -2.2552163e-008 -1.2760222e-001 -5.0000028e+001
  2.5220000e-002  8.1992494e-002  9.7773037e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.4972667e+005  3.8795274e+003  7.6693351e+004  7.6693351e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5638741e+004  0.0000000e+000  0.0000000e+000 -8.0357730e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  9.5718514e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000  9.1454547e-009 -1.2760223e-001 -5.0000029e+001
  2.5480000e-002  8.1992219e-002  9.7773268e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.5114991e+005  3.8795242e+003  7.6693219e+004  7.6693219e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5638691e+004  0.0000000e+000  0.0000000e+000 -8.0357707e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  9.6628495e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000 -1.8054953e-008 -1.2760223e-001 -5.0000030e+001
  2.5740000e-002  8.1991899e-002  9.7773537e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.5257314e+005  3.8795211e+003  7.6693088e+004  7.6693088e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5638641e+004  0.0000000e+000  0.0000000e+000 -8.0357683e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  9.7538480e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000  1.3642665e-008 -1.2760223e-001 -5.0000031e+001
  2.6000000e-002  8.1991624e-002  9.7773767e-002  0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  1.5399638e+005  3.8795180e+003  7.6692956e+004  7.6692956e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5638592e+004  0.0000000e+000  0.0000000e+000 -8.0357660e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  9.8448468e+000  0.0000000e+000  0.0000000e+000  4.6500000e-002  0.0000000e+000  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  0.0000000e+000  0.0000000e+000 -1.4200531e-008 -1.2760223e-001 -5.0000032e+001
  5.4700000e-002  8.1958924e-002  9.7801205e-002 -0.0000000e+000  3.2275580e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  2.7897286e+005  3.8791736e+003  7.6678436e+004  7.6678436e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5633119e+004  9.3660110e-003  1.2393350e-001 -8.0355077e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  1.7837867e+001  0.0000000e+000 -3.9256518e-008  4.6501232e-002  3.6439113e-004  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608177e-003  2.9115922e-001  2.9115922e-001  2.5546925e-008 -1.2760223e-001 -5.0000144e+001
  8.3400000e-002  8.1926271e-002  9.7828605e-002 -0.0000000e+000  3.2275581e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  3.5796112e+005  3.8788292e+003  7.6663916e+004  7.6663916e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5627646e+004  1.1380541e-001  4.3201295e-001 -8.0352494e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  2.2894409e+001  0.0000000e+000 -2.7373050e-007  4.6508864e-002  1.2702000e-003  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608176e-003  1.6705282e-001  1.6705282e-001  4.8642421e-009 -1.2760223e-001 -5.0000256e+001
  1.1210000e-001  8.1893617e-002  9.7856005e-002 -0.0000000e+000  3.2275583e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  4.0742930e+005  3.8784848e+003  7.6649396e+004  7.6649396e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5622173e+004  4.4695174e-001  8.5614397e-001 -8.0349911e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  2.6066176e+001  0.0000000e+000 -8.1385387e-007  4.6527131e-002  2.5172216e-003  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703515e-002  0.0000000e+000  9.8297329e+000 -9.8297329e+000 -1.0058014e-002 -3.6608176e-003  1.2644240e-001  1.2644240e-001 -1.5052416e-008 -1.2760223e-001 -5.0000368e+001
  1.4080000e-001  8.1860918e-002  9.7883443e-002 -0.0000000e+000  3.2275587e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  4.3836815e+005  3.8781404e+003  7.6634876e+004  7.6634876e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5616699e+004  1.1162349e+000  1.3529921e+000 -8.0347328e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  2.8054803e+001  0.0000000e+000 -1.7152121e-006  4.6558697e-002  3.9780455e-003  6.3594919e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703514e-002  0.0000000e+000  9.8297328e+000 -9.8297328e+000 -1.0058013e-002 -3.6608175e-003  1.0667887e-001  1.0667887e-001  2.3928928e-008 -1.2760223e-001 -5.0000480e+001
  1.6950000e-001  8.1828265e-002  9.7910843e-002 -0.0000000e+000  3.2275593e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  4.5747453e+005  3.8777960e+003  7.6620357e+004  7.6620357e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5611226e+004  2.1901890e+000  1.8952189e+000 -8.0344745e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  2.9287716e+001  0.0000000e+000 -3.0038359e-006  4.6605224e-002  5.5722931e-003  6.3594920e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703514e-002  0.0000000e+000  9.8297326e+000 -9.8297326e+000 -1.0058013e-002 -3.6608174e-003  9.5195713e-002  9.5195713e-002  3.2461740e-009 -1.2760223e-001 -5.0000592e+001
  1.9820000e-001  8.1795611e-002  9.7938243e-002 -0.0000000e+000  3.2275600e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  4.6926902e+005  3.8774516e+003  7.6605837e+004  7.6605837e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5605753e+004  3.7072791e+000  2.4657419e+000 -8.0342162e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  3.0053509e+001  0.0000000e+000 -4.6906028e-006  4.6667751e-002  7.2497395e-003  6.3594920e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703514e-002  0.0000000e+000  9.8297324e+000 -9.8297324e+000 -1.0058013e-002 -3.6608173e-003  8.7801344e-002  8.7801344e-002 -1.6670552e-008 -1.2760223e-001 -5.0000704e+001
  2.2690000e-001  8.1762912e-002  9.7965681e-002 -0.0000000e+000  3.2275610e-001  2.6302000e+000  1.3854000e+000  3.4502190e+002  3.4502190e+002  5.5055500e+000  5.5055500e+000  4.7657081e+005  3.8771072e+003  7.6591317e+004  7.6591317e+004  0.0000000e+000  0.0000000e+000  0.0000000e+000 -1.2000000e+001 -5.0592000e+002 -5.0592000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.5600280e+004  5.6866328e+000  3.0538610e+000 -8.0339579e+000  0.0000000e+000  0.0000000e+000 -8.3206000e+000  0.0000000e+000  0.0000000e+000  1.9070000e+002  3.0532196e+001  0.0000000e+000 -6.7788820e-006  4.6746924e-002  8.9789261e-003  6.3594921e+003  1.6018840e+001  6.9166496e+001  6.9294098e+001 -1.0703513e-002  0.0000000e+000  9.8297322e+000 -9.8297322e+000 -1.0058012e-002 -3.6608171e-003  8.2705553e-002  8.2705553e-002  2.2310722e-008 -1.2760223e-001 -5.0000816e+001
