t[s]	emp[N]	Ixx[kgm2]	Iyy[kgm2]	Izz[kgm2]	massa[kg]	Xcg[m]	altitude[km]	long[deg]	gdLat[deg]	DLR_pitch[deg]	DLR_yaw[deg]	DLR_roll[deg]
24.840000000	410515.384415492	3299.397455381	64475.281254180	64475.281254180	11125.692185975	-7.795715110	6.317698836	-44.359102289	-2.308628030	11.510340888	8.913704651	-50.553984732
24.850000000	410538.198022001	3299.044783791	64470.692742089	64470.692742089	11124.053236643	-7.795602488	6.322392164	-44.359093960	-2.308620966	11.512819935	8.915166142	-50.553934466
24.860000000	410561.060174574	3298.692001234	64466.105114180	64466.105114180	11122.414274978	-7.795489776	6.327087157	-44.359085625	-2.308613898	11.515298711	8.916627143	-50.553883936
24.870000000	410583.970903511	3298.339106717	64461.518397020	64461.518397020	11120.775300839	-7.795376972	6.331783817	-44.359077286	-2.308606826	11.517777217	8.918087654	-50.553833142
24.880000000	410606.930239111	3297.986099247	64456.932617176	64456.932617176	11119.136314087	-7.795264074	6.336482144	-44.359068943	-2.308599750	11.520255453	8.919547676	-50.553782084
24.890000000	410629.938211676	3297.632977829	64452.347801213	64452.347801213	11117.497314581	-7.795151081	6.341182139	-44.359060594	-2.308592670	11.522733418	8.921007207	-50.553730761
24.900000000	410652.994851506	3297.279741470	64447.763975698	64447.763975698	11115.858302181	-7.795037991	6.345883802	-44.359052241	-2.308585586	11.525211113	8.922466247	-50.553679173
24.910000000	410676.100188899	3296.926389177	64443.181167197	64443.181167197	11114.219276745	-7.794924804	6.350587134	-44.359043884	-2.308578498	11.527688538	8.923924798	-50.553627320
24.920000000	410699.254254158	3296.572919955	64438.599402275	64438.599402275	11112.580238135	-7.794811516	6.355292136	-44.359035521	-2.308571406	11.530165693	8.925382858	-50.553575201
24.930000000	410722.457077582	3296.219332811	64434.018707500	64434.018707500	11110.941186210	-7.794698128	6.359998808	-44.359027154	-2.308564311	11.532642578	8.926840427	-50.553522815
24.940000000	410745.708689470	3295.865626751	64429.439109437	64429.439109437	11109.302120828	-7.794584638	6.364707151	-44.359018782	-2.308557211	11.535119193	8.928297505	-50.553470163
24.950000000	410769.009120124	3295.511800781	64424.860634653	64424.860634653	11107.663041851	-7.794471044	6.369417166	-44.359010406	-2.308550107	11.537595538	8.929754093	-50.553417245
24.960000000	410792.358399843	3295.157853909	64420.283309713	64420.283309713	11106.023949137	-7.794357345	6.374128853	-44.359002025	-2.308543000	11.540071613	8.931210190	-50.553364059
24.970000000	410815.756558928	3294.803785140	64415.707161184	64415.707161184	11104.384842546	-7.794243539	6.378842213	-44.358993639	-2.308535888	11.542547418	8.932665795	-50.553310605
24.980000000	410839.203627678	3294.449593481	64411.132215632	64411.132215632	11102.745721938	-7.794129625	6.383557246	-44.358985248	-2.308528773	11.545022954	8.934120910	-50.553256883
24.990000000	410862.699636395	3294.095277937	64406.558499623	64406.558499623	11101.106587173	-7.794015601	6.388273953	-44.358976853	-2.308521654	11.547498220	8.935575533	-50.553202893
25.000000000	410886.244615377	3293.740837516	64401.986039724	64401.986039724	11099.467438110	-7.793901467	6.392992335	-44.358968452	-2.308514530	11.549973216	8.937029665	-50.553148633
25.010000000	410909.838594926	3293.386271224	64397.414862499	64397.414862499	11097.828274609	-7.793787220	6.397712393	-44.358960047	-2.308507403	11.552447943	8.938483305	-50.553094105
25.020000000	410933.481605341	3293.031578066	64392.844994517	64392.844994517	11096.189096529	-7.793672859	6.402434127	-44.358951638	-2.308500272	11.554922400	8.939936454	-50.553039307
25.030000000	410957.173676922	3292.676757050	64388.276462342	64388.276462342	11094.549903731	-7.793558383	6.407157537	-44.358943223	-2.308493137	11.557396588	8.941389111	-50.552984239
25.040000000	410980.914839970	3292.321807181	64383.709292541	64383.709292541	11092.910696073	-7.793443790	6.411882625	-44.358934804	-2.308485998	11.559870506	8.942841277	-50.552928901
25.050000000	411004.705124786	3291.966727466	64379.143511680	64379.143511680	11091.271473416	-7.793329079	6.416609390	-44.358926380	-2.308478855	11.562344155	8.944292950	-50.552873292
25.060000000	411028.544561668	3291.611516912	64374.579146325	64374.579146325	11089.632235619	-7.793214249	6.421337834	-44.358917951	-2.308471708	11.564817535	8.945744132	-50.552817412
25.070000000	411052.433180917	3291.256174524	64370.016223043	64370.016223043	11087.992982542	-7.793099297	6.426067958	-44.358909518	-2.308464557	11.567290645	8.947194821	-50.552761261
25.080000000	411076.371012834	3290.900699309	64365.454768399	64365.454768399	11086.353714044	-7.792984223	6.430799761	-44.358901079	-2.308457402	11.569763486	8.948645019	-50.552704838
25.090000000	411100.358087719	3290.545090273	64360.894808960	64360.894808960	11084.714429985	-7.792869025	6.435533245	-44.358892636	-2.308450243	11.572236058	8.950094724	-50.552648142
25.100000000	411124.394435871	3290.189346423	64356.336371291	64356.336371291	11083.075130225	-7.792753702	6.440268410	-44.358884188	-2.308443080	11.574708361	8.951543936	-50.552591174
25.110000000	411148.480087591	3289.833466765	64351.779481960	64351.779481960	11081.435814624	-7.792638252	6.445005257	-44.358875735	-2.308435913	11.577180395	8.952992656	-50.552533933
25.120000000	411172.615073179	3289.477450306	64347.224167532	64347.224167532	11079.796483040	-7.792522673	6.449743786	-44.358867277	-2.308428742	11.579652160	8.954440884	-50.552476419
25.130000000	411196.799422935	3289.121296051	64342.670454573	64342.670454573	11078.157135334	-7.792406965	6.454483998	-44.358858815	-2.308421567	11.582123656	8.955888618	-50.552418631
25.140000000	411221.033167160	3288.765003007	64338.118369650	64338.118369650	11076.517771366	-7.792291126	6.459225894	-44.358850348	-2.308414389	11.584594883	8.957335860	-50.552360569
25.150000000	411245.316336153	3288.408570180	64333.567939328	64333.567939328	11074.878390995	-7.792175154	6.463969474	-44.358841875	-2.308407206	11.587065842	8.958782609	-50.552302232
25.160000000	411269.648960215	3288.051996577	64329.019190174	64329.019190174	11073.238994080	-7.792059048	6.468714739	-44.358833398	-2.308400019	11.589536532	8.960228865	-50.552243621
25.170000000	411294.031069646	3287.695281204	64324.472148755	64324.472148755	11071.599580482	-7.791942807	6.473461690	-44.358824916	-2.308392829	11.592006952	8.961674628	-50.552184734
25.180000000	411318.462694746	3287.338423067	64319.926841635	64319.926841635	11069.960150060	-7.791826429	6.478210327	-44.358816430	-2.308385634	11.594477105	8.963119897	-50.552125572
25.190000000	411342.943865816	3286.981421173	64315.383295381	64315.383295381	11068.320702673	-7.791709912	6.482960651	-44.358807938	-2.308378435	11.596946989	8.964564674	-50.552066134
25.200000000	411367.474613154	3286.624274528	64310.841536560	64310.841536560	11066.681238182	-7.791593256	6.487712663	-44.358799442	-2.308371233	11.599416604	8.966008956	-50.552006420
25.210000000	411392.054967062	3286.266982138	64306.301591738	64306.301591738	11065.041756445	-7.791476459	6.492466362	-44.358790940	-2.308364026	11.601885950	8.967452746	-50.551946428
25.220000000	411416.684957840	3285.909543010	64301.763487480	64301.763487480	11063.402257324	-7.791359519	6.497221751	-44.358782434	-2.308356815	11.604355029	8.968896041	-50.551886160
25.230000000	411441.364610406	3285.551956563	64297.227240098	64297.227240098	11061.762740614	-7.791242435	6.501978829	-44.358773923	-2.308349601	11.606823839	8.970338843	-50.551825614
25.240000000	411466.093913692	3285.194224980	64292.692797327	64292.692797327	11060.123205699	-7.791125209	6.506737597	-44.358765406	-2.308342382	11.609292380	8.971781151	-50.551764791
25.250000000	411490.872841871	3284.836351577	64288.160078784	64288.160078784	11058.483651792	-7.791007843	6.511498055	-44.358756885	-2.308335160	11.611760652	8.973222965	-50.551703690
25.260000000	411515.701369075	3284.478339674	64283.629003998	64283.629003998	11056.844078103	-7.790890340	6.516260206	-44.358748360	-2.308327933	11.614228655	8.974664284	-50.551642312
25.270000000	411540.579469433	3284.120192591	64279.099492500	64279.099492500	11055.204483844	-7.790772703	6.521024048	-44.358739829	-2.308320703	11.616696389	8.976105109	-50.551580657
25.280000000	411565.507117074	3283.761913645	64274.571463820	64274.571463820	11053.564868229	-7.790654934	6.525789584	-44.358731293	-2.308313468	11.619163853	8.977545438	-50.551518725
25.290000000	411590.484286129	3283.403506158	64270.044837489	64270.044837489	11051.925230467	-7.790537036	6.530556813	-44.358722753	-2.308306229	11.621631046	8.978985273	-50.551456516
25.300000000	411615.510950728	3283.044973448	64265.519533038	64265.519533038	11050.285569772	-7.790419010	6.535325737	-44.358714207	-2.308298987	11.624097969	8.980424613	-50.551394031
25.310000000	411640.587085000	3282.686318836	64260.995469996	64260.995469996	11048.645885355	-7.790300861	6.540096356	-44.358705657	-2.308291740	11.626564621	8.981863457	-50.551331268
25.320000000	411665.712663074	3282.327545640	64256.472567894	64256.472567894	11047.006176427	-7.790182590	6.544868670	-44.358697102	-2.308284490	11.629031003	8.983301806	-50.551268229
25.330000000	411690.887659082	3281.968657179	64251.950746262	64251.950746262	11045.366442201	-7.790064200	6.549642681	-44.358688542	-2.308277235	11.631497112	8.984739658	-50.551204913
25.340000000	411716.112047152	3281.609656775	64247.429924631	64247.429924631	11043.726681888	-7.789945693	6.554418390	-44.358679977	-2.308269977	11.633962950	8.986177015	-50.551141321
25.350000000	411741.385801415	3281.250547745	64242.910022531	64242.910022531	11042.086894700	-7.789827073	6.559195796	-44.358671408	-2.308262714	11.636428516	8.987613875	-50.551077453
25.360000000	411766.708896001	3280.891333409	64238.390959493	64238.390959493	11040.447079849	-7.789708341	6.563974901	-44.358662833	-2.308255448	11.638893810	8.989050239	-50.551013308
25.370000000	411792.081305038	3280.532017088	64233.872655046	64233.872655046	11038.807236547	-7.789589500	6.568755705	-44.358654254	-2.308248177	11.641358831	8.990486106	-50.550948888
25.380000000	411817.503002658	3280.172602099	64229.355028722	64229.355028722	11037.167364005	-7.789470553	6.573538209	-44.358645670	-2.308240902	11.643823579	8.991921476	-50.550884191
25.390000000	411842.973962989	3279.813091764	64224.838000051	64224.838000051	11035.527461436	-7.789351503	6.578322414	-44.358637081	-2.308233624	11.646288053	8.993356349	-50.550819218
25.400000000	411868.494160163	3279.453489400	64220.321488562	64220.321488562	11033.887528051	-7.789232351	6.583108321	-44.358628487	-2.308226341	11.648752254	8.994790725	-50.550753970
25.410000000	411894.063568307	3279.093798329	64215.805413788	64215.805413788	11032.247563062	-7.789113101	6.587895930	-44.358619888	-2.308219054	11.651216182	8.996224603	-50.550688446
25.420000000	411919.682161553	3278.734021869	64211.289695256	64211.289695256	11030.607565681	-7.788993755	6.592685241	-44.358611285	-2.308211764	11.653679835	8.997657983	-50.550622647
25.430000000	411945.349914031	3278.374163339	64206.774252500	64206.774252500	11028.967535119	-7.788874315	6.597476257	-44.358602677	-2.308204469	11.656143213	8.999090866	-50.550556572
25.440000000	411971.066799869	3278.014226059	64202.259005047	64202.259005047	11027.327470589	-7.788754785	6.602268977	-44.358594064	-2.308197170	11.658606317	9.000523250	-50.550490221
25.450000000	411996.832793198	3277.654213349	64197.743872430	64197.743872430	11025.687371301	-7.788635166	6.607063401	-44.358585446	-2.308189867	11.661069145	9.001955135	-50.550423595
25.460000000	412022.647868148	3277.294128529	64193.228774178	64193.228774178	11024.047236469	-7.788515462	6.611859532	-44.358576823	-2.308182561	11.663531698	9.003386522	-50.550356695
25.470000000	412048.511998848	3276.933974916	64188.713629822	64188.713629822	11022.407065304	-7.788395675	6.616657369	-44.358568196	-2.308175250	11.665993975	9.004817410	-50.550289519
25.480000000	412074.425159429	3276.573755832	64184.198358893	64184.198358893	11020.766857017	-7.788275807	6.621456913	-44.358559564	-2.308167935	11.668455976	9.006247799	-50.550222068
25.490000000	412100.387324020	3276.213474596	64179.682880919	64179.682880919	11019.126610821	-7.788155861	6.626258165	-44.358550927	-2.308160616	11.670917701	9.007677689	-50.550154342
25.500000000	412126.398466751	3275.853134526	64175.167115433	64175.167115433	11017.486325926	-7.788035840	6.631061125	-44.358542285	-2.308153293	11.673379149	9.009107079	-50.550086342
25.510000000	412152.458561752	3275.492738943	64170.650981964	64170.650981964	11015.846001546	-7.787915746	6.635865795	-44.358533639	-2.308145966	11.675840320	9.010535970	-50.550018067
25.520000000	412178.567583152	3275.132291165	64166.134400043	64166.134400043	11014.205636892	-7.787795582	6.640672175	-44.358524988	-2.308138635	11.678301214	9.011964361	-50.549949517
25.530000000	412204.725505082	3274.771794514	64161.617289200	64161.617289200	11012.565231175	-7.787675350	6.645480266	-44.358516332	-2.308131300	11.680761830	9.013392251	-50.549880693
25.540000000	412230.932301671	3274.411252306	64157.099568965	64157.099568965	11010.924783608	-7.787555053	6.650290068	-44.358507671	-2.308123961	11.683222168	9.014819641	-50.549811595
25.550000000	412257.187947049	3274.050667864	64152.581158870	64152.581158870	11009.284293402	-7.787434694	6.655101582	-44.358499005	-2.308116618	11.685682228	9.016246531	-50.549742222
25.560000000	412283.492415347	3273.690044505	64148.061978443	64148.061978443	11007.643759769	-7.787314274	6.659914809	-44.358490335	-2.308109271	11.688142009	9.017672920	-50.549672576
25.570000000	412309.845680693	3273.329385549	64143.541947217	64143.541947217	11006.003181921	-7.787193797	6.664729750	-44.358481660	-2.308101919	11.690601512	9.019098807	-50.549602655
25.580000000	412336.247717218	3272.968694317	64139.020984720	64139.020984720	11004.362559070	-7.787073266	6.669546404	-44.358472981	-2.308094564	11.693060735	9.020524194	-50.549532461
25.590000000	412362.698499051	3272.607974126	64134.499010484	64134.499010484	11002.721890427	-7.786952682	6.674364774	-44.358464296	-2.308087205	11.695519679	9.021949079	-50.549461992
25.600000000	412389.198000323	3272.247228297	64129.975944039	64129.975944039	11001.081175204	-7.786832048	6.679184860	-44.358455607	-2.308079841	11.697978343	9.023373463	-50.549391250
25.610000000	412415.746195162	3271.886460150	64125.451704915	64125.451704915	10999.440412614	-7.786711367	6.684006662	-44.358446913	-2.308072474	11.700436726	9.024797344	-50.549320235
25.620000000	412442.343057700	3271.525673003	64120.926212642	64120.926212642	10997.799601867	-7.786590642	6.688830181	-44.358438215	-2.308065102	11.702894830	9.026220724	-50.549248945
25.630000000	412468.988562066	3271.164870176	64116.399386752	64116.399386752	10996.158742176	-7.786469875	6.693655418	-44.358429511	-2.308057727	11.705352652	9.027643601	-50.549177383
25.640000000	412495.682682389	3270.804054989	64111.871146774	64111.871146774	10994.517832753	-7.786349068	6.698482373	-44.358420804	-2.308050347	11.707810194	9.029065976	-50.549105547
25.650000000	412522.425392799	3270.443230760	64107.341412239	64107.341412239	10992.876872809	-7.786228225	6.703311048	-44.358412091	-2.308042963	11.710267454	9.030487848	-50.549033438
25.660000000	412549.216667427	3270.082400811	64102.810102677	64102.810102677	10991.235861556	-7.786107347	6.708141443	-44.358403374	-2.308035575	11.712724433	9.031909217	-50.548961056
25.670000000	412576.056480402	3269.721568459	64098.277137618	64098.277137618	10989.594798206	-7.785986437	6.712973558	-44.358394652	-2.308028184	11.715181129	9.033330083	-50.548888401
25.680000000	412602.944805854	3269.360737025	64093.742436594	64093.742436594	10987.953681970	-7.785865499	6.717807395	-44.358385925	-2.308020788	11.717637544	9.034750446	-50.548815473
25.690000000	412629.881617912	3268.999909828	64089.205919134	64089.205919134	10986.312512061	-7.785744533	6.722642954	-44.358377193	-2.308013388	11.720093675	9.036170305	-50.548742272
25.700000000	412656.866890708	3268.639090187	64084.667504769	64084.667504769	10984.671287691	-7.785623544	6.727480235	-44.358368457	-2.308005984	11.722549524	9.037589660	-50.548668799
25.710000000	412683.900598369	3268.278281422	64080.127113028	64080.127113028	10983.030008071	-7.785502534	6.732319240	-44.358359717	-2.307998575	11.725005090	9.039008512	-50.548595053
25.720000000	412710.982715027	3267.917486853	64075.584663444	64075.584663444	10981.388672412	-7.785381504	6.737159970	-44.358350971	-2.307991163	11.727460372	9.040426859	-50.548521035
25.730000000	412738.113214811	3267.556709798	64071.040075545	64071.040075545	10979.747279928	-7.785260459	6.742002424	-44.358342221	-2.307983747	11.729915370	9.041844702	-50.548446744
25.740000000	412765.292071851	3267.195953578	64066.493268862	64066.493268862	10978.105829829	-7.785139399	6.746846604	-44.358333467	-2.307976326	11.732370084	9.043262040	-50.548372181
25.750000000	412792.519260277	3266.835221511	64061.944162927	64061.944162927	10976.464321327	-7.785018329	6.751692510	-44.358324707	-2.307968902	11.734824513	9.044678873	-50.548297346
25.760000000	412819.794754218	3266.474516918	64057.392677268	64057.392677268	10974.822753635	-7.784897249	6.756540143	-44.358315943	-2.307961473	11.737278658	9.046095201	-50.548222239
25.770000000	412847.118527805	3266.113843118	64052.838731417	64052.838731417	10973.181125963	-7.784776164	6.761389504	-44.358307175	-2.307954041	11.739732518	9.047511024	-50.548146860
25.780000000	412874.490555167	3265.753203430	64048.282244903	64048.282244903	10971.539437525	-7.784655076	6.766240594	-44.358298402	-2.307946604	11.742186092	9.048926341	-50.548071210
25.790000000	412901.910810434	3265.392601173	64043.723137258	64043.723137258	10969.897687531	-7.784533986	6.771093413	-44.358289624	-2.307939163	11.744639381	9.050341153	-50.547995287
25.800000000	412929.379267736	3265.032039668	64039.161328012	64039.161328012	10968.255875193	-7.784412899	6.775947961	-44.358280841	-2.307931718	11.747092383	9.051755459	-50.547919093
25.810000000	412956.895901203	3264.671522233	64034.596736694	64034.596736694	10966.613999724	-7.784291815	6.780804240	-44.358272054	-2.307924269	11.749545099	9.053169258	-50.547842627
25.820000000	412984.460684964	3264.311052188	64030.029282836	64030.029282836	10964.972060334	-7.784170738	6.785662251	-44.358263262	-2.307916816	11.751997529	9.054582551	-50.547765890
25.830000000	413012.073593150	3263.950632853	64025.458885968	64025.458885968	10963.330056237	-7.784049671	6.790521994	-44.358254466	-2.307909359	11.754449672	9.055995338	-50.547688882
25.840000000	413039.734599889	3263.590267547	64020.885465620	64020.885465620	10961.687986643	-7.783928616	6.795383469	-44.358245665	-2.307901897	11.756901527	9.057407618	-50.547611602
25.850000000	413067.443679313	3263.229959590	64016.308941322	64016.308941322	10960.045850765	-7.783807575	6.800246678	-44.358236860	-2.307894432	11.759353095	9.058819391	-50.547534052
25.860000000	413095.200805551	3262.869712300	64011.729232606	64011.729232606	10958.403647813	-7.783686552	6.805111621	-44.358228050	-2.307886962	11.761804375	9.060230656	-50.547456230
25.870000000	413123.005952733	3262.509528998	64007.146259000	64007.146259000	10956.761377001	-7.783565548	6.809978298	-44.358219235	-2.307879489	11.764255367	9.061641414	-50.547378137
25.880000000	413150.859094988	3262.149413003	64002.559940037	64002.559940037	10955.119037540	-7.783444567	6.814846712	-44.358210416	-2.307872011	11.766706070	9.063051665	-50.547299774
25.890000000	413178.760206446	3261.789367634	63997.970195246	63997.970195246	10953.476628641	-7.783323610	6.819716862	-44.358201592	-2.307864529	11.769156485	9.064461407	-50.547221140
25.900000000	413206.709261237	3261.429396211	63993.376944157	63993.376944157	10951.834149517	-7.783202680	6.824588748	-44.358192763	-2.307857043	11.771606610	9.065870642	-50.547142235
25.910000000	413234.706233492	3261.069502054	63988.780106301	63988.780106301	10950.191599379	-7.783081781	6.829462373	-44.358183930	-2.307849553	11.774056446	9.067279368	-50.547063060
25.920000000	413262.751097340	3260.709688481	63984.179601208	63984.179601208	10948.548977440	-7.782960914	6.834337735	-44.358175093	-2.307842059	11.776505992	9.068687586	-50.546983615
25.930000000	413290.843826910	3260.349958813	63979.575348410	63979.575348410	10946.906282910	-7.782840083	6.839214837	-44.358166251	-2.307834561	11.778955249	9.070095295	-50.546903899
25.940000000	413318.984439907	3259.990315586	63974.967283867	63974.967283867	10945.263515110	-7.782719288	6.844093679	-44.358157404	-2.307827058	11.781404215	9.071502495	-50.546823913
25.950000000	413347.173221738	3259.630756533	63970.355444499	63970.355444499	10943.620674026	-7.782598531	6.848974262	-44.358148553	-2.307819552	11.783852890	9.072909186	-50.546743656
25.960000000	413375.410559402	3259.271277560	63965.739905532	63965.739905532	10941.977759895	-7.782477811	6.853856586	-44.358139697	-2.307812041	11.786301276	9.074315368	-50.546663128
25.970000000	413403.696840090	3258.911874572	63961.120742268	63961.120742268	10940.334772957	-7.782357128	6.858740652	-44.358130837	-2.307804526	11.788749372	9.075721040	-50.546582328
25.980000000	413432.032450997	3258.552543474	63956.498030011	63956.498030011	10938.691713449	-7.782236479	6.863626461	-44.358121972	-2.307797007	11.791197179	9.077126203	-50.546501255
25.990000000	413460.417779316	3258.193280169	63951.871844061	63951.871844061	10937.048581611	-7.782115866	6.868514013	-44.358113102	-2.307789484	11.793644696	9.078530856	-50.546419909
26.000000000	413488.853212241	3257.834080562	63947.242259720	63947.242259720	10935.405377681	-7.781995287	6.873403311	-44.358104228	-2.307781957	11.796091924	9.079935000	-50.546338289
26.010000000	413517.339136964	3257.474940557	63942.609352291	63942.609352291	10933.762101898	-7.781874742	6.878294354	-44.358095349	-2.307774425	11.798538863	9.081338634	-50.546256394
26.020000000	413545.875940679	3257.115856059	63937.973197075	63937.973197075	10932.118754500	-7.781754229	6.883187143	-44.358086465	-2.307766890	11.800985514	9.082741757	-50.546174223
26.030000000	413574.464010580	3256.756822972	63933.333869374	63933.333869374	10930.475335725	-7.781633749	6.888081679	-44.358077577	-2.307759350	11.803431876	9.084144371	-50.546091777
26.040000000	413603.103733859	3256.397837200	63928.691444490	63928.691444490	10928.831845813	-7.781513300	6.892977963	-44.358068684	-2.307751806	11.805877950	9.085546474	-50.546009054
26.050000000	413631.795497711	3256.038894647	63924.045997725	63924.045997725	10927.188285002	-7.781392883	6.897875995	-44.358059787	-2.307744259	11.808323736	9.086948067	-50.545926053
26.060000000	413660.539689327	3255.679991218	63919.397604381	63919.397604381	10925.544653530	-7.781272496	6.902775776	-44.358050884	-2.307736706	11.810769235	9.088349149	-50.545842775
26.070000000	413689.336695903	3255.321122816	63914.746339760	63914.746339760	10923.900951637	-7.781152139	6.907677308	-44.358041977	-2.307729150	11.813214446	9.089749720	-50.545759217
26.080000000	413718.186904630	3254.962285347	63910.092279164	63910.092279164	10922.257179560	-7.781031811	6.912580591	-44.358033066	-2.307721590	11.815659369	9.091149781	-50.545675381
26.090000000	413747.090702703	3254.603474714	63905.435497894	63905.435497894	10920.613337539	-7.780911511	6.917485625	-44.358024149	-2.307714025	11.818104006	9.092549330	-50.545591264
26.100000000	413776.048477315	3254.244686822	63900.776071253	63900.776071253	10918.969425811	-7.780791239	6.922392412	-44.358015228	-2.307706456	11.820548356	9.093948369	-50.545506866
26.110000000	413805.060615659	3253.885917574	63896.114074542	63896.114074542	10917.325444616	-7.780670994	6.927300953	-44.358006302	-2.307698884	11.822992419	9.095346896	-50.545422187
26.120000000	413834.127504928	3253.527162876	63891.449583064	63891.449583064	10915.681394192	-7.780550776	6.932211247	-44.357997371	-2.307691307	11.825436196	9.096744912	-50.545337227
26.130000000	413863.249532316	3253.168418632	63886.782672120	63886.782672120	10914.037274777	-7.780430584	6.937123296	-44.357988435	-2.307683725	11.827879687	9.098142417	-50.545251983
26.140000000	413892.427085016	3252.809680745	63882.113417012	63882.113417012	10912.393086611	-7.780310417	6.942037101	-44.357979495	-2.307676140	11.830322891	9.099539409	-50.545166456
26.150000000	413921.660550222	3252.450945121	63877.441893042	63877.441893042	10910.748829931	-7.780190274	6.946952663	-44.357970550	-2.307668550	11.832765810	9.100935890	-50.545080645
26.160000000	413950.950315126	3252.092207662	63872.768175512	63872.768175512	10909.104504977	-7.780070156	6.951869982	-44.357961600	-2.307660957	11.835208444	9.102331860	-50.544994549
26.170000000	413980.296766922	3251.733464275	63868.092339725	63868.092339725	10907.460111987	-7.779950061	6.956789058	-44.357952645	-2.307653359	11.837650792	9.103727317	-50.544908168
26.180000000	414009.700292804	3251.374710862	63863.414460980	63863.414460980	10905.815651199	-7.779829988	6.961709894	-44.357943685	-2.307645756	11.840092856	9.105122262	-50.544821501
26.190000000	414039.161279965	3251.015943329	63858.734614582	63858.734614582	10904.171122852	-7.779709938	6.966632490	-44.357934720	-2.307638150	11.842534634	9.106516694	-50.544734547
26.200000000	414068.680115597	3250.657157579	63854.052875831	63854.052875831	10902.526527185	-7.779589908	6.971556845	-44.357925751	-2.307630540	11.844976128	9.107910615	-50.544647306
26.210000000	414098.257186895	3250.298349516	63849.369320030	63849.369320030	10900.881864437	-7.779469900	6.976482962	-44.357916776	-2.307622925	11.847417338	9.109304022	-50.544559776
26.220000000	414127.892881052	3249.939515046	63844.684022481	63844.684022481	10899.237134845	-7.779349912	6.981410842	-44.357907797	-2.307615306	11.849858263	9.110696917	-50.544471958
26.230000000	414157.587585261	3249.580650072	63839.997058484	63839.997058484	10897.592338649	-7.779229943	6.986340483	-44.357898813	-2.307607683	11.852298905	9.112089299	-50.544383851
26.240000000	414187.341686716	3249.221750498	63835.308503343	63835.308503343	10895.947476087	-7.779109993	6.991271889	-44.357889823	-2.307600056	11.854739263	9.113481169	-50.544295453
26.250000000	414217.155572609	3248.862812230	63830.618432359	63830.618432359	10894.302547397	-7.778990061	6.996205059	-44.357880829	-2.307592424	11.857179337	9.114872525	-50.544206765
26.260000000	414247.029630135	3248.503831170	63825.926920834	63825.926920834	10892.657552819	-7.778870146	7.001139994	-44.357871830	-2.307584789	11.859619128	9.116263368	-50.544117785
26.270000000	414276.964246486	3248.144803224	63821.234044071	63821.234044071	10891.012492590	-7.778750248	7.006076695	-44.357862826	-2.307577149	11.862058636	9.117653697	-50.544028514
26.280000000	414306.959808855	3247.785724296	63816.539877370	63816.539877370	10889.367366950	-7.778630367	7.011015163	-44.357853817	-2.307569505	11.864497862	9.119043513	-50.543938949
26.290000000	414337.016704437	3247.426590289	63811.844496034	63811.844496034	10887.722176137	-7.778510501	7.015955399	-44.357844803	-2.307561856	11.866936805	9.120432816	-50.543849091
26.300000000	414367.135320425	3247.067397109	63807.147975365	63807.147975365	10886.076920389	-7.778390650	7.020897403	-44.357835783	-2.307554204	11.869375465	9.121821604	-50.543758940
26.310000000	414397.316044011	3246.708140659	63802.450390664	63802.450390664	10884.431599946	-7.778270813	7.025841176	-44.357826759	-2.307546547	11.871813844	9.123209879	-50.543668493
26.320000000	414427.559262389	3246.348816844	63797.751817234	63797.751817234	10882.786215045	-7.778150990	7.030786719	-44.357817730	-2.307538886	11.874251940	9.124597640	-50.543577751
26.330000000	414457.865362753	3245.989421568	63793.052330376	63793.052330376	10881.140765925	-7.778031180	7.035734033	-44.357808696	-2.307531221	11.876689755	9.125984887	-50.543486713
26.340000000	414488.234732296	3245.629950735	63788.352005393	63788.352005393	10879.495252826	-7.777911382	7.040683118	-44.357799656	-2.307523551	11.879127288	9.127371619	-50.543395378
26.350000000	414518.667758211	3245.270400250	63783.650917586	63783.650917586	10877.849675984	-7.777791596	7.045633976	-44.357790612	-2.307515878	11.881564540	9.128757837	-50.543303746
26.360000000	414549.164827691	3244.910766017	63778.949142257	63778.949142257	10876.204035640	-7.777671821	7.050586607	-44.357781562	-2.307508200	11.884001511	9.130143540	-50.543211816
26.370000000	414579.726327930	3244.551043940	63774.246754709	63774.246754709	10874.558332032	-7.777552056	7.055541012	-44.357772508	-2.307500518	11.886438202	9.131528729	-50.543119587
26.380000000	414610.352646122	3244.191229923	63769.543830242	63769.543830242	10872.912565398	-7.777432302	7.060497191	-44.357763448	-2.307492832	11.888874612	9.132913403	-50.543027059
26.390000000	414641.044169459	3243.831319871	63764.840444159	63764.840444159	10871.266735976	-7.777312556	7.065455147	-44.357754383	-2.307485141	11.891310741	9.134297562	-50.542934231
26.400000000	414671.801285135	3243.471309688	63760.136671762	63760.136671762	10869.620844006	-7.777192819	7.070414878	-44.357745313	-2.307477446	11.893746590	9.135681206	-50.542841102
26.410000000	414702.624380343	3243.111195278	63755.432588353	63755.432588353	10867.974889726	-7.777073089	7.075376386	-44.357736237	-2.307469747	11.896182160	9.137064335	-50.542747671
26.420000000	414733.513842277	3242.750972546	63750.728269234	63750.728269234	10866.328873375	-7.776953367	7.080339673	-44.357727157	-2.307462044	11.898617450	9.138446949	-50.542653939
