t[s]	emp[N]	Ixx[kgm2]	Iyy[kgm2]	Izz[kgm2]	massa[kg]	Xcg[m]	altitude[km]	long[deg]	gdLat[deg]	DLR_pitch[deg]	DLR_yaw[deg]	DLR_roll[deg]
47.450000000	484984.894643254	2152.165063464	53077.236614407	53077.236614407	7153.996945909	-7.411158971	23.315308013	-44.322314655	-2.277421504	16.354375111	10.651200987	-49.287563453
47.460000000	484931.064069956	2151.506685577	53071.949619294	53071.949619294	7152.157819703	-7.410918498	23.326959770	-44.322286776	-2.277397836	16.356238948	10.651162830	-49.286233178
47.470000000	484877.263214718	2150.848277380	53066.664626028	53066.664626028	7150.318953278	-7.410678118	23.338616522	-44.322258883	-2.277374156	16.358102672	10.651123909	-49.284901976
47.480000000	484823.488681347	2150.189834403	53061.381661565	53061.381661565	7148.480348517	-7.410437829	23.350278270	-44.322230977	-2.277350464	16.359966283	10.651084225	-49.283569846
47.490000000	484769.737073650	2149.531352181	53056.100752862	53056.100752862	7146.642007304	-7.410197628	23.361945016	-44.322203056	-2.277326760	16.361829782	10.651043776	-49.282236787
47.500000000	484716.004995433	2148.872826246	53050.821926876	53050.821926876	7144.803931523	-7.409957512	23.373616761	-44.322175122	-2.277303045	16.363693170	10.651002564	-49.280902798
47.510000000	484662.289050503	2148.214252130	53045.545210562	53045.545210562	7142.966123058	-7.409717480	23.385293506	-44.322147173	-2.277279317	16.365556446	10.650960589	-49.279567880
47.520000000	484608.585842667	2147.555625366	53040.270630877	53040.270630877	7141.128583793	-7.409477529	23.396975253	-44.322119211	-2.277255578	16.367419611	10.650917850	-49.278232031
47.530000000	484554.891975732	2146.896941488	53034.998214778	53034.998214778	7139.291315612	-7.409237657	23.408662004	-44.322091235	-2.277231826	16.369282666	10.650874347	-49.276895251
47.540000000	484501.204053505	2146.238196027	53029.727989221	53029.727989221	7137.454320398	-7.408997860	23.420353759	-44.322063244	-2.277208062	16.371145611	10.650830081	-49.275557539
47.550000000	484447.518679792	2145.579384516	53024.459981163	53024.459981163	7135.617600035	-7.408758138	23.432050520	-44.322035240	-2.277184287	16.373008447	10.650785053	-49.274218896
47.560000000	484393.832458400	2144.920502489	53019.194217561	53019.194217561	7133.781156408	-7.408518487	23.443752288	-44.322007222	-2.277160499	16.374871173	10.650739261	-49.272879320
47.570000000	484340.141993137	2144.261545477	53013.930725370	53013.930725370	7131.944991399	-7.408278905	23.455459065	-44.321979189	-2.277136700	16.376733791	10.650692706	-49.271538811
47.580000000	484286.443887808	2143.602509014	53008.669531547	53008.669531547	7130.109106893	-7.408039389	23.467170852	-44.321951143	-2.277112889	16.378596301	10.650645389	-49.270197368
47.590000000	484232.734746220	2142.943388632	53003.410663048	53003.410663048	7128.273504774	-7.407799937	23.478887651	-44.321923082	-2.277089065	16.380458703	10.650597309	-49.268854991
47.600000000	484179.011172181	2142.284179864	52998.154146831	52998.154146831	7126.438186925	-7.407560548	23.490609463	-44.321895008	-2.277065230	16.382320998	10.650548467	-49.267511679
47.610000000	484125.269769497	2141.624878243	52992.900009852	52992.900009852	7124.603155230	-7.407321217	23.502336288	-44.321866919	-2.277041382	16.384183186	10.650498862	-49.266167432
47.620000000	484071.507141975	2140.965479301	52987.648279066	52987.648279066	7122.768411573	-7.407081944	23.514068130	-44.321838817	-2.277017523	16.386045268	10.650448495	-49.264822249
47.630000000	484017.719893422	2140.305978571	52982.398981432	52982.398981432	7120.933957838	-7.406842725	23.525804988	-44.321810700	-2.276993651	16.387907244	10.650397365	-49.263476130
47.640000000	483963.904627644	2139.646371585	52977.152143904	52977.152143904	7119.099795909	-7.406603558	23.537546865	-44.321782569	-2.276969768	16.389769115	10.650345474	-49.262129074
47.650000000	483910.057948448	2138.986653877	52971.907793440	52971.907793440	7117.265927670	-7.406364441	23.549293762	-44.321754424	-2.276945872	16.391630880	10.650292821	-49.260781080
47.660000000	483856.176459641	2138.326820979	52966.665956996	52966.665956996	7115.432355003	-7.406125371	23.561045680	-44.321726265	-2.276921965	16.393492541	10.650239406	-49.259432149
47.670000000	483802.256765031	2137.666868424	52961.426661528	52961.426661528	7113.599079794	-7.405886346	23.572802621	-44.321698092	-2.276898045	16.395354098	10.650185229	-49.258082279
47.680000000	483748.295468423	2137.006791745	52956.189933994	52956.189933994	7111.766103926	-7.405647364	23.584564585	-44.321669904	-2.276874113	16.397215551	10.650130291	-49.256731470
47.690000000	483694.289173624	2136.346586473	52950.955801349	52950.955801349	7109.933429283	-7.405408422	23.596331575	-44.321641703	-2.276850170	16.399076901	10.650074591	-49.255379722
47.700000000	483640.234484441	2135.686248143	52945.724290550	52945.724290550	7108.101057749	-7.405169517	23.608103592	-44.321613487	-2.276826214	16.400938148	10.650018130	-49.254027033
47.710000000	483586.128004682	2135.025772286	52940.495428554	52940.495428554	7106.268991207	-7.404930648	23.619880636	-44.321585257	-2.276802246	16.402799292	10.649960908	-49.252673404
47.720000000	483531.966338152	2134.365154436	52935.269242316	52935.269242316	7104.437231541	-7.404691811	23.631662711	-44.321557014	-2.276778266	16.404660335	10.649902924	-49.251318834
47.730000000	483477.746088659	2133.704390124	52930.045758794	52930.045758794	7102.605780636	-7.404453005	23.643449816	-44.321528755	-2.276754275	16.406521277	10.649844180	-49.249963322
47.740000000	483423.463860009	2133.043474885	52924.825004944	52924.825004944	7100.774640374	-7.404214227	23.655241953	-44.321500483	-2.276730271	16.408382117	10.649784675	-49.248606868
47.750000000	483369.116256009	2132.382404249	52919.607007722	52919.607007722	7098.943812641	-7.403975475	23.667039124	-44.321472196	-2.276706255	16.410242857	10.649724409	-49.247249471
47.760000000	483314.699880466	2131.721173751	52914.391794085	52914.391794085	7097.113299319	-7.403736746	23.678841330	-44.321443896	-2.276682227	16.412103497	10.649663382	-49.245891131
47.770000000	483260.211337187	2131.059778923	52909.179390990	52909.179390990	7095.283102292	-7.403498038	23.690648572	-44.321415581	-2.276658186	16.413964037	10.649601595	-49.244531847
47.780000000	483205.647229978	2130.398215297	52903.969825393	52903.969825393	7093.453223445	-7.403259348	23.702460852	-44.321387251	-2.276634134	16.415824478	10.649539048	-49.243171618
47.790000000	483151.004162647	2129.736478407	52898.763124249	52898.763124249	7091.623664661	-7.403020674	23.714278171	-44.321358908	-2.276610070	16.417684820	10.649475740	-49.241810445
47.800000000	483096.278739000	2129.074563784	52893.559314517	52893.559314517	7089.794427823	-7.402782014	23.726100531	-44.321330550	-2.276585994	16.419545064	10.649411672	-49.240448326
47.810000000	483041.467562843	2128.412466962	52888.358423152	52888.358423152	7087.965514817	-7.402543365	23.737927933	-44.321302178	-2.276561905	16.421405210	10.649346844	-49.239085262
47.820000000	482986.567237984	2127.750183474	52883.160477111	52883.160477111	7086.136927525	-7.402304725	23.749760378	-44.321273792	-2.276537805	16.423265259	10.649281257	-49.237721250
47.830000000	482931.574368230	2127.087708851	52877.965503350	52877.965503350	7084.308667832	-7.402066091	23.761597868	-44.321245391	-2.276513692	16.425125210	10.649214909	-49.236356292
47.840000000	482876.485557387	2126.425038628	52872.773528826	52872.773528826	7082.480737621	-7.401827461	23.773440404	-44.321216976	-2.276489567	16.426985065	10.649147802	-49.234990386
47.850000000	482821.297409262	2125.762168335	52867.584580495	52867.584580495	7080.653138776	-7.401588833	23.785287987	-44.321188547	-2.276465430	16.428844824	10.649079935	-49.233623532
47.860000000	482766.006527661	2125.099093507	52862.398685314	52862.398685314	7078.825873181	-7.401350204	23.797140619	-44.321160104	-2.276441281	16.430704488	10.649011309	-49.232255730
47.870000000	482710.609516393	2124.435809676	52857.215870240	52857.215870240	7076.998942719	-7.401111572	23.808998302	-44.321131646	-2.276417120	16.432564056	10.648941924	-49.230886978
47.880000000	482655.102979262	2123.772312375	52852.036162228	52852.036162228	7075.172349276	-7.400872934	23.820861036	-44.321103174	-2.276392947	16.434423529	10.648871779	-49.229517276
47.890000000	482599.483520077	2123.108597135	52846.859588235	52846.859588235	7073.346094733	-7.400634289	23.832728823	-44.321074687	-2.276368762	16.436282908	10.648800875	-49.228146625
47.900000000	482543.747742644	2122.444659491	52841.686175218	52841.686175218	7071.520180976	-7.400395632	23.844601664	-44.321046186	-2.276344564	16.438142193	10.648729213	-49.226775022
47.910000000	482487.892250769	2121.780494974	52836.515950133	52836.515950133	7069.694609888	-7.400156963	23.856479561	-44.321017671	-2.276320355	16.440001385	10.648656791	-49.225402468
47.920000000	482431.913648260	2121.116099118	52831.348939937	52831.348939937	7067.869383353	-7.399918279	23.868362515	-44.320989141	-2.276296133	16.441860484	10.648583611	-49.224028962
47.930000000	482375.808538923	2120.451467455	52826.185171586	52826.185171586	7066.044503254	-7.399679577	23.880250528	-44.320960597	-2.276271899	16.443719490	10.648509672	-49.222654504
47.940000000	482319.573807152	2119.786596066	52821.024668741	52821.024668741	7064.219971228	-7.399440855	23.892143601	-44.320932039	-2.276247653	16.445578404	10.648434975	-49.221279093
47.950000000	482263.209245181	2119.121486715	52815.867420907	52815.867420907	7062.395786341	-7.399202112	23.904041735	-44.320903466	-2.276223395	16.447437226	10.648359520	-49.219902729
47.960000000	482206.716365815	2118.456144530	52810.713397380	52810.713397380	7060.571946137	-7.398963347	23.915944931	-44.320874879	-2.276199125	16.449295957	10.648283306	-49.218525411
47.970000000	482150.096704292	2117.790574681	52805.562567192	52805.562567192	7058.748448141	-7.398724559	23.927853191	-44.320846277	-2.276174842	16.451154596	10.648206334	-49.217147140
47.980000000	482093.351795852	2117.124782339	52800.414899376	52800.414899376	7056.925289879	-7.398485748	23.939766516	-44.320817661	-2.276150548	16.453013144	10.648128603	-49.215767915
47.990000000	482036.483175734	2116.458772675	52795.270362963	52795.270362963	7055.102468876	-7.398246914	23.951684908	-44.320789031	-2.276126241	16.454871601	10.648050115	-49.214387737
48.000000000	481979.492379179	2115.792550860	52790.128926986	52790.128926986	7053.279982658	-7.398008055	23.963608366	-44.320760386	-2.276101922	16.456729967	10.647970869	-49.213006605
48.010000000	481922.380941425	2115.126122064	52784.990560476	52784.990560476	7051.457828749	-7.397769170	23.975536894	-44.320731727	-2.276077591	16.458588242	10.647890865	-49.211624518
48.020000000	481865.150397713	2114.459491459	52779.855232466	52779.855232466	7049.636004675	-7.397530260	23.987470491	-44.320703053	-2.276053248	16.460446427	10.647810103	-49.210241478
48.030000000	481807.802283282	2113.792664214	52774.722911989	52774.722911989	7047.814507961	-7.397291324	23.999409160	-44.320674365	-2.276028892	16.462304521	10.647728583	-49.208857484
48.040000000	481750.338133371	2113.125645502	52769.593568076	52769.593568076	7045.993336132	-7.397052360	24.011352901	-44.320645663	-2.276004525	16.464162525	10.647646306	-49.207472535
48.050000000	481692.759483221	2112.458440492	52764.467169759	52764.467169759	7044.172486713	-7.396813369	24.023301716	-44.320616946	-2.275980145	16.466020439	10.647563271	-49.206086631
48.060000000	481635.067868070	2111.791054356	52759.343686071	52759.343686071	7042.351957230	-7.396574349	24.035255606	-44.320588215	-2.275955753	16.467878263	10.647479479	-49.204699773
48.070000000	481577.264823159	2111.123492264	52754.223086044	52754.223086044	7040.531745208	-7.396335301	24.047214572	-44.320559469	-2.275931349	16.469735997	10.647394929	-49.203311960
48.080000000	481519.351883726	2110.455759388	52749.105338709	52749.105338709	7038.711848172	-7.396096222	24.059178616	-44.320530709	-2.275906932	16.471593642	10.647309622	-49.201923192
48.090000000	481461.330585012	2109.787860898	52743.990413100	52743.990413100	7036.892263647	-7.395857114	24.071147739	-44.320501934	-2.275882504	16.473451198	10.647223558	-49.200533470
48.100000000	481403.202462256	2109.119801964	52738.878278248	52738.878278248	7035.072989159	-7.395617974	24.083121941	-44.320473145	-2.275858063	16.475308664	10.647136736	-49.199142792
48.110000000	481344.969050698	2108.451587759	52733.768903185	52733.768903185	7033.254022233	-7.395378803	24.095101225	-44.320444342	-2.275833610	16.477166042	10.647049158	-49.197751158
48.120000000	481286.631885577	2107.783223451	52728.662256944	52728.662256944	7031.435360394	-7.395139599	24.107085591	-44.320415524	-2.275809145	16.479023331	10.646960822	-49.196358570
48.130000000	481228.192502132	2107.114714213	52723.558308557	52723.558308557	7029.617001166	-7.394900363	24.119075041	-44.320386692	-2.275784668	16.480880531	10.646871730	-49.194965026
48.140000000	481169.652435604	2106.446065216	52718.457027055	52718.457027055	7027.798942077	-7.394661093	24.131069577	-44.320357845	-2.275760178	16.482737643	10.646781880	-49.193570526
48.150000000	481111.013221233	2105.777281629	52713.358381472	52713.358381472	7025.981180650	-7.394421789	24.143069198	-44.320328984	-2.275735677	16.484594666	10.646691274	-49.192175070
48.160000000	481052.276394256	2105.108368624	52708.262340839	52708.262340839	7024.163714411	-7.394182450	24.155073907	-44.320300109	-2.275711163	16.486451602	10.646599911	-49.190778658
48.170000000	480993.443489915	2104.439331372	52703.168874188	52703.168874188	7022.346540885	-7.393943075	24.167083705	-44.320271219	-2.275686637	16.488308450	10.646507792	-49.189381291
48.180000000	480934.516043449	2103.770175043	52698.077950552	52698.077950552	7020.529657598	-7.393703664	24.179098593	-44.320242315	-2.275662098	16.490165210	10.646414916	-49.187982967
48.190000000	480875.495590097	2103.100904809	52692.989538962	52692.989538962	7018.713062074	-7.393464217	24.191118572	-44.320213396	-2.275637548	16.492021882	10.646321283	-49.186583686
48.200000000	480816.383665099	2102.431525839	52687.903608452	52687.903608452	7016.896751839	-7.393224732	24.203143644	-44.320184463	-2.275612985	16.493878467	10.646226895	-49.185183450
48.210000000	480757.181803695	2101.762043306	52682.820128052	52682.820128052	7015.080724418	-7.392985208	24.215173809	-44.320155515	-2.275588410	16.495734965	10.646131750	-49.183782256
48.220000000	480697.891541124	2101.092462379	52677.739066796	52677.739066796	7013.264977337	-7.392745647	24.227209070	-44.320126553	-2.275563823	16.497591376	10.646035848	-49.182380106
48.230000000	480638.514412625	2100.422788230	52672.660393715	52672.660393715	7011.449508120	-7.392506045	24.239249427	-44.320097577	-2.275539223	16.499447700	10.645939191	-49.180976999
48.240000000	480579.051953439	2099.753026029	52667.584077841	52667.584077841	7009.634314292	-7.392266404	24.251294882	-44.320068586	-2.275514612	16.501303938	10.645841777	-49.179572935
48.250000000	480519.505698805	2099.083180948	52662.510088207	52662.510088207	7007.819393380	-7.392026722	24.263345435	-44.320039580	-2.275489988	16.503160089	10.645743608	-49.178167914
48.260000000	480459.877183962	2098.413258156	52657.438393845	52657.438393845	7006.004742908	-7.391786998	24.275401089	-44.320010561	-2.275465351	16.505016154	10.645644683	-49.176761936
48.270000000	480400.167944150	2097.743262825	52652.368963787	52652.368963787	7004.190360401	-7.391547233	24.287461844	-44.319981526	-2.275440703	16.506872133	10.645545002	-49.175355000
48.280000000	480340.379514609	2097.073200126	52647.301767065	52647.301767065	7002.376243385	-7.391307425	24.299527701	-44.319952478	-2.275416042	16.508728026	10.645444565	-49.173947107
48.290000000	480280.513430578	2096.403075230	52642.236772712	52642.236772712	7000.562389385	-7.391067574	24.311598662	-44.319923415	-2.275391370	16.510583833	10.645343372	-49.172538256
48.300000000	480220.571227297	2095.732893306	52637.173949759	52637.173949759	6998.748795926	-7.390827678	24.323674729	-44.319894337	-2.275366684	16.512439555	10.645241424	-49.171128448
48.310000000	480160.554440006	2095.062659527	52632.113267239	52632.113267239	6996.935460533	-7.390587738	24.335755902	-44.319865245	-2.275341987	16.514295191	10.645138721	-49.169717681
48.320000000	480100.464603943	2094.392379063	52627.054694183	52627.054694183	6995.122380732	-7.390347753	24.347842182	-44.319836139	-2.275317277	16.516150742	10.645035262	-49.168305956
48.330000000	480040.303254349	2093.722057085	52621.998199625	52621.998199625	6993.309554048	-7.390107722	24.359933572	-44.319807018	-2.275292555	16.518006208	10.644931048	-49.166893274
48.340000000	479980.071926463	2093.051698763	52616.943752595	52616.943752595	6991.496978005	-7.389867645	24.372030071	-44.319777883	-2.275267821	16.519861590	10.644826078	-49.165479633
48.350000000	479919.772155525	2092.381309268	52611.891322127	52611.891322127	6989.684650130	-7.389627520	24.384131682	-44.319748733	-2.275243075	16.521716886	10.644720354	-49.164065033
48.360000000	479859.405476774	2091.710893772	52606.840877252	52606.840877252	6987.872567948	-7.389387347	24.396238406	-44.319719569	-2.275218316	16.523572099	10.644613874	-49.162649475
48.370000000	479798.973425451	2091.040457445	52601.792387003	52601.792387003	6986.060728983	-7.389147126	24.408350243	-44.319690390	-2.275193545	16.525427227	10.644506639	-49.161232958
48.380000000	479738.477536794	2090.370005458	52596.745820412	52596.745820412	6984.249130761	-7.388906856	24.420467196	-44.319661197	-2.275168762	16.527282271	10.644398650	-49.159815483
48.390000000	479677.919346043	2089.699542981	52591.701146511	52591.701146511	6982.437770807	-7.388666536	24.432589265	-44.319631990	-2.275143966	16.529137231	10.644289905	-49.158397048
48.400000000	479617.300388437	2089.029075186	52586.658334332	52586.658334332	6980.626646647	-7.388426166	24.444716452	-44.319602768	-2.275119159	16.530992107	10.644180406	-49.156977654
48.410000000	479556.622199217	2088.358607243	52581.617352907	52581.617352907	6978.815755805	-7.388185744	24.456848757	-44.319573532	-2.275094339	16.532846900	10.644070152	-49.155557301
48.420000000	479495.886313622	2087.688144324	52576.578171268	52576.578171268	6977.005095807	-7.387945271	24.468986183	-44.319544281	-2.275069506	16.534701609	10.643959144	-49.154135989
48.430000000	479435.094266891	2087.017691598	52571.540758448	52571.540758448	6975.194664178	-7.387704745	24.481128730	-44.319515015	-2.275044662	16.536556235	10.643847381	-49.152713717
48.440000000	479374.247594265	2086.347254237	52566.505083479	52566.505083479	6973.384458444	-7.387464166	24.493276400	-44.319485736	-2.275019805	16.538410778	10.643734864	-49.151290486
48.450000000	479313.347830982	2085.676837412	52561.471115393	52561.471115393	6971.574476129	-7.387223534	24.505429194	-44.319456441	-2.274994935	16.540265239	10.643621592	-49.149866295
48.460000000	479252.396512282	2085.006446293	52556.438823222	52556.438823222	6969.764714758	-7.386982847	24.517587113	-44.319427133	-2.274970054	16.542119616	10.643507566	-49.148441144
48.470000000	479191.395173405	2084.336086052	52551.408175998	52551.408175998	6967.955171858	-7.386742106	24.529750159	-44.319397810	-2.274945160	16.543973911	10.643392786	-49.147015033
48.480000000	479130.345349591	2083.665761859	52546.379142754	52546.379142754	6966.145844953	-7.386501309	24.541918332	-44.319368472	-2.274920254	16.545828124	10.643277251	-49.145587962
48.490000000	479069.248576079	2082.995478884	52541.351692521	52541.351692521	6964.336731569	-7.386260455	24.554091634	-44.319339120	-2.274895335	16.547682255	10.643160963	-49.144159930
48.500000000	479008.106388108	2082.325242299	52536.325794332	52536.325794332	6962.527829230	-7.386019545	24.566270067	-44.319309754	-2.274870405	16.549536304	10.643043921	-49.142730938
48.510000000	478946.920320918	2081.655057275	52531.301417218	52531.301417218	6960.719135462	-7.385778577	24.578453630	-44.319280373	-2.274845462	16.551390271	10.642926124	-49.141300986
48.520000000	478885.691909749	2080.984928982	52526.278530213	52526.278530213	6958.910647790	-7.385537550	24.590642327	-44.319250977	-2.274820506	16.553244156	10.642807574	-49.139870073
48.530000000	478824.422689841	2080.314862591	52521.257102348	52521.257102348	6957.102363739	-7.385296465	24.602836158	-44.319221568	-2.274795539	16.555097961	10.642688271	-49.138438199
48.540000000	478763.114196432	2079.644863274	52516.237102656	52516.237102656	6955.294280835	-7.385055321	24.615035123	-44.319192143	-2.274770559	16.556951683	10.642568213	-49.137005364
48.550000000	478701.767964763	2078.974936200	52511.218500168	52511.218500168	6953.486396603	-7.384814116	24.627239226	-44.319162704	-2.274745566	16.558805325	10.642447403	-49.135571568
48.560000000	478640.385530073	2078.305086541	52506.201263916	52506.201263916	6951.678708568	-7.384572850	24.639448466	-44.319133251	-2.274720562	16.560658886	10.642325838	-49.134136811
48.570000000	478578.968427602	2077.635319467	52501.185362934	52501.185362934	6949.871214255	-7.384331523	24.651662845	-44.319103783	-2.274695545	16.562512367	10.642203521	-49.132701093
48.580000000	478517.518192589	2076.965640149	52496.170766252	52496.170766252	6948.063911190	-7.384090134	24.663882364	-44.319074301	-2.274670515	16.564365766	10.642080450	-49.131264413
48.590000000	478456.036360274	2076.296053759	52491.157442904	52491.157442904	6946.256796897	-7.383848682	24.676107025	-44.319044805	-2.274645474	16.566219086	10.641956625	-49.129826772
48.600000000	478394.524465897	2075.626565467	52486.145361921	52486.145361921	6944.449868903	-7.383607167	24.688336828	-44.319015294	-2.274620420	16.568072325	10.641832048	-49.128388168
48.610000000	478332.984044696	2074.957180443	52481.134492336	52481.134492336	6942.643124731	-7.383365587	24.700571776	-44.318985768	-2.274595353	16.569925485	10.641706718	-49.126948603
48.620000000	478271.416631913	2074.287903859	52476.124803180	52476.124803180	6940.836561908	-7.383123943	24.712811869	-44.318956228	-2.274570275	16.571778564	10.641580634	-49.125508076
48.630000000	478209.823762785	2073.618740885	52471.116263486	52471.116263486	6939.030177959	-7.382882234	24.725057108	-44.318926673	-2.274545184	16.573631564	10.641453798	-49.124066587
48.640000000	478148.206972553	2072.949696693	52466.108842286	52466.108842286	6937.223970408	-7.382640458	24.737307495	-44.318897104	-2.274520080	16.575484485	10.641326209	-49.122624136
48.650000000	478086.567601503	2072.280776082	52461.102510491	52461.102510491	6935.417936920	-7.382398616	24.749563031	-44.318867521	-2.274494965	16.577337326	10.641197867	-49.121180722
48.660000000	478024.905150075	2071.611980358	52456.097256735	52456.097256735	6933.612076463	-7.382156706	24.761823718	-44.318837923	-2.274469837	16.579190089	10.641068773	-49.119736346
48.670000000	477963.218107142	2070.943308905	52451.093079399	52451.093079399	6931.806388724	-7.381914728	24.774089556	-44.318808311	-2.274444696	16.581042772	10.640938925	-49.118291007
48.680000000	477901.504951094	2070.274761087	52446.089976965	52446.089976965	6930.000873398	-7.381672681	24.786360547	-44.318778684	-2.274419544	16.582895377	10.640808326	-49.116844704
48.690000000	477839.764160322	2069.606336267	52441.087947915	52441.087947915	6928.195530178	-7.381430563	24.798636691	-44.318749042	-2.274394378	16.584747904	10.640676973	-49.115397439
48.700000000	477777.994213218	2068.938033809	52436.086990731	52436.086990731	6926.390358759	-7.381188375	24.810917991	-44.318719386	-2.274369201	16.586600352	10.640544868	-49.113949210
48.710000000	477716.193588173	2068.269853078	52431.087103893	52431.087103893	6924.585358835	-7.380946114	24.823204448	-44.318689716	-2.274344011	16.588452723	10.640412011	-49.112500018
48.720000000	477654.360763579	2067.601793436	52426.088285884	52426.088285884	6922.780530099	-7.380703780	24.835496062	-44.318660031	-2.274318809	16.590305016	10.640278401	-49.111049861
48.730000000	477592.494217825	2066.933854248	52421.090535185	52421.090535185	6920.975872247	-7.380461372	24.847792835	-44.318630332	-2.274293594	16.592157231	10.640144038	-49.109598741
48.740000000	477530.592429304	2066.266034877	52416.093850279	52416.093850279	6919.171384972	-7.380218890	24.860094768	-44.318600618	-2.274268367	16.594009370	10.640008923	-49.108146656
48.750000000	477468.653876407	2065.598334688	52411.098229646	52411.098229646	6917.367067969	-7.379976332	24.872401862	-44.318570890	-2.274243128	16.595861431	10.639873055	-49.106693607
48.760000000	477406.677037524	2064.930753044	52406.103671768	52406.103671768	6915.562920932	-7.379733697	24.884714119	-44.318541147	-2.274217876	16.597713416	10.639736435	-49.105239593
48.770000000	477344.660391047	2064.263289309	52401.110175127	52401.110175127	6913.758943554	-7.379490985	24.897031540	-44.318511390	-2.274192611	16.599565324	10.639599063	-49.103784613
48.780000000	477282.602415368	2063.595942846	52396.117738205	52396.117738205	6911.955135530	-7.379248194	24.909354126	-44.318481618	-2.274167335	16.601417155	10.639460938	-49.102328669
48.790000000	477220.501588877	2062.928713020	52391.126359483	52391.126359483	6910.151496555	-7.379005324	24.921681879	-44.318451831	-2.274142046	16.603268911	10.639322061	-49.100871759
48.800000000	477158.356389965	2062.261599195	52386.136037443	52386.136037443	6908.348026322	-7.378762373	24.934014799	-44.318422030	-2.274116744	16.605120591	10.639182432	-49.099413884
48.810000000	477096.165297024	2061.594600734	52381.146770567	52381.146770567	6906.544724525	-7.378519341	24.946352887	-44.318392215	-2.274091430	16.606972195	10.639042050	-49.097955043
48.820000000	477033.926788444	2060.927717001	52376.158557336	52376.158557336	6904.741590860	-7.378276228	24.958696146	-44.318362385	-2.274066104	16.608823724	10.638900916	-49.096495235
48.830000000	476971.639342618	2060.260947359	52371.171396232	52371.171396232	6902.938625019	-7.378033031	24.971044576	-44.318332541	-2.274040765	16.610675177	10.638759030	-49.095034461
48.840000000	476909.301437936	2059.594291174	52366.185285737	52366.185285737	6901.135826697	-7.377789750	24.983398179	-44.318302682	-2.274015414	16.612526556	10.638616392	-49.093572721
48.850000000	476846.911552789	2058.927747807	52361.200224331	52361.200224331	6899.333195589	-7.377546385	24.995756955	-44.318272808	-2.273990050	16.614377860	10.638473001	-49.092110014
48.860000000	476784.468165569	2058.261316624	52356.216210498	52356.216210498	6897.530731387	-7.377302933	25.008120906	-44.318242920	-2.273964674	16.616229089	10.638328858	-49.090646340
48.870000000	476721.969754666	2057.594996989	52351.233242719	52351.233242719	6895.728433788	-7.377059395	25.020490034	-44.318213018	-2.273939286	16.618080244	10.638183963	-49.089181699
48.880000000	476659.414798473	2056.928788264	52346.251319475	52346.251319475	6893.926302484	-7.376815770	25.032864339	-44.318183101	-2.273913885	16.619931325	10.638038316	-49.087716091
48.890000000	476596.801775379	2056.262689814	52341.270439247	52341.270439247	6892.124337171	-7.376572056	25.045243822	-44.318153169	-2.273888472	16.621782333	10.637891917	-49.086249515
48.900000000	476534.129163777	2055.596701002	52336.290600519	52336.290600519	6890.322537541	-7.376328252	25.057628485	-44.318123223	-2.273863046	16.623633266	10.637744766	-49.084781971
48.910000000	476471.395442057	2054.930821193	52331.311801770	52331.311801770	6888.520903290	-7.376084359	25.070018330	-44.318093262	-2.273837607	16.625484127	10.637596863	-49.083313458
48.920000000	476408.599088610	2054.265049750	52326.334041484	52326.334041484	6886.719434111	-7.375840373	25.082413357	-44.318063287	-2.273812157	16.627334914	10.637448208	-49.081843978
48.930000000	476345.738581828	2053.599386037	52321.357318141	52321.357318141	6884.918129699	-7.375596296	25.094813568	-44.318033297	-2.273786693	16.629185628	10.637298801	-49.080373529
48.940000000	476282.812400103	2052.933829418	52316.381630223	52316.381630223	6883.116989747	-7.375352126	25.107218963	-44.318003293	-2.273761218	16.631036270	10.637148642	-49.078902112
48.950000000	476219.819021824	2052.268379256	52311.406976213	52311.406976213	6881.316013951	-7.375107862	25.119629544	-44.317973274	-2.273735729	16.632886839	10.636997731	-49.077429725
48.960000000	476156.756925383	2051.603034916	52306.433354591	52306.433354591	6879.515202004	-7.374863503	25.132045313	-44.317943241	-2.273710229	16.634737336	10.636846069	-49.075956370
48.970000000	476093.624589172	2050.937795761	52301.460763839	52301.460763839	6877.714553600	-7.374619048	25.144466270	-44.317913193	-2.273684715	16.636587761	10.636693654	-49.074482044
48.980000000	476030.420491582	2050.272661156	52296.489202439	52296.489202439	6875.914068434	-7.374374496	25.156892417	-44.317883130	-2.273659190	16.638438114	10.636540487	-49.073006750
48.990000000	475967.143111003	2049.607630463	52291.518668873	52291.518668873	6874.113746199	-7.374129847	25.169323756	-44.317853053	-2.273633652	16.640288396	10.636386569	-49.071530485
49.000000000	475903.790925827	2048.942703047	52286.549161622	52286.549161622	6872.313586590	-7.373885099	25.181760286	-44.317822961	-2.273608101	16.642138606	10.636231899	-49.070053251
49.010000000	475840.362414446	2048.277878271	52281.580679168	52281.580679168	6870.513589301	-7.373640251	25.194202010	-44.317792855	-2.273582538	16.643988745	10.636076477	-49.068575046
49.020000000	475776.856055249	2047.613155500	52276.613219992	52276.613219992	6868.713754027	-7.373395304	25.206648928	-44.317762734	-2.273556962	16.645838813	10.635920304	-49.067095871
49.030000000	475713.270326630	2046.948534097	52271.646782577	52271.646782577	6866.914080461	-7.373150255	25.219101043	-44.317732599	-2.273531374	16.647688811	10.635763379	-49.065615725
